Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
2d animation company,1,1,390,33.0,5.09,https://www.designrush.com/agency/video-production/2d-animation,16.0,0.01,81.0,0.13,124000000.0,"[28,54,35,66,66,81,100,66,81,66,81,44]",2025-09-01,"Local pack, Image pack, Sitelinks, Video Carousel, People also ask, Related searches",commercial,Image pack,0,true,true,01-03,agency,video
best streaming sites,3,3,3600,67.0,2.81,https://www.designrush.com/agency/video-marketing/trends/best-streaming-websites,16.0,0.01,44.0,0.09,1150000000.0,"[54,100,54,81,100,100,100,65,81,54,54,54]",2025-09-10,"Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,People also ask,0,true,true,01-03,agency,video
montage video,10,10,720,38.0,1.99,https://www.designrush.com/agency/video-marketing/trends/what-is-a-video-montage,15.0,0.01,29.0,0.12,402000000.0,"[76,36,36,100,55,36,36,45,55,55,36,30]",2025-09-03,"Image pack, Video, Related searches, See results about",informational,Organic,0,false,true,04-10,agency,video
3d animation studios,4,4,480,54.0,6.2,https://www.designrush.com/agency/video-production/3d-animation,14.0,0.01,86.0,0.13,257000000.0,"[54,54,81,100,100,100,81,54,81,81,81,66]",2025-09-02,"Local pack, Image pack, Sitelinks, Image, Related searches",commercial,Organic,0,false,true,04-10,agency,video
video production agency,9,9,2900,74.0,7.92,https://www.designrush.com/agency/video-production,14.0,0.01,110.0,0.13,815000000.0,"[36,54,54,65,22,22,65,65,81,81,100,100]",2025-09-08,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,video
video production rfp,3,3,170,2.0,4.93,https://www.designrush.com/agency/video-production/trends/rfp-for-video-production,13.0,0.01,64.0,0.09,7890000.0,"[34,34,34,43,34,34,53,53,53,81,100,53]",2025-09-05,"Image pack, Sitelinks, Video Carousel, People also ask, Related searches",informational,Organic,0,true,true,01-03,agency,video
documentary film production companies,1,1,170,10.0,3.14,https://www.designrush.com/agency/video-production/documentary,13.0,0.01,40.0,0.26,224000000.0,"[5,4,5,7,8,7,13,5,4,4,4,3]",2025-08-16,"Carousel, Image pack, Video, Image, Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,video
corporate video company,3,3,390,36.0,7.61,https://www.designrush.com/agency/video-production/corporate-video,13.0,0.01,98.0,0.09,1420000000.0,"[10,10,10,16,16,13,36,16,10,76,30,100]",2025-09-05,"Local pack, Video, Video Carousel, People also ask, Related searches",commercial,Organic,0,true,true,01-03,agency,video
video montage,11,11,1000,36.0,2.42,https://www.designrush.com/agency/video-marketing/trends/what-is-a-video-montage,13.0,0.01,31.0,0.18,128000000.0,"[52,52,31,52,52,46,52,46,46,52,52,37]",2025-09-06,"Image pack, Video, Related searches, See results about",informational,Organic,0,false,false,11-20,agency,video
how to edit videos for youtube,1,1,1000,50.0,0.97,https://www.designrush.com/agency/video-production/video-editing/trends/best-video-editing-apps,12.0,0.01,11.0,0.37,2870000000.0,"[24,18,18,18,10,13,35,18,18,18,10,16]",2025-09-09,"Sitelinks, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,People also ask,0,true,true,01-03,agency,video
free streaming,7,0,8100,71.0,1.16,https://www.designrush.com/agency/video-marketing/trends/best-streaming-websites,12.0,0.01,13.0,0.09,15850000000.0,"[66,36,66,100,44,36,54,36,29,29,29,36]",2025-09-11,"Sitelinks, Video, People also ask, Twitter carousel, Related searches",commercial,People also ask,-7,false,true,04-10,agency,video
video production websites,3,3,140,39.0,3.05,https://www.designrush.com/agency/video-production,11.0,0.01,33.0,0.21,964000000.0,"[10,18,14,22,29,10,29,22,66,100,22,22]",2025-08-31,"Image pack, Video, Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,video
best video production companies,3,3,320,29.0,5.23,https://www.designrush.com/agency/video-production,11.0,0.01,57.0,0.21,1140000000.0,"[35,15,54,66,54,44,44,44,54,66,28,100]",2025-09-02,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic,0,true,true,01-03,agency,video
professional video production services,4,4,480,46.0,0.0,https://www.designrush.com/agency/video-production,11.0,0.01,0.0,0.01,337000000.0,"[29,19,19,12,10,23,81,81,100,81,67,67]",2025-09-01,"Local pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",commercial,Organic,0,false,true,04-10,agency,video
corporate video production,13,13,3600,43.0,10.3,https://www.designrush.com/agency/video-production/corporate-video,10.0,0.01,103.0,0.04,327000000.0,"[5,36,28,43,43,43,54,81,81,43,66,100]",2025-09-07,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic,0,false,false,11-20,agency,video
commercial video production companies,2,2,110,28.0,9.14,https://www.designrush.com/agency/video-production,9.0,0.01,82.0,0.13,169000000.0,"[19,7,15,34,100,15,34,34,65,65,65,53]",2025-08-15,"Local pack, Sitelinks, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic,0,true,true,01-03,agency,video
documentary production company,2,2,110,24.0,3.14,https://www.designrush.com/agency/video-production/documentary,9.0,0.01,28.0,0.26,322000000.0,"[15,28,34,15,12,6,21,34,43,43,100,53]",2025-08-31,"Image pack, Image, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic,0,true,true,01-03,agency,video
media production companies,4,4,320,30.0,5.81,https://www.designrush.com/agency/video-production,9.0,0.01,52.0,0.43,689000000.0,"[29,35,43,66,54,43,100,54,81,81,100,66]",2025-09-07,"Local pack, Image pack, Sitelinks, Video, Image, Related searches",commercial,Organic,0,false,true,04-10,agency,video
video production companies nyc,6,6,390,36.0,6.31,https://www.designrush.com/agency/video-production/new-york,9.0,0.01,56.0,0.26,444000000.0,"[39,11,48,39,72,72,100,14,9,39,21,39]",2025-08-27,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,agency,video
websites to watch shows for free,27,27,6600,57.0,1.48,https://www.designrush.com/agency/video-marketing/trends/best-streaming-websites,9.0,0.01,13.0,0.02,1110000000.0,"[66,66,54,44,66,54,66,81,81,44,36,100]",2025-09-10,"Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic,0,false,false,21-50,agency,video
video production agency nyc,5,5,390,45.0,6.31,https://www.designrush.com/agency/video-production/new-york,9.0,0.01,56.0,0.26,64800000.0,"[36,54,44,44,29,100,19,15,36,100,67,36]",2025-08-27,"Local pack, Sitelinks, Video, Video Carousel, Related searches",commercial,Organic,0,false,true,04-10,agency,video
documentary video production,2,2,210,10.0,0.0,https://www.designrush.com/agency/video-production/documentary,9.0,0.01,0.0,0.0,163000000.0,"[14,14,18,14,6,4,35,43,100,100,81,100]",2025-09-09,"Knowledge panel, Local pack, Image pack, Video, Image, People also ask, Related searches",commercial,Organic,0,true,true,01-03,agency,video
video production agencies,8,8,480,71.0,7.07,https://www.designrush.com/agency/video-production,9.0,0.01,63.0,0.08,213000000.0,"[10,20,2,20,20,20,20,54,24,20,24,20]",2025-09-09,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,video
commercial video production,12,12,1900,20.0,13.9,https://www.designrush.com/agency/video-production/commercial,9.0,0.01,125.0,0.08,526000000.0,"[20,20,24,27,36,27,44,66,100,80,80,66]",2025-09-07,"Local pack, Sitelinks, Video, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,false,11-20,agency,video
voice over companies,6,6,210,54.0,2.46,https://www.designrush.com/agency/video-production/voiceovers,7.0,0.0,17.0,0.06,1120000000.0,"[9,7,21,100,11,5,11,14,14,11,21,26]",2025-09-01,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,agency,video
3d animation production company,1,1,110,30.0,0.0,https://www.designrush.com/agency/video-production/3d-animation,7.0,0.0,0.0,0.0,60900000.0,"[9,14,33,23,9,66,66,52,66,80,100,100]",2025-08-26,"Sitelinks, Image, People also ask, Related searches",commercial,People also ask,0,true,true,01-03,agency,video
3d animation companies,4,4,390,36.0,6.2,https://www.designrush.com/agency/video-production/3d-animation,7.0,0.0,43.0,0.13,219000000.0,"[54,44,66,81,66,54,100,36,66,36,36,36]",2025-08-29,"Local pack, Sitelinks, Video Carousel, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,video
