Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service,priority
seo service provider,8,8,1000,79.0,17.41,https://www.designrush.com/agency/search-engine-optimization,7.0,0.0,121.0,0.01,124000000.0,"[25,25,68,52,68,52,46,16,100,68,84,7]",2025-09-08,"Local pack, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,seo,17410.0
seo company in austin,5,5,590,29.0,27.92,https://www.designrush.com/agency/search-engine-optimization/texas/austin,14.0,0.01,390.0,0.04,8750000.0,"[0,0,0,0,2,4,5,66,100,7,66,10]",2025-09-08,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,seo,16472.8
connecticut seo company,10,10,880,22.0,18.66,https://www.designrush.com/agency/search-engine-optimization/connecticut,7.0,0.0,130.0,0.01,2700000.0,"[8,13,10,13,13,16,16,7,13,100,13,10]",2025-09-10,"Local pack, Related searches",commercial,Organic,0,false,true,04-10,agency,seo,16420.8
seo agency in india,8,8,1300,74.0,12.53,https://www.designrush.com/agency/search-engine-optimization/in,31.0,0.03,388.0,0.05,96100000.0,"[2,5,0,3,0,4,4,3,7,5,10,100]",2025-09-08,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",commercial,Organic,0,false,true,04-10,agency,seo,16289.0
seo co,6,6,720,47.0,22.56,https://www.designrush.com/agency/search-engine-optimization/colorado,4.0,0.0,90.0,0.08,522000000.0,"[16,100,10,8,7,5,13,7,8,10,8,16]",2025-08-29,"Sitelinks, Video, People also ask, Related searches",navigational,Organic,0,false,true,04-10,agency,seo,16243.199999999999
real estate seo company,10,10,720,24.0,22.4,https://www.designrush.com/agency/search-engine-optimization/real-estate,3.0,0.0,67.0,0.02,35600000.0,"[39,72,21,32,59,59,100,88,100,88,100,32]",2025-08-29,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic,0,false,true,04-10,agency,seo,16127.999999999998
san antonio seo,8,12,720,25.0,21.12,https://www.designrush.com/agency/search-engine-optimization/texas/san-antonio,15.0,0.01,316.0,0.04,37000000.0,"[46,31,20,31,31,37,31,37,46,46,46,52]",2025-09-11,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,4,false,true,04-10,agency,seo,15206.400000000001
seo san antonio,10,10,720,23.0,21.12,https://www.designrush.com/agency/search-engine-optimization/texas/san-antonio,6.0,0.0,126.0,0.04,18100000.0,"[48,39,59,59,48,72,59,59,88,72,100,100]",2025-08-28,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,seo,15206.400000000001
the best seo company,9,9,390,34.0,38.7,https://www.designrush.com/agency/search-engine-optimization,8.0,0.0,309.0,0.02,296000000.0,"[10,16,13,13,24,20,30,20,8,20,67,100]",2025-08-24,"Sitelinks, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic,0,false,true,04-10,agency,seo,15093.000000000002
seo sydney,10,10,1300,56.0,11.43,https://www.designrush.com/agency/search-engine-optimization/au/sydney,11.0,0.01,125.0,0.02,58500000.0,"[46,46,68,52,84,68,84,68,84,37,100,100]",2025-09-06,"Local pack, Sitelinks, Video, Related searches, See results about",commercial,Organic,0,false,true,04-10,agency,seo,14859.0
top search engine optimization companies,8,8,390,41.0,34.91,https://www.designrush.com/agency/search-engine-optimization,9.0,0.01,314.0,0.04,88800000.0,"[16,24,6,24,10,30,16,13,16,100,10,13]",2025-09-05,"Sitelinks, Related searches, AI overview","commercial, informational",Organic,0,false,true,04-10,agency,seo,13614.899999999998
best seo firms in america,9,9,590,36.0,22.57,https://www.designrush.com/agency/search-engine-optimization,5.0,0.0,112.0,0.09,15800000.0,"[55,45,10,16,6,13,10,3,81,100,62,30]",2025-09-02,"Sitelinks, Related searches, Discussions and forums, AI overview",commercial,Organic,0,false,true,04-10,agency,seo,13316.3
local seo companies near me,10,10,720,53.0,18.27,https://www.designrush.com/agency/search-engine-optimization/local-seo,6.0,0.0,109.0,0.04,30200000.0,"[3,16,5,30,8,16,13,66,100,54,24,16]",2025-09-02,"Local pack, Sitelinks, Video, Related searches",transactional,Organic,0,false,true,04-10,agency,seo,13154.4
top seo firms,7,7,480,44.0,27.3,https://www.designrush.com/agency/search-engine-optimization,3.0,0.0,81.0,0.14,15000000.0,"[26,14,26,32,17,26,3,100,72,100,88,59]",2025-09-05,"Local pack, Sitelinks, People also ask, Related searches, AI overview",commercial,Organic,0,false,true,04-10,agency,seo,13104.0
seo company toronto,10,10,590,71.0,21.72,https://www.designrush.com/agency/search-engine-optimization/ca/toronto,2.0,0.0,43.0,0.01,42700000.0,"[32,32,7,39,39,48,72,72,88,100,100,100]",2025-09-03,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,seo,12814.8
seo marketing near me,9,9,590,64.0,21.58,https://www.designrush.com/agency/search-engine-optimization,2.0,0.0,43.0,0.08,252000000.0,"[48,48,11,59,48,88,48,72,88,72,100,88]",2025-09-02,"Local pack, Video, People also ask, Related searches",transactional,Organic,0,false,true,04-10,agency,seo,12732.199999999999
new jersey seo,4,4,1000,33.0,12.67,https://www.designrush.com/agency/search-engine-optimization/new-jersey,65.0,0.07,823.0,0.04,44600000.0,"[20,10,20,4,20,13,13,29,36,36,54,22]",2025-09-05,Related searches,commercial,Organic,0,false,true,04-10,agency,seo,12670.0
seo services provider,10,10,720,67.0,17.41,https://www.designrush.com/agency/search-engine-optimization,6.0,0.0,104.0,0.01,114000000.0,"[30,55,76,55,76,55,45,55,55,100,67,24]",2025-09-05,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,seo,12535.2
seo provider in india,6,6,1000,74.0,12.53,https://www.designrush.com/agency/search-engine-optimization/in,30.0,0.03,375.0,0.05,17400000.0,"[3,4,3,3,3,10,7,20,44,100,66,44]",2025-09-09,"Image pack, Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,seo,12530.0
seo firm india,10,10,1000,81.0,12.53,https://www.designrush.com/agency/search-engine-optimization/in,9.0,0.01,112.0,0.05,8710000.0,"[7,8,5,10,13,16,24,3,29,100,1,5]",2025-09-08,"Local pack, Sitelinks, Video, Featured snippet, Video Carousel, Related searches",commercial,Organic,0,false,true,04-10,agency,seo,12530.0
top seo companies in usa,8,8,590,39.0,20.88,https://www.designrush.com/agency/search-engine-optimization,14.0,0.01,292.0,0.1,140000000.0,"[24,36,10,24,20,67,55,100,45,45,55,30]",2025-09-02,"Sitelinks, Video, Related searches, Discussions and forums, AI overview","commercial, informational",Organic,0,false,true,04-10,agency,seo,12319.199999999999
top local seo company,10,10,720,34.0,17.09,https://www.designrush.com/agency/search-engine-optimization/local-seo,3.0,0.0,51.0,0.01,59400000.0,"[24,45,76,5,16,13,55,55,76,100,76,76]",2025-09-02,"Local pack, Sitelinks, Related searches, Discussions and forums",commercial,Organic,0,false,true,04-10,agency,seo,12304.8
seo company reviews,8,8,480,42.0,25.11,https://www.designrush.com/agency/search-engine-optimization,2.0,0.0,50.0,0.01,116000000.0,"[8,10,6,13,13,16,24,36,67,76,100,67]",2025-09-04,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic,0,false,true,04-10,agency,seo,12052.8
seo company in jacksonville,4,4,590,18.0,19.98,https://www.designrush.com/agency/search-engine-optimization/florida/jacksonville,17.0,0.01,339.0,0.02,1480000.0,"[36,36,13,13,30,30,20,24,100,13,100,67]",2025-09-03,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,seo,11788.2
search engine optimization austin tx,4,4,480,20.0,24.23,https://www.designrush.com/agency/search-engine-optimization/texas/austin,9.0,0.01,218.0,0.02,8100000.0,"[45,13,30,45,16,36,20,6,30,16,100,16]",2025-09-02,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,seo,11630.4
seo company best,9,9,390,58.0,29.46,https://www.designrush.com/agency/search-engine-optimization,8.0,0.0,235.0,0.1,278000000.0,"[44,29,15,23,100,23,36,23,54,67,29,81]",2025-08-24,"Local pack, Sitelinks, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic,0,false,true,04-10,agency,seo,11489.4
charleston seo,9,9,720,17.0,15.69,https://www.designrush.com/agency/search-engine-optimization/south-carolina/charleston,17.0,0.01,266.0,0.01,4190000.0,"[8,1,1,2,8,13,15,13,13,19,19,19]",2025-08-29,"Sitelinks, Video, Related searches","commercial, informational",Organic,0,false,true,04-10,agency,seo,11296.8
