Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
public relations firms toronto,2,2,170,50.0,5.96,https://www.designrush.com/agency/public-relations/ca/toronto,7.0,0.0,41.0,0.01,90800000.0,"[22,22,22,4,22,22,35,22,18,43,100,81]",2025-08-27,"Local pack, Sitelinks, Related searches",commercial,Organic,0,true,true,01-03,agency,pr
financial services pr firms,3,3,110,15.0,21.74,https://www.designrush.com/agency/public-relations/financial-services,7.0,0.0,152.0,0.09,178000000.0,"[42,19,26,11,42,42,42,42,65,53,42,53]",2025-08-18,"Local pack, Image pack, Sitelinks, Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,pr
boutique public relations firms,3,3,110,46.0,4.5,https://www.designrush.com/agency/public-relations/boutique,7.0,0.0,31.0,0.17,4800000.0,"[52,52,64,64,52,52,64,100,82,100,64,41]",2025-08-14,"Local pack, Sitelinks, Image, Related searches, AI overview",commercial,Organic,0,true,true,01-03,agency,pr
dental pr,7,7,390,56.0,4.85,https://www.designrush.com/agency/public-relations/dental,7.0,0.0,33.0,0.09,140000000.0,"[100,0,0,0,0,0,0,0,82,0,0,0]",2025-08-26,"Image pack, Video, Image, People also ask, Related searches","commercial, informational",Organic,0,false,true,04-10,agency,pr
pr companies san diego,6,6,260,25.0,3.65,https://www.designrush.com/agency/public-relations/california/san-diego,6.0,0.0,21.0,0.29,7420000.0,"[28,35,35,44,54,44,66,44,81,44,44,44]",2025-09-08,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr
how much do event coordinators charge,4,4,210,28.0,1.07,https://www.designrush.com/agency/public-relations/event-management/trends/event-planner-cost,6.0,0.0,6.0,0.2,458000000.0,"[54,43,35,43,22,35,29,43,10,22,66,66]",2025-08-23,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic,0,false,true,04-10,agency,pr
community relationship,5,5,210,32.0,0.0,https://www.designrush.com/agency/public-relations/trends/what-are-community-relations,6.0,0.0,0.0,0.0,2300000000.0,"[28,43,35,35,28,28,35,82,100,100,53,53]",2025-09-03,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,pr
top crisis management firms,4,4,140,14.0,4.31,https://www.designrush.com/agency/public-relations/crisis-communications,6.0,0.0,25.0,0.2,95900000.0,"[52,42,42,80,66,80,80,66,80,100,66,100]",2025-08-29,"Image pack, Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic,0,false,true,04-10,agency,pr
public relations united states,41,33,22200,60.0,0.66,https://www.designrush.com/agency/public-relations/us,6.0,0.0,3.0,0.02,2620000000.0,"[0,0,0,0,0,0,0,20,81,54,81,100]",2025-09-11,"Image pack, Sitelinks, Image, People also ask, Related searches, AI overview",informational,Organic,-8,false,false,21-50,agency,pr
australian pr agencies,1,1,50,25.0,6.88,https://www.designrush.com/agency/public-relations/au,6.0,0.0,41.0,0.16,420000000.0,"[33,44,44,22,22,44,44,77,100,77,77,77]",2025-08-30,"Knowledge panel, Related searches, AI overview",commercial,Organic,0,true,true,01-03,agency,pr
pr agency sydney,2,2,140,21.0,7.08,https://www.designrush.com/agency/public-relations/au/sydney,6.0,0.0,42.0,0.06,362000000.0,"[34,34,34,34,21,15,34,43,53,81,81,81]",2025-08-17,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,true,true,01-03,agency,pr
crisis management firms,12,12,590,21.0,5.22,https://www.designrush.com/agency/public-relations/crisis-communications,5.0,0.0,26.0,0.21,138000000.0,"[39,32,48,100,39,48,72,72,100,88,88,72]",2025-09-07,"Sitelinks, Video, Related searches, AI overview",informational,Organic,0,false,false,11-20,agency,pr
best pr agencies sydney,2,2,40,15.0,0.0,https://www.designrush.com/agency/public-relations/au/sydney,5.0,0.0,0.0,0.01,25500000.0,"[22,22,22,33,11,22,44,22,33,44,100,100]",2025-09-03,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,true,true,01-03,agency,pr
what is a boilerplate in a press release,9,9,260,18.0,0.0,https://www.designrush.com/agency/public-relations/trends/press-release-boilerplate,5.0,0.0,0.0,0.03,3880000.0,"[22,22,54,81,66,54,54,66,81,66,35,35]",2025-09-07,"Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,pr
top crisis communications firms,8,8,210,14.0,5.07,https://www.designrush.com/agency/public-relations/crisis-communications,5.0,0.0,25.0,0.13,43500000.0,"[34,21,28,43,53,65,81,53,81,81,100,81]",2025-08-18,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview","commercial, informational",Organic,0,false,true,04-10,agency,pr
public relations agency australia,1,1,40,46.0,6.88,https://www.designrush.com/agency/public-relations/au,5.0,0.0,34.0,0.16,69100000.0,"[22,22,22,22,22,33,55,55,55,55,77,100]",2025-08-30,"Local pack, Sitelinks, Featured snippet, Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,pr
crisis management pr firms,8,8,210,24.0,7.59,https://www.designrush.com/agency/public-relations/crisis-communications,5.0,0.0,37.0,0.22,70300000.0,"[4,4,5,5,5,4,11,11,20,20,16,20]",2025-09-06,"Local pack, Sitelinks, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,pr
how much does an event planner cost,6,6,170,20.0,1.07,https://www.designrush.com/agency/public-relations/event-management/trends/event-planner-cost,5.0,0.0,5.0,0.2,338000000.0,"[100,80,80,80,65,65,65,65,100,42,80,34]",2025-09-07,"Sitelinks, Video, Related searches",,Organic,0,false,true,04-10,agency,pr
public relations australia,2,2,40,17.0,0.0,https://www.designrush.com/agency/public-relations/au,5.0,0.0,0.0,0.0,395000000.0,"[28,28,28,28,28,28,42,57,57,71,100,100]",2025-09-03,"Sitelinks, Related searches",informational,Organic,0,true,true,01-03,agency,pr
what is pr agent,11,11,390,25.0,2.96,https://www.designrush.com/agency/public-relations/trends/what-is-a-pr-agency,5.0,0.0,14.0,0.01,849000000.0,"[81,66,54,54,66,66,66,100,66,81,100,28]",2025-08-24,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic,0,false,false,11-20,agency,pr
public relations companies san diego,4,4,170,20.0,3.65,https://www.designrush.com/agency/public-relations/california/san-diego,5.0,0.0,18.0,0.29,35200000.0,"[19,12,23,29,12,23,15,19,9,29,44,23]",2025-09-10,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr
top pr agencies australia,1,1,40,13.0,4.22,https://www.designrush.com/agency/public-relations/au,5.0,0.0,21.0,0.45,168000000.0,"[9,9,9,9,9,9,19,33,23,23,19,23]",2025-09-01,"Local pack, Image pack, Sitelinks, Related searches, AI overview","commercial, informational",Organic,0,true,true,01-03,agency,pr
types of public relations programs,1,1,90,32.0,0.0,https://www.designrush.com/agency/public-relations/trends/types-of-public-relations-programs,5.0,0.0,0.0,0.0,1160000000.0,"[63,81,81,81,81,63,100,100,100,100,81,63]",2025-08-25,"Image pack, Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview,0,true,true,01-03,agency,pr
event planner fees,7,7,210,28.0,1.87,https://www.designrush.com/agency/public-relations/event-management/trends/event-planner-cost,4.0,0.0,7.0,0.25,128000000.0,"[43,81,81,65,65,53,100,65,65,65,53,53]",2025-08-24,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic,0,false,true,04-10,agency,pr
