Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
and seo services,1,1,18100,66.0,16.11,https://www.designrush.com/agency/search-engine-optimization/trends/cost-of-search-engine-optimization,63.0,0.07,1014.0,0.02,420000000.0,"[0,0,0,0,0,0,0,0,100,66,66,4]",2025-09-12,"Local pack, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Things to know,0,true,true,01-03,agency,seo
seo agency,14,14,40500,75.0,21.86,https://www.designrush.com/agency/search-engine-optimization,60.0,0.06,1311.0,0.05,219000000.0,"[36,44,54,54,54,54,54,66,100,81,100,100]",2025-09-10,"Local pack, Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches, Things to know, Ads middle",commercial,Organic,0,false,false,11-20,agency,seo
seo agency australia,2,2,720,45.0,11.65,https://www.designrush.com/agency/search-engine-optimization/au,59.0,0.06,687.0,0.01,52900000.0,"[20,24,36,36,16,36,45,30,62,100,81,36]",2025-09-09,"Image pack, Sitelinks, Related searches, AI overview",commercial,Organic,0,true,true,01-03,agency,seo
top seo companies,8,8,2400,37.0,27.3,https://www.designrush.com/agency/search-engine-optimization,57.0,0.06,1556.0,0.14,59000.0,"[36,44,52,52,66,52,52,52,80,80,100,80]",2025-09-07,"Knowledge panel, Sitelinks, Video, Related searches, AI overview",commercial,Organic,0,false,true,04-10,agency,seo
seo digital agency,2,2,1300,81.0,22.28,https://www.designrush.com/agency/search-engine-optimization,57.0,0.06,1269.0,0.04,47300000.0,"[20,24,30,54,41,54,41,41,54,79,79,100]",2025-09-08,"Local pack, Image pack, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,0,true,true,01-03,agency,seo
best ecommerce seo company,1,1,880,38.0,37.02,https://www.designrush.com/agency/search-engine-optimization/ecommerce-seo,53.0,0.06,1962.0,0.01,16900000.0,"[30,30,67,36,45,67,67,55,100,100,100,45]",2025-09-01,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,AI overview,0,true,true,01-03,agency,seo
seo companies in australia,1,1,210,35.0,11.65,https://www.designrush.com/agency/search-engine-optimization/au,52.0,0.06,605.0,0.01,14000000.0,"[5,3,3,5,44,11,18,18,66,100,81,28]",2025-08-20,"Sitelinks, Related searches, AI overview","commercial, informational",Organic,0,true,true,01-03,agency,seo
search engine optimisation companies australia,2,2,590,35.0,11.65,https://www.designrush.com/agency/search-engine-optimization/au,48.0,0.05,559.0,0.01,28300000.0,"[13,10,13,16,16,30,24,20,81,100,81,36]",2025-09-06,"Sitelinks, Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,seo
local search engine optimization company,3,3,720,44.0,25.01,https://www.designrush.com/agency/search-engine-optimization/local-seo,46.0,0.05,1150.0,0.04,53200000.0,"[25,37,31,68,8,31,20,31,68,31,52,37]",2025-09-05,"Local pack, Video, Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,seo
seo providers uk,1,1,1300,50.0,11.93,https://www.designrush.com/agency/search-engine-optimization/uk,45.0,0.05,536.0,0.0,12800000.0,"[3,3,5,7,3,7,3,28,15,100,43,36]",2025-09-06,"Sitelinks, Video, Related searches, AI overview",informational,AI overview,0,true,true,01-03,agency,seo
best local seo company,1,1,1900,42.0,17.42,https://www.designrush.com/agency/search-engine-optimization/local-seo,45.0,0.05,783.0,0.05,61400000.0,"[30,44,44,55,44,44,65,65,100,44,100,82]",2025-09-06,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,0,true,true,01-03,agency,seo
seo texas,1,1,170,23.0,0.0,https://www.designrush.com/agency/search-engine-optimization/texas,42.0,0.04,0.0,0.01,56100000.0,"[34,43,34,43,53,81,53,43,65,53,53,100]",2025-08-20,"Sitelinks, People also ask, Related searches",commercial,Organic,0,true,true,01-03,agency,seo
best local seo service,1,1,170,50.0,17.21,https://www.designrush.com/agency/search-engine-optimization/local-seo,42.0,0.04,722.0,0.04,69300000.0,"[0,23,28,7,12,28,23,53,100,82,82,82]",2025-09-08,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",commercial,Organic,0,true,true,01-03,agency,seo
seo south carolina,1,1,170,15.0,14.4,https://www.designrush.com/agency/search-engine-optimization/south-carolina,42.0,0.04,604.0,0.02,29500000.0,"[11,11,18,18,35,23,35,54,35,35,18,28]",2025-08-17,"Local pack, Image pack, People also ask, Related searches, AI overview",commercial,Organic,0,true,true,01-03,agency,seo
south carolina seo,2,2,320,14.0,14.4,https://www.designrush.com/agency/search-engine-optimization/south-carolina,42.0,0.04,604.0,0.02,18200000.0,"[28,35,44,44,66,54,44,81,81,81,44,66]",2025-08-15,"People also ask, Related searches",commercial,Organic,0,true,true,01-03,agency,seo
enterprise seo services,10,10,1900,36.0,21.84,https://www.designrush.com/agency/search-engine-optimization/enterprise-seo,41.0,0.04,895.0,0.07,31600000.0,"[44,34,55,65,65,82,82,82,82,82,100,100]",2025-09-05,Related searches,commercial,Organic,0,false,true,04-10,agency,seo
seo firms near me,7,7,1900,74.0,19.76,https://www.designrush.com/agency/search-engine-optimization,41.0,0.04,810.0,0.02,38100000.0,"[53,100,100,44,100,13,18,5,16,4,10,8]",2025-09-07,"Local pack, Sitelinks, Video, Related searches",transactional,Organic,0,false,true,04-10,agency,seo
ecommerce seo services,12,12,4400,36.0,16.78,https://www.designrush.com/agency/search-engine-optimization/ecommerce-seo,39.0,0.04,654.0,0.02,64800000.0,"[29,35,54,54,66,54,66,44,54,66,81,100]",2025-09-05,"Sitelinks, Video, Related searches, AI overview",commercial,Organic,0,false,false,11-20,agency,seo
florida seo,2,2,480,34.0,9.44,https://www.designrush.com/agency/search-engine-optimization/florida,39.0,0.04,368.0,0.03,84300000.0,"[8,7,16,16,24,8,30,13,13,13,16,20]",2025-09-04,"Sitelinks, Related searches, AI overview",commercial,Organic,0,true,true,01-03,agency,seo
enterprise seo companies,2,2,480,30.0,0.0,https://www.designrush.com/agency/search-engine-optimization/enterprise-seo,39.0,0.04,0.0,0.0,16100000.0,"[10,23,36,67,15,67,81,67,54,67,100,12]",2025-09-08,"Sitelinks, Related searches, AI overview",commercial,Organic,0,true,true,01-03,agency,seo
app seo,3,3,590,42.0,6.58,https://www.designrush.com/agency/search-engine-optimization/trends/app-seo,38.0,0.04,250.0,0.03,1290000000.0,"[17,21,26,39,39,59,59,59,88,100,100,88]",2025-09-02,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,seo
california search engine optimization company,4,4,590,30.0,6.85,https://www.designrush.com/agency/search-engine-optimization/california,38.0,0.04,260.0,0.07,7610000.0,"[13,13,20,16,16,36,30,36,45,100,81,45]",2025-09-02,"Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,seo
top seo companies in usa,1,1,590,39.0,20.88,https://www.designrush.com/agency/search-engine-optimization,35.0,0.04,730.0,0.1,140000000.0,"[24,36,10,24,20,67,55,100,45,45,55,30]",2025-09-02,"Sitelinks, Video, Related searches, Discussions and forums, AI overview","commercial, informational",AI overview,0,true,true,01-03,agency,seo
seo startup companies,1,1,590,16.0,14.78,https://www.designrush.com/agency/search-engine-optimization/startups,35.0,0.04,517.0,0.02,14200000.0,"[10,24,20,45,30,24,24,24,36,100,81,30]",2025-09-06,"Video, Related searches, AI overview",informational,AI overview,0,true,true,01-03,agency,seo
perth seo company,1,1,320,35.0,0.0,https://www.designrush.com/agency/search-engine-optimization/au/perth,35.0,0.04,0.0,0.01,2720000.0,"[15,15,15,5,2,9,66,54,81,81,100,100]",2025-09-03,"Knowledge panel, Sitelinks, Related searches, AI overview","commercial, informational",AI overview,0,true,true,01-03,agency,seo
search engine optimization company india,9,9,1600,63.0,12.53,https://www.designrush.com/agency/search-engine-optimization/in,35.0,0.04,438.0,0.05,29000000.0,"[7,13,5,24,13,7,3,35,100,81,66,29]",2025-09-06,"Video Carousel, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,seo
texas seo,1,1,260,26.0,0.0,https://www.designrush.com/agency/search-engine-optimization/texas,34.0,0.03,0.0,0.01,60200000.0,"[17,53,53,66,100,53,66,53,82,82,82,82]",2025-08-26,"Sitelinks, Video, Image, Related searches, AI overview","commercial, informational",Organic,0,true,true,01-03,agency,seo
seo california,1,1,260,36.0,12.29,https://www.designrush.com/agency/search-engine-optimization/california,34.0,0.03,417.0,0.05,306000000.0,"[15,18,18,35,23,54,54,81,81,66,66,54]",2025-08-16,"Sitelinks, Related searches, AI overview","commercial, informational",Organic,0,true,true,01-03,agency,seo
australia seo company,1,1,140,41.0,11.65,https://www.designrush.com/agency/search-engine-optimization/au,34.0,0.03,396.0,0.01,29700000.0,"[8,6,6,22,10,100,18,22,54,54,54,14]",2025-08-19,"Sitelinks, Video, Related searches",commercial,Organic,0,true,true,01-03,agency,seo
seo berlin,2,2,260,2.0,0.0,https://www.designrush.com/agency/search-engine-optimization/de/berlin,34.0,0.03,0.0,0.01,64400000.0,"[2,2,2,2,2,2,54,66,100,81,81,66]",2025-09-01,"Video, Image, Related searches",,Organic,0,true,true,01-03,agency,seo
top seo agencies,1,1,1000,44.0,23.88,https://www.designrush.com/agency/search-engine-optimization/us,34.0,0.03,811.0,0.07,73500000.0,"[45,36,45,55,55,62,55,55,100,100,100,62]",2025-09-10,"Local pack, Image pack, Sitelinks, Video, Related searches, AI overview","commercial, informational",AI overview,0,true,true,01-03,agency,seo
search engine optimization services for small business,12,12,3600,45.0,24.92,https://www.designrush.com/agency/search-engine-optimization/small-business,32.0,0.03,797.0,0.02,53000000.0,"[8,8,4,5,3,10,2,44,66,66,100,81]",2025-09-05,"Local pack, Sitelinks, Video Carousel, Related searches, AI overview",informational,Organic,0,false,false,11-20,agency,seo
seo company texas,1,1,480,26.0,17.2,https://www.designrush.com/agency/search-engine-optimization/texas,31.0,0.03,533.0,0.05,21200000.0,"[8,24,55,6,36,36,76,100,30,36,30,30]",2025-09-04,"Local pack, Sitelinks, Related searches",commercial,Organic,0,true,true,01-03,agency,seo
seo agency in india,8,8,1300,74.0,12.53,https://www.designrush.com/agency/search-engine-optimization/in,31.0,0.03,388.0,0.05,96100000.0,"[2,5,0,3,0,4,4,3,7,5,10,100]",2025-09-08,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",commercial,Organic,0,false,true,04-10,agency,seo
hotel seo agency,4,4,480,7.0,5.32,https://www.designrush.com/agency/search-engine-optimization/hospitality,31.0,0.03,164.0,0.03,10600000.0,"[14,21,32,32,39,48,48,39,59,59,100,59]",2025-09-01,"Sitelinks, Image, Related searches","commercial, informational",Organic,0,false,true,04-10,agency,seo
seo companies near me,9,9,2400,64.0,23.74,https://www.designrush.com/agency/search-engine-optimization,31.0,0.03,735.0,0.03,226000000.0,"[36,24,43,28,43,54,28,28,36,36,43,54]",2025-09-06,"Local pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle",transactional,Organic,0,false,true,04-10,agency,seo
automotive seo agency,3,3,480,21.0,15.58,https://www.designrush.com/agency/search-engine-optimization/automotive,31.0,0.03,482.0,0.03,6050000.0,"[20,20,24,20,20,24,36,30,55,76,100,55]",2025-09-03,"Sitelinks, Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,seo
seo provider in india,6,6,1000,74.0,12.53,https://www.designrush.com/agency/search-engine-optimization/in,30.0,0.03,375.0,0.05,17400000.0,"[3,4,3,3,3,10,7,20,44,100,66,44]",2025-09-09,"Image pack, Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,seo
best usa seo company,1,1,480,36.0,22.57,https://www.designrush.com/agency/search-engine-optimization/us,29.0,0.03,654.0,0.09,55600000.0,"[67,55,13,20,8,16,13,100,100,0,3,1]",2025-09-02,"Sitelinks, Related searches, Discussions and forums, AI overview",commercial,AI overview,0,true,true,01-03,agency,seo
top seo company in uk,1,1,1600,36.0,14.18,https://www.designrush.com/agency/search-engine-optimization/uk,29.0,0.03,411.0,0.0,92100000.0,"[5,10,19,13,4,19,3,28,8,100,43,28]",2025-09-04,"Sitelinks, People also ask, Related searches, AI overview","commercial, informational",AI overview,0,true,true,01-03,agency,seo
