Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
survey companies,1,1,1900,57.0,10.11,https://www.designrush.com/agency/call-centers/surveys-companies,61.0,0.07,616.0,0.27,573000000.0,"[29,44,35,44,66,53,35,18,29,44,24,35]",2025-09-10,"Local pack, Image pack, Video, People also ask, Related searches",commercial,People also ask,0,true,true,01-03,other,other
timd,7,7,1900,16.0,2.04,https://www.designrush.com/agency/profile/timd-tim-digital,57.0,0.06,116.0,0.0,68.0,"[3,36,28,28,2,10,15,19,66,36,81,43]",2025-09-05,"Sitelinks, Related searches",informational,Organic,0,false,true,04-10,agency,other
creative marketing,6,6,1900,33.0,4.15,https://www.designrush.com/agency/creative-agencies/trends/what-is-creative-marketing,57.0,0.06,236.0,0.22,430000000.0,"[55,44,44,65,65,65,82,65,100,82,82,100]",2025-09-06,"Image pack, Sitelinks, Video, Related searches",informational,Organic,0,false,true,04-10,trends,other
ui/ux designer ai,11,11,2900,62.0,0.0,https://www.designrush.com/agency/ui-ux-design/trends/ui-ux-ai-agents,55.0,0.06,0.0,0.0,159000000.0,[100],2025-09-10,"Image pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,false,11-20,agency,other
business growth consultant,1,1,880,30.0,7.69,https://www.designrush.com/agency/business-consulting/trends/business-growth-consultant,53.0,0.06,407.0,0.1,218000000.0,"[45,55,67,67,55,67,55,67,100,76,76,100]",2025-09-03,"Local pack, Image pack, Sitelinks, Video Carousel, Related searches, AI overview","commercial, informational",AI overview,0,true,true,01-03,agency,other
survey company,3,3,2400,37.0,10.11,https://www.designrush.com/agency/call-centers/surveys-companies,52.0,0.06,525.0,0.27,563000000.0,"[43,54,29,54,100,36,54,81,54,54,36,29]",2025-09-05,"Local pack, Image pack, Video, Image, People also ask, Related searches",commercial,Organic,0,true,true,01-03,other,other
packaging design agencies,1,1,210,49.0,4.49,https://www.designrush.com/agency/package-design,52.0,0.06,233.0,0.1,64500000.0,"[28,35,28,43,43,43,43,43,66,66,82,100]",2025-08-26,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic,0,true,true,01-03,other,other
digitebrain,4,4,3600,32.0,0.0,https://www.designrush.com/agency/profile/digitebrain,50.0,0.05,0.0,0.0,68.0,"[19,66,54,16,54,0,36,29,29,66,36,36]",2025-09-05,"Knowledge panel, Image pack, Sitelinks, Video, Related searches",navigational,Organic,0,false,true,04-10,agency,other
iot development company,3,3,720,39.0,27.73,https://www.designrush.com/agency/iot-companies,46.0,0.05,1275.0,0.01,127000000.0,"[36,20,36,24,36,45,45,76,100,100,100,67]",2025-09-03,"Related searches, AI overview",informational,Organic,0,true,true,01-03,other,other
affiliate marketing agency,1,1,1300,32.0,5.74,https://www.designrush.com/agency/affiliate-marketing,45.0,0.05,258.0,0.29,150000000.0,"[100,68,68,68,52,52,52,52,84,68,68,68]",2025-09-08,"Local pack, Image pack, Video, Ads bottom, Related searches, Ads middle, AI overview",informational,AI overview,0,true,true,01-03,other,other
consulente seo,1,1,720,0.0,0.0,https://www.designrush.com/agency/profile/lorenzo-d-angelo-consulente-seo,43.0,0.04,0.0,0.0,1100000.0,"[25,31,37,31,31,37,31,31,37,46,52,52]",2025-08-29,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,AI overview,0,true,true,01-03,agency,other
boutique agency,2,2,320,6.0,4.29,https://www.designrush.com/agency/creative-agencies/trends/what-is-a-boutique-creative-agency,42.0,0.04,180.0,0.14,118000000.0,"[66,43,54,66,66,100,66,66,54,54,81,54]",2025-08-29,"Local pack, Image pack, Sitelinks, Video, Image, Related searches",informational,Organic,0,true,true,01-03,trends,other
mediorite,1,1,320,41.0,0.0,https://www.designrush.com/agency/profile/mediorite,42.0,0.04,0.0,0.0,33.0,"[16,20,16,20,10,2,13,4,13,20,20,5]",2025-08-18,"Knowledge panel, Image pack, Sitelinks, Video, Related searches",navigational,Image pack,0,true,true,01-03,agency,other
commencis logo,1,1,320,28.0,0.0,https://www.designrush.com/agency/profile/commencis,42.0,0.04,0.0,0.0,72.0,"[1,3,5,13,16,13,13,20,45,100,45,45]",2025-08-27,"Image pack, Sitelinks, Video, Twitter carousel, Related searches",navigational,Image pack,0,true,true,01-03,agency,other
brand activation,9,9,1900,33.0,11.24,https://www.designrush.com/agency/logo-branding/trends/brand-activation,41.0,0.04,460.0,0.19,122000000.0,"[44,44,55,65,65,65,65,55,100,82,100,100]",2025-09-06,"Knowledge panel, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,other
tudio,6,6,1300,24.0,0.65,https://www.designrush.com/agency/profile/tudio-systems,39.0,0.04,25.0,0.05,5370000.0,"[35,29,35,35,35,24,24,16,8,16,18,10]",2025-09-06,"Knowledge panel, Image pack, Video, Image, Related searches",informational,Organic,0,false,true,04-10,agency,other
business growth consultant,2,2,880,30.0,7.69,https://www.designrush.com/agency/business-consulting/trends/business-growth-consultant,38.0,0.04,292.0,0.1,218000000.0,"[45,55,67,67,55,67,55,67,100,76,76,100]",2025-09-03,"Local pack, Image pack, Sitelinks, Video Carousel, Related searches, AI overview","commercial, informational",Organic,0,true,true,01-03,agency,other
servicii seo,3,3,590,10.0,0.0,https://www.designrush.com/agency/profile/servicii-seo,38.0,0.04,0.0,0.05,1620000.0,"[54,36,100,100,100,81,100,66,100,100,54,100]",2025-08-29,"Knowledge panel, Image pack, Related searches","informational, transactional",Organic,0,true,true,01-03,agency,other
it provider,10,10,1900,42.0,19.71,https://www.designrush.com/agency/managed-service-providers,36.0,0.04,709.0,0.11,708000000.0,"[16,20,10,13,4,2,36,54,81,100,100,100]",2025-09-07,"Knowledge panel, Image pack, Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,other,other
bloxa us,10,10,1600,25.0,0.0,https://www.designrush.com/agency/profile/bloxa-studio,35.0,0.04,0.0,0.03,76.0,"[0,0,0,100,24,0,0,0,36,5,2,0]",2025-09-04,"Sitelinks, Related searches",informational,Organic,0,false,true,04-10,agency,other
branding ideas,1,1,590,37.0,1.51,https://www.designrush.com/agency/logo-branding/trends/creative-branding-ideas,35.0,0.04,52.0,0.21,1370000000.0,"[24,45,45,36,45,45,55,45,36,45,55,45]",2025-09-05,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview,0,true,true,01-03,agency,other
boutique creative agency,1,1,260,45.0,4.34,https://www.designrush.com/agency/logo-branding/boutique,34.0,0.03,147.0,0.28,24600000.0,"[43,35,53,53,53,66,66,100,100,100,100,66]",2025-09-05,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic,0,true,true,01-03,agency,other
helpside,10,10,5400,48.0,0.03,https://www.designrush.com/agency/profile/helpside,32.0,0.03,0.0,0.13,69.0,"[44,54,44,66,66,54,100,66,66,81,66,54]",2025-09-10,"Knowledge panel, Image pack, Sitelinks, Video, Related searches",navigational,Organic,0,false,true,04-10,agency,other
review zabi niazi,3,3,390,29.0,0.0,https://www.designrush.com/agency/profile/zabi-niazi,31.0,0.03,0.0,0.0,80.0,"[100,0,0,0,0,0,0,0]",2025-09-02,Knowledge panel,commercial,Organic,0,true,true,01-03,agency,other
net neutrality pros and cons,4,4,720,40.0,0.0,https://www.designrush.com/agency/business-consulting/trends/net-neutrality-pros-and-cons,31.0,0.03,0.0,0.02,1280000.0,"[11,16,30,30,30,7,82,16,20,24,16,13]",2025-08-30,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,other
spletnik,7,7,1000,25.0,0.0,https://www.designrush.com/agency/profile/spletnik,30.0,0.03,0.0,0.0,70.0,"[22,29,8,20,20,16,22,36,29,16,29,22]",2025-08-28,"Image pack, Video, Image, Related searches",navigational,Organic,0,false,true,04-10,agency,other
graphic design agency,11,11,4400,50.0,3.32,https://www.designrush.com/agency/graphic-design,30.0,0.03,99.0,0.14,354000000.0,"[43,43,54,66,66,66,66,54,81,81,100,81]",2025-09-08,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,false,11-20,other,other
chartered accountants calgary,4,4,1600,40.0,0.0,https://www.designrush.com/agency/accounting/ca/calgary,30.0,0.03,0.0,0.0,413000.0,"[0,0,2,1,0,1,0,0,0,100,0,0]",2025-09-07,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,false,true,04-10,other,other
avantix,1,1,110,43.0,0.0,https://www.designrush.com/agency/profile/avantix,29.0,0.03,0.0,0.08,72.0,"[66,52,52,66,52,52,66,66,66,52,52,66]",2025-09-02,"Knowledge panel, Image pack, Sitelinks, Video, Related searches",navigational,Image pack,0,true,true,01-03,agency,other
