Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
email marketing companies in india,2,2,50,10.0,11.21,https://www.designrush.com/agency/email-marketing/in,4.0,0.0,44.0,0.16,839000000.0,"[14,28,14,14,14,14,35,50,100,64,64,64]",2025-08-30,"Video, Related searches, AI overview",commercial,Organic,0,true,true,01-03,agency,email
email marketing agency in mumbai,1,1,70,2.0,0.0,https://www.designrush.com/agency/email-marketing/in/mumbai,4.0,0.0,0.0,0.0,13600000.0,"[0,9,19,9,0,9,33,23,42,80,100,52]",2025-08-24,"Local pack, Related searches",commercial,Organic,0,true,true,01-03,agency,email
email marketing in mumbai,2,2,50,0.0,0.0,https://www.designrush.com/agency/email-marketing/in/mumbai,4.0,0.0,0.0,0.0,124000000.0,"[18,27,45,27,27,27,27,36,45,100,63,63]",2025-08-28,"People also ask, Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,email
email marketing management services naperville,1,1,70,3.0,0.0,https://www.designrush.com/agency/email-marketing/illinois/naperville,4.0,0.0,0.0,0.0,396000.0,"[45,27,63,100,100,81,36,36,81,63,81,63]",2025-08-31,"Local pack, Image pack, Video, AI overview",commercial,AI overview,0,true,true,01-03,agency,email
email marketing company in mumbai,1,1,70,6.0,0.0,https://www.designrush.com/agency/email-marketing/in/mumbai,4.0,0.0,0.0,0.0,89600000.0,"[0,9,52,9,9,9,42,23,42,80,100,66]",2025-08-18,"Local pack, People also ask, Related searches",commercial,Organic,0,true,true,01-03,agency,email
top email marketing companies,4,4,110,42.0,22.82,https://www.designrush.com/agency/email-marketing,4.0,0.0,91.0,0.23,1440000000.0,"[34,42,19,42,26,100,19,15,34,42,80,42]",2025-08-27,"Sitelinks, Video, Related searches, AI overview",commercial,Organic,0,false,true,04-10,agency,email
ai for email marketing,10,10,590,48.0,18.42,https://www.designrush.com/agency/email-marketing/trends/email-marketing-ai-tools,4.0,0.0,73.0,0.34,1280000000.0,"[4,5,3,8,20,7,36,100,5,5,10,13]",2025-09-09,"Image pack, Video, Related searches, Discussions and forums, AI overview",commercial,Organic,0,false,true,04-10,agency,email
email marketing agency usa,3,3,70,44.0,13.42,https://www.designrush.com/agency/email-marketing/us,4.0,0.0,53.0,0.12,214000000.0,"[9,9,9,9,9,14,23,33,100,66,52,100]",2025-08-30,"Sitelinks, Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,email
email marketing company in bangalore,2,2,110,10.0,0.0,https://www.designrush.com/agency/email-marketing/in/bengaluru,4.0,0.0,0.0,0.05,49800000.0,"[7,42,34,19,42,53,42,34,53,80,100,65]",2025-08-20,"Local pack, Related searches",commercial,Organic,0,true,true,01-03,agency,email
email marketing in bangalore,2,2,70,12.0,0.0,https://www.designrush.com/agency/email-marketing/in/bengaluru,3.0,0.0,0.0,0.0,72600000.0,"[28,21,50,28,35,35,50,50,100,100,78,64]",2025-08-18,"Local pack, People also ask, Related searches",informational,Organic,0,true,true,01-03,agency,email
email marketing bureau,10,10,170,15.0,0.0,https://www.designrush.com/agency/email-marketing/wisconsin/milwaukee,3.0,0.0,0.0,0.0,169000000.0,"[18,11,15,15,15,15,66,28,44,54,44,35]",2025-09-06,"Sitelinks, Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,email
email marketing management agency,1,1,50,48.0,0.0,https://www.designrush.com/agency/email-marketing,3.0,0.0,0.0,0.05,1220000000.0,"[14,14,14,14,14,14,50,50,64,35,100,50]",2025-08-28,"Sitelinks, Video, Related searches, AI overview",commercial,AI overview,0,true,true,01-03,agency,email
email marketing price,1,1,110,37.0,10.62,https://www.designrush.com/agency/email-marketing/trends/email-marketing-cost,3.0,0.0,31.0,0.09,1350000000.0,"[17,7,17,2,53,28,23,17,28,53,35,28]",2025-09-09,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,AI overview,0,true,true,01-03,agency,email
email marketing agency india,2,2,30,28.0,11.21,https://www.designrush.com/agency/email-marketing/in,3.0,0.0,33.0,0.16,375000000.0,"[57,0,0,0,0,42,28,42,71,100,71,100]",2025-08-21,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,0,true,true,01-03,agency,email
email marketing price in mumbai,1,0,110,4.0,0.0,https://www.designrush.com/agency/email-marketing/trends/email-marketing-cost,3.0,0.0,0.0,0.0,142000000.0,"[78,100,64]",2025-09-11,"Image pack, Video, People also ask, AI overview",informational,People also ask,-1,true,true,01-03,agency,email
email marketing agency in bangalore,2,2,70,11.0,0.0,https://www.designrush.com/agency/email-marketing/in/bengaluru,3.0,0.0,0.0,0.0,9250000.0,"[17,17,5,11,5,11,29,17,41,100,100,64]",2025-08-28,"Local pack, Sitelinks, Related searches",commercial,Organic,0,true,true,01-03,agency,email
columbus email marketing company,2,2,40,2.0,0.0,https://www.designrush.com/agency/email-marketing/ohio/columbus,3.0,0.0,0.0,0.0,25400000.0,"[42,100,57,71,42]",2025-09-01,"Local pack, Image pack, Video, Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,email
charlotte email marketing company,2,2,40,0.0,0.0,https://www.designrush.com/agency/email-marketing/north-carolina/charlotte,3.0,0.0,0.0,0.0,59200000.0,"[28,0,14,0,14,100,100,57,100,100,71,100]",2025-08-18,"Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,email
email marketing company in india,2,2,40,4.0,11.21,https://www.designrush.com/agency/email-marketing/in,3.0,0.0,33.0,0.16,979000000.0,"[0,0,55,0,0,0,55,55,77,55,100,100]",2025-08-21,"Video, People also ask, Related searches, AI overview",informational,Organic,0,true,true,01-03,agency,email
email advertising cost,7,7,260,35.0,9.92,https://www.designrush.com/agency/email-marketing/trends/email-marketing-cost,3.0,0.0,29.0,0.17,803000000.0,"[26,14,9,14,14,39,21,14,100,26,17,9]",2025-08-26,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,email
e mail marketing agency,1,1,50,67.0,15.92,https://www.designrush.com/agency/email-marketing,3.0,0.0,47.0,0.17,711000000.0,"[0,36,36,45,63,45,100,36,63,45,27,18]",2025-08-14,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview,0,true,true,01-03,agency,email
email marketing price in hyderabad,2,0,140,0.0,0.0,https://www.designrush.com/agency/email-marketing/trends/email-marketing-cost,3.0,0.0,0.0,0.0,21400000.0,"[64,100,52]",2025-09-11,"People also ask, AI overview",informational,People also ask,-2,true,true,01-03,agency,email
how to create an email ad,1,1,110,50.0,2.13,https://www.designrush.com/agency/email-marketing/trends/email-marketing-cost,2.0,0.0,4.0,0.25,1630000000.0,"[0,100,0,0,0,0,1,7,10,10,10,5]",2025-09-09,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask,0,true,true,01-03,agency,email
email marketing uae,2,2,70,11.0,0.0,https://www.designrush.com/agency/email-marketing/ae/dubai,2.0,0.0,0.0,0.0,66000000.0,"[11,11,11,17,17,11,41,41,82,82,100,100]",2025-09-10,"Video, People also ask, Related searches",informational,Organic,0,true,true,01-03,agency,email
amazon agency cold calling email,15,15,480,6.0,0.0,https://www.designrush.com/agency/email-marketing/cold-email-agencies,2.0,0.0,0.0,0.0,19700000.0,"[100,0,0,0,0,0,0,0]",2025-08-28,"Sitelinks, Video",commercial,Organic,0,false,false,11-20,agency,email
email marketing price in kolkata,2,0,110,4.0,0.0,https://www.designrush.com/agency/email-marketing/trends/email-marketing-cost,2.0,0.0,0.0,0.0,17300000.0,"[78,100,64]",2025-09-11,"Video, People also ask, AI overview",navigational,People also ask,-2,true,true,01-03,agency,email
email marketing companies in usa,4,4,50,26.0,13.42,https://www.designrush.com/agency/email-marketing/us,2.0,0.0,26.0,0.12,602000000.0,"[14,14,14,14,14,14,14,14,100,78,78,78]",2025-08-30,"Sitelinks, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,email
email marketing companies in bangalore,2,2,50,3.0,0.0,https://www.designrush.com/agency/email-marketing/in/bengaluru,2.0,0.0,0.0,0.05,132000000.0,"[27,27,45,45,45,63,45,45,45,63,100,63]",2025-08-20,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic,0,true,true,01-03,agency,email
email marketing company in delhi,2,5,50,9.0,0.0,https://www.designrush.com/agency/email-marketing/in/delhi,2.0,0.0,0.0,0.0,82200000.0,"[9,9,9,4,9,9,14,9,23,66,100,52]",2025-09-12,"Local pack, Related searches",commercial,Organic,3,true,true,01-03,agency,email
cold email agency,13,13,260,20.0,11.66,https://www.designrush.com/agency/email-marketing/cold-email-agencies,2.0,0.0,23.0,0.5,180000000.0,"[35,43,53,66,66,66,53,53,82,53,100,82]",2025-08-15,"Sitelinks, Video, Related searches","commercial, informational",Organic,0,false,false,11-20,agency,email
oklahoma city email marketing services,1,1,40,0.0,0.0,https://www.designrush.com/agency/email-marketing/oklahoma,2.0,0.0,0.0,0.0,159000000.0,"[42,100,57,71,42]",2025-08-25,"Image pack, Image, Related searches, AI overview",informational,AI overview,0,true,true,01-03,agency,email
milwaukee email marketing company,1,1,40,1.0,0.0,https://www.designrush.com/agency/email-marketing/wisconsin/milwaukee,2.0,0.0,0.0,0.0,16900000.0,"[42,100,57,71,42]",2025-08-25,"Image pack, Video, Related searches, AI overview",informational,AI overview,0,true,true,01-03,agency,email
maryland email marketing service,1,1,40,0.0,0.0,https://www.designrush.com/agency/email-marketing/maryland,2.0,0.0,0.0,0.0,371000000.0,"[28,28,42,71,71,71,42,42,42,57,100,42]",2025-08-19,AI overview,informational,AI overview,0,true,true,01-03,agency,email
