Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service,priority
ppc co,9,9,210,22.0,32.98,https://www.designrush.com/agency/profile/ppc-co,5.0,0.0,164.0,0.11,22500000.0,"[100,72,48,7,5,9,4,1,1,1,1,5]",2025-09-01,"Image pack, Sitelinks, Video, Image, Related searches",navigational,Organic,0,false,true,04-10,agency,other,6925.799999999999
searcht,5,5,590,25.0,11.59,https://www.designrush.com/agency/profile/searcht,25.0,0.02,289.0,0.0,56.0,"[0,2,4,0,1,41,79,100,10,41,16,13]",2025-08-30,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic,0,false,true,04-10,agency,other,6838.1
netrush,7,7,590,36.0,11.42,https://www.designrush.com/agency/profile/netrush,3.0,0.0,34.0,0.06,55.0,"[45,36,45,55,36,36,76,45,55,45,36,30]",2025-09-07,"Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic,0,false,true,04-10,agency,other,6737.8
monk outsourcing,10,10,590,24.0,11.03,https://www.designrush.com/agency/profile/monk-outsourcing,3.0,0.0,33.0,0.1,87.0,"[0,0,0,2,3,0,0,0,0,0,100,0]",2025-09-03,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic,0,false,true,04-10,agency,other,6507.7
digital silk,4,4,1000,50.0,6.46,https://www.designrush.com/agency/profile/digital-silk,10.0,0.01,64.0,0.31,202000000.0,"[45,76,76,55,45,45,100,100,76,100,76,67]",2025-09-05,"Local pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle","commercial, navigational",Organic,0,false,true,04-10,agency,other,6460.0
jpa health,7,7,590,39.0,10.33,https://www.designrush.com/agency/profile/jpa-health,4.0,0.0,41.0,0.04,85.0,"[48,39,48,72,39,39,59,88,100,88,59,72]",2025-08-30,"Knowledge panel, Image pack, Sitelinks, Video, Related searches",navigational,Organic,0,false,true,04-10,agency,other,6094.7
simpson scarborough,5,5,590,27.0,10.28,https://www.designrush.com/agency/profile/simpsonscarborough,4.0,0.0,41.0,0.02,80.0,"[48,59,48,88,48,39,39,48,59,72,59,72]",2025-08-30,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic,0,false,true,04-10,agency,other,6065.2
cooth,9,9,2900,23.0,2.05,https://www.designrush.com/agency/profile/cooth,69.0,0.07,141.0,0.16,79.0,"[19,19,19,10,19,24,16,29,29,24,19,16]",2025-09-05,"Image pack, Sitelinks, Video, Related searches","informational, transactional",Organic,0,false,true,04-10,agency,other,5944.999999999999
product design and development,4,4,1000,41.0,5.56,https://www.designrush.com/agency/product-design/trends/product-design-development,24.0,0.02,133.0,0.2,1080000000.0,"[36,55,55,81,81,81,81,55,62,62,81,100]",2025-09-05,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic,0,false,true,04-10,agency,other,5560.0
indy web design,7,7,480,56.0,11.43,https://www.designrush.com/agency/profile/indy-web-design,3.0,0.0,34.0,0.04,4070000.0,"[32,39,48,39,39,39,59,100,48,39,17,14]",2025-09-02,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic,0,false,true,04-10,agency,other,5486.4
accounting firm new york ny,7,7,880,45.0,6.22,https://www.designrush.com/agency/accounting/new-york/new-york-city,19.0,0.02,118.0,0.42,241000000.0,"[45,67,36,55,24,67,13,100,100,100,67,67]",2025-09-03,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,5473.599999999999
siege media,5,5,720,33.0,7.58,https://www.designrush.com/agency/profile/siege-media,4.0,0.0,30.0,0.17,263000000.0,"[6,45,55,45,36,36,45,55,67,76,100,100]",2025-08-29,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic,0,false,true,04-10,agency,other,5457.6
