Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
seo company san diego ca,8,10,720,36.0,15.33,https://www.designrush.com/agency/search-engine-optimization/california/san-diego,13.0,0.01,199.0,0.04,4630000.0,"[36,45,36,45,45,55,30,55,100,67,55,36]",2025-09-11,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,2,false,true,04-10,agency,seo
multilingual seo company,3,5,320,5.0,0.0,https://www.designrush.com/agency/search-engine-optimization/multilingual,9.0,0.01,0.0,0.0,1960000.0,"[2,3,2,9,17,5,26,32,48,59,100,59]",2025-09-11,"Sitelinks, People also ask","commercial, informational",Organic,2,true,true,01-03,agency,seo
mckinney seo,3,5,50,1.0,0.0,https://www.designrush.com/agency/search-engine-optimization/texas/mckinney,4.0,0.0,0.0,0.0,1540000.0,"[4,3,7,4,5,3,7,4,10,7,10,7]",2025-09-11,"Image pack, Related searches",commercial,Organic,2,true,true,01-03,agency,seo
best seo company,27,29,6600,49.0,29.46,https://www.designrush.com/agency/search-engine-optimization/us,4.0,0.0,117.0,0.1,593000000.0,"[44,44,54,54,54,54,66,54,100,81,100,100]",2025-09-11,"Local pack, Sitelinks, Video, Video Carousel, Related searches, Discussions and forums",commercial,Organic,2,false,false,21-50,agency,seo
colorado springs search engine optimizer,22,24,2400,30.0,14.11,https://www.designrush.com/agency/search-engine-optimization/colorado/colorado-springs,3.0,0.0,42.0,0.0,1790000.0,"[12,12,8,29,4,23,2,35,81,1,3,100]",2025-09-12,"Related searches, AI overview",informational,Organic,2,false,false,21-50,agency,seo
seo marketing india,5,6,590,76.0,10.34,https://www.designrush.com/agency/search-engine-optimization/in,25.0,0.02,258.0,0.05,34100000.0,"[10,10,13,24,16,24,30,81,45,100,81,30]",2025-09-11,"Sitelinks, Video Carousel, People also ask, Related searches",commercial,Organic,1,false,true,04-10,agency,seo
seo marketing agency,16,17,5400,88.0,30.22,https://www.designrush.com/agency/search-engine-optimization,8.0,0.0,241.0,0.04,119000000.0,"[35,29,54,44,54,44,54,66,100,66,100,100]",2025-09-11,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,1,false,false,11-20,agency,seo
search engine positioning,9,10,5400,38.0,12.95,https://www.designrush.com/agency/search-engine-optimization/trends/search-engine-positioning,8.0,0.0,103.0,0.25,58000000.0,"[81,54,54,81,100,100,66,44,36,19,19,16]",2025-09-11,"Image pack, Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,Organic,1,false,true,04-10,agency,seo
seo company in israel,4,5,210,16.0,0.0,https://www.designrush.com/agency/search-engine-optimization/il,6.0,0.0,0.0,0.02,7780000.0,"[5,5,5,7,7,8,8,7,10,10,10,10]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,1,false,true,04-10,agency,seo
charleston seo expert,4,5,90,18.0,0.0,https://www.designrush.com/agency/search-engine-optimization/south-carolina/charleston,2.0,0.0,0.0,0.02,605000.0,"[14,14,23,52,9,9,80,23,52,52,80,66]",2025-09-11,"Local pack, Video, Related searches",commercial,Organic,1,false,true,04-10,agency,seo
top seo agency in india,5,6,90,62.0,11.34,https://www.designrush.com/agency/search-engine-optimization/in,2.0,0.0,22.0,0.06,64000000.0,"[6,6,6,6,6,34,21,21,100,53,34,34]",2025-09-11,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,1,false,true,04-10,agency,seo
