Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
digital agency cyprus,2,2,590,55.0,0.0,https://www.designrush.com/agency/digital-marketing/cy,25.0,0.02,0.0,0.0,13600000.0,"[1,2,2,5,5,5,13,52,37,52,100,84]",2025-09-03,"Local pack, Image pack, Related searches",commercial,Organic,0,true,true,01-03,other,digital_marketing
online advertising companies,8,8,1900,88.0,8.85,https://www.designrush.com/agency/digital-marketing,24.0,0.02,212.0,0.18,1710000000.0,"[20,16,20,5,29,65,54,54,54,100,100,54]",2025-09-08,"Image pack, Sitelinks, Video Carousel, People also ask, Related searches",commercial,Organic,0,false,true,04-10,other,digital_marketing
demand generation agency,1,1,720,23.0,19.63,https://www.designrush.com/agency/digital-marketing/trends/demand-generation-agency,24.0,0.02,471.0,0.08,173000000.0,"[30,36,45,55,36,20,67,55,76,100,100,100]",2025-09-04,"Image pack, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle, AI overview",informational,AI overview,0,true,true,01-03,trends,digital_marketing
digital marketing advertising agencies,8,8,1300,78.0,8.13,https://www.designrush.com/agency/digital-marketing,24.0,0.02,195.0,0.15,137000000.0,"[0,100,36,43,36,0,1,4,2,2,2,7]",2025-09-06,"Local pack, Sitelinks, Video Carousel, Related searches",commercial,Organic,0,false,true,04-10,other,digital_marketing
internet marketing companies,4,4,1300,62.0,20.37,https://www.designrush.com/agency/digital-marketing,24.0,0.02,488.0,0.08,1100000000.0,"[20,22,20,22,5,5,29,43,54,54,36,16]",2025-09-09,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,0,false,true,04-10,other,digital_marketing
online marketing firm,1,1,390,86.0,14.55,https://www.designrush.com/agency/digital-marketing,23.0,0.02,334.0,0.05,383000000.0,"[16,16,16,20,16,16,45,67,45,55,30,20]",2025-08-16,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,AI overview,0,true,true,01-03,other,digital_marketing
nft marketing,1,1,1000,30.0,6.09,https://www.designrush.com/agency/digital-marketing/nft-marketing,22.0,0.02,133.0,0.11,113000000.0,"[80,100,44,10,8,10,10,16,20,13,13,3]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,People also ask,0,true,true,01-03,other,digital_marketing
digital marketing agency near me,18,18,14800,90.0,7.99,https://www.designrush.com/agency/digital-marketing/texas,22.0,0.02,175.0,0.04,597000000.0,"[24,81,54,66,54,66,81,100,100,66,44,54]",2025-09-10,"Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Ads middle",transactional,Organic,0,false,false,11-20,geo,digital_marketing
top digital advertising agencies,5,5,880,43.0,8.77,https://www.designrush.com/agency/digital-marketing,21.0,0.02,184.0,0.17,166000000.0,"[16,7,7,30,100,41,24,30,41,30,66,24]",2025-08-29,"Local pack, Sitelinks, Video, Video Carousel, Related searches, See results about, Discussions and forums, AI overview","commercial, informational",Organic,0,false,true,04-10,other,digital_marketing
shopper marketing agency,3,3,260,9.0,6.41,https://www.designrush.com/agency/digital-marketing/shopper,21.0,0.02,134.0,0.23,10400000.0,"[54,29,54,43,43,43,43,43,81,66,81,100]",2025-09-05,"Local pack, Image pack, Sitelinks, Video, Related searches",informational,Organic,0,true,true,01-03,other,digital_marketing
digital media companies,1,1,590,20.0,4.2,https://www.designrush.com/agency/digital-marketing/digital-media-companies,20.0,0.02,84.0,0.3,1700000000.0,"[66,66,66,100,81,66,66,66,81,81,100,81]",2025-09-03,"Local pack, Image pack, Sitelinks, Video, Related searches, AI overview",informational,AI overview,0,true,true,01-03,other,digital_marketing
top digital marketing agencies,9,9,2900,36.0,8.77,https://www.designrush.com/agency/digital-marketing,20.0,0.02,175.0,0.17,172000000.0,"[66,53,44,35,44,66,29,44,100,81,53,53]",2025-09-07,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview","commercial, informational",Organic,0,false,true,04-10,other,digital_marketing
marketing digital portugal,1,1,140,8.0,0.0,https://www.designrush.com/agency/digital-marketing/pt,18.0,0.02,0.0,0.04,382000000.0,"[52,66,52,80,80,80,52,33,66,80,80,80]",2025-08-23,"Video, Related searches, AI overview",informational,Organic,0,true,true,01-03,other,digital_marketing
usa digital marketing agency,2,2,140,68.0,6.96,https://www.designrush.com/agency/digital-marketing/us,18.0,0.02,125.0,0.12,449000000.0,"[0,100,1,0,0,28,23,28,28,1,0,54]",2025-09-08,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,0,true,true,01-03,other,digital_marketing
web marketing companies,2,2,590,51.0,20.37,https://www.designrush.com/agency/digital-marketing,17.0,0.01,346.0,0.08,1660000000.0,"[13,20,16,16,13,25,20,37,46,31,100,20]",2025-09-09,"Sitelinks, People also ask, Related searches, AI overview",commercial,Organic,0,true,true,01-03,other,digital_marketing
digital marketing cost,2,2,210,24.0,5.16,https://www.designrush.com/agency/digital-marketing/trends/cost-of-digital-marketing,17.0,0.01,87.0,0.28,991000000.0,"[65,53,43,43,81,43,53,65,53,100,100,100]",2025-08-19,"Sitelinks, Video, Related searches, AI overview",informational,Organic,0,true,true,01-03,trends,digital_marketing
digital marketing companies in usa,2,2,210,49.0,9.32,https://www.designrush.com/agency/digital-marketing/us,17.0,0.01,158.0,0.25,356000000.0,"[28,28,23,44,54,66,8,35,28,54,44,44]",2025-09-07,"Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,Organic,0,true,true,01-03,other,digital_marketing
