Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
cyber security companies chicago,7,7,210,23.0,8.59,https://www.designrush.com/agency/cybersecurity/illinois/chicago,4.0,0.0,34.0,0.06,10500000.0,"[28,28,23,18,28,23,6,18,15,54,54,100]",2025-09-03,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity
stroz friedberg,5,5,590,26.0,6.79,https://www.designrush.com/agency/cybersecurity/digital-forensics,3.0,0.0,20.0,0.01,80.0,"[36,36,36,45,30,30,55,45,45,36,36,76]",2025-09-07,"Local pack, Image pack, Video, People also ask, Related searches, See results about",commercial,People also ask,0,false,true,04-10,other,cybersecurity
cyber security companies in florida,2,2,70,13.0,8.32,https://www.designrush.com/agency/cybersecurity/florida,3.0,0.0,24.0,0.39,7570000.0,"[29,52,29,29,11,64,64,64,41,52,41,23]",2025-09-08,"Local pack, Related searches",commercial,Organic,0,true,true,01-03,geo,cybersecurity
where do i find a digital forensics investigator,1,1,50,22.0,0.0,https://www.designrush.com/agency/cybersecurity/digital-forensics,3.0,0.0,0.0,0.0,15600000.0,"[21,21,21,21,35,21,21,28,100,64,28,14]",2025-08-30,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,AI overview,0,true,true,01-03,other,cybersecurity
digital forensic companies,3,3,170,19.0,6.95,https://www.designrush.com/agency/cybersecurity/digital-forensics,3.0,0.0,20.0,0.1,80200000.0,"[17,23,53,28,28,28,28,43,53,66,66,66]",2025-09-03,"Local pack, Sitelinks, People also ask, Related searches, AI overview",commercial,People also ask,0,true,true,01-03,other,cybersecurity
computer forensics company,3,3,90,49.0,8.17,https://www.designrush.com/agency/cybersecurity/digital-forensics,3.0,0.0,24.0,0.11,12300000.0,"[52,42,0,52,100,33,42,33,33,42,100,33]",2025-08-25,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,true,true,01-03,other,cybersecurity
cyber security companies dallas,2,2,70,15.0,10.7,https://www.designrush.com/agency/cybersecurity/texas/dallas,3.0,0.0,32.0,0.22,4110000.0,"[6,34,6,6,28,21,21,21,21,21,34,21]",2025-08-23,"Local pack, Image pack, Related searches",commercial,Organic,0,true,true,01-03,geo,cybersecurity
cyber security dallas texas,7,7,140,24.0,10.8,https://www.designrush.com/agency/cybersecurity/texas/dallas,3.0,0.0,32.0,0.03,6720000.0,"[53,80,42,65,34,65,53,53,19,80,19,100]",2025-09-08,"Local pack, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity
cyber security companies melbourne,2,2,70,11.0,0.0,https://www.designrush.com/agency/cybersecurity/au/melbourne,3.0,0.0,0.0,0.17,30700000.0,"[27,45,36,63,45,27,63,36,63,81,100,100]",2025-09-09,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,true,true,01-03,other,cybersecurity
computer forensic companies,3,3,110,23.0,8.17,https://www.designrush.com/agency/cybersecurity/digital-forensics,3.0,0.0,24.0,0.11,50200000.0,"[29,29,52,29,64,100,64,52,82,64,82,64]",2025-08-15,"Local pack, Sitelinks, Related searches, AI overview",commercial,Organic,0,true,true,01-03,other,cybersecurity
cyber security companies in hyderabad,1,1,40,7.0,0.0,https://www.designrush.com/agency/cybersecurity/in/hyderabad,3.0,0.0,0.0,0.5,26000000.0,"[18,18,45,18,18,18,45,36,45,63,36,36]",2025-08-21,"Local pack, Video, People also ask, Related searches",commercial,Organic,0,true,true,01-03,other,cybersecurity
cyber forensic companies,1,1,90,21.0,7.92,https://www.designrush.com/agency/cybersecurity/digital-forensics,3.0,0.0,23.0,0.08,16700000.0,"[17,29,17,11,17,41,52,52,100,82,100,100]",2025-08-17,"Local pack, Sitelinks, People also ask, Related searches, AI overview",commercial,AI overview,0,true,true,01-03,other,cybersecurity
cyber security companies in india,4,4,70,22.0,7.02,https://www.designrush.com/agency/cybersecurity/in,3.0,0.0,21.0,0.31,253000000.0,"[33,42,23,9,66,80,42,23,23,9,14,42]",2025-08-15,"Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,other,cybersecurity
arlington cybersecurity companies,3,3,30,3.0,0.0,https://www.designrush.com/agency/cybersecurity/virginia/arlington,2.0,0.0,0.0,0.0,6470000.0,"[0,11,11,33,77,100]",2025-09-04,"Knowledge panel, Image pack, People also ask, Related searches",informational,Organic,0,true,true,01-03,geo,cybersecurity
cyber security companies australia,2,2,90,29.0,0.0,https://www.designrush.com/agency/cybersecurity/au,2.0,0.0,0.0,0.05,222000000.0,"[11,17,11,11,11,11,64,82,64,82,100,100]",2025-08-16,"Local pack, Top stories, Sitelinks, People also ask, Related searches, AI overview",informational,Organic,0,true,true,01-03,other,cybersecurity
it security companies chicago,6,6,260,25.0,8.59,https://www.designrush.com/agency/cybersecurity/illinois/chicago,2.0,0.0,17.0,0.06,207000000.0,"[17,17,11,11,9,17,14,17,4,14,59,100]",2025-08-17,"Local pack, People also ask, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity
it security companies atlanta,6,6,110,15.0,9.39,https://www.designrush.com/agency/cybersecurity/georgia/atlanta,2.0,0.0,18.0,0.12,55700000.0,"[21,21,28,21,21,28,21,21,9,28,65,100]",2025-09-05,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity
cyber security companies in atlanta,8,8,110,14.0,9.39,https://www.designrush.com/agency/cybersecurity/georgia/atlanta,2.0,0.0,18.0,0.12,3690000.0,"[11,26,42,19,53,26,34,42,34,65,100,26]",2025-08-29,"Local pack, Image pack, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity
cybersecurity solutions in michigan,1,1,40,27.0,0.0,https://www.designrush.com/agency/cybersecurity/michigan,2.0,0.0,0.0,0.0,21900000.0,"[0,0,22,77,100]",2025-09-03,"Local pack, Related searches",commercial,Organic,0,true,true,01-03,geo,cybersecurity
cyber security monitoring companies in michigan,1,1,40,6.0,0.0,https://www.designrush.com/agency/cybersecurity/michigan,2.0,0.0,0.0,0.0,87100000.0,"[0,9,27,36,100]",2025-09-03,"Local pack, Sitelinks, Related searches",commercial,Organic,0,true,true,01-03,geo,cybersecurity
vancouver cybersecurity companies,2,2,50,7.0,0.0,https://www.designrush.com/agency/cybersecurity/ca/vancouver,2.0,0.0,0.0,0.0,2950000.0,"[0,0,0,0,0,0,3,19,15,34,26,100]",2025-09-01,"Local pack, Image pack, Related searches",commercial,Organic,0,true,true,01-03,other,cybersecurity
cyber forensics companies,1,1,70,20.0,7.92,https://www.designrush.com/agency/cybersecurity/digital-forensics,2.0,0.0,15.0,0.08,10900000.0,"[21,35,21,64,50,35,35,50,64,64,100,100]",2025-08-15,"Sitelinks, Related searches, AI overview",commercial,AI overview,0,true,true,01-03,other,cybersecurity
digital forensics firm,1,1,70,25.0,8.8,https://www.designrush.com/agency/cybersecurity/digital-forensics,2.0,0.0,17.0,0.3,2250000.0,"[21,14,14,78,0,64,64,35,64,78,100,78]",2025-08-27,"Local pack, Sitelinks, People also ask, Related searches, AI overview",informational,People also ask,0,true,true,01-03,other,cybersecurity
cyber security companies denver,6,6,110,36.0,11.94,https://www.designrush.com/agency/cybersecurity/colorado/denver,2.0,0.0,23.0,0.24,1030000.0,"[42,80,66,66,100,52,80,33,52,42,42,33]",2025-09-01,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity
computer forensic company,1,1,70,34.0,8.17,https://www.designrush.com/agency/cybersecurity/digital-forensics,2.0,0.0,16.0,0.11,50100000.0,"[36,27,81,45,36,63,81,81,100,100,100,81]",2025-08-25,"Local pack, Sitelinks, People also ask, Related searches",commercial,People also ask,0,true,true,01-03,other,cybersecurity
local cybersecurity companies,3,3,70,20.0,13.59,https://www.designrush.com/agency/cybersecurity/us,2.0,0.0,27.0,0.14,124000000.0,"[45,45,63,63,63,81,81,81,100,100,63,36]",2025-09-08,"Local pack, Image pack, Video, Ads top, Related searches",commercial,Organic,0,true,true,01-03,other,cybersecurity
cyber security companies in colorado,4,4,70,10.0,7.58,https://www.designrush.com/agency/cybersecurity/colorado,2.0,0.0,15.0,0.09,4660000.0,"[63,45,18,81,45,45,63,63,81,81,100,100]",2025-08-28,"Local pack, Image pack, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity
