Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service,priority
largest public relations firms new york,8,8,260,30.0,4.89,https://www.designrush.com/agency/public-relations/new-york,3.0,0.0,14.0,0.43,452000000.0,"[44,35,28,35,18,35,28,44,35,23,100,54]",2025-08-22,"Local pack, Sitelinks, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,pr,1271.3999999999999
top crisis communications firms,8,8,210,14.0,5.07,https://www.designrush.com/agency/public-relations/crisis-communications,5.0,0.0,25.0,0.13,43500000.0,"[34,21,28,43,53,65,81,53,81,81,100,81]",2025-08-18,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview","commercial, informational",Organic,0,false,true,04-10,agency,pr,1064.7
crisis management public relations firms,7,7,140,28.0,7.59,https://www.designrush.com/agency/public-relations/crisis-communications,2.0,0.0,15.0,0.22,24500000.0,"[19,26,34,53,34,42,65,42,53,100,80,34]",2025-08-27,"Local pack, Sitelinks, People also ask, Related searches",informational,Organic,0,false,true,04-10,agency,pr,1062.6
pr agencies toronto,7,7,170,50.0,5.96,https://www.designrush.com/agency/public-relations/ca/toronto,3.0,0.0,17.0,0.01,67200000.0,"[15,15,15,2,15,19,6,19,15,36,100,44]",2025-08-27,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,1013.2
pr companies san diego,6,6,260,25.0,3.65,https://www.designrush.com/agency/public-relations/california/san-diego,6.0,0.0,21.0,0.29,7420000.0,"[28,35,35,44,54,44,66,44,81,44,44,44]",2025-09-08,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,949.0
financial pr companies,5,5,90,10.0,10.3,https://www.designrush.com/agency/public-relations/financial-services,3.0,0.0,30.0,0.06,422000000.0,"[26,26,19,7,7,42,42,42,65,65,80,34]",2025-08-31,"Local pack, Image pack, Sitelinks, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,pr,927.0000000000001
financial communications firms,4,4,50,9.0,17.83,https://www.designrush.com/agency/public-relations/financial-services,2.0,0.0,35.0,0.24,181000000.0,"[23,29,41,52,23,41,41,29,41,41,23,17]",2025-08-27,"Image pack, Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,pr,891.4999999999999
crisis communication pr firms,9,9,90,22.0,9.6,https://www.designrush.com/agency/public-relations/crisis-communications,2.0,0.0,19.0,0.11,106000000.0,"[33,33,23,23,23,33,42,52,23,52,100,33]",2025-08-27,"Sitelinks, Video Carousel, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,864.0
top financial pr firms,4,4,70,10.0,12.22,https://www.designrush.com/agency/public-relations/financial-services,4.0,0.0,48.0,0.09,200000000.0,"[4,5,4,5,6,2,6,5,6,12,19,23]",2025-09-08,"Local pack, Image pack, Related searches","commercial, informational",Organic,0,false,true,04-10,agency,pr,855.4000000000001
public relations companies toronto,7,7,140,41.0,5.96,https://www.designrush.com/agency/public-relations/ca/toronto,3.0,0.0,17.0,0.01,18200000.0,"[28,28,28,5,28,28,53,23,35,28,82,100]",2025-08-31,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,834.4
pr firms toronto,6,6,140,50.0,5.96,https://www.designrush.com/agency/public-relations/ca/toronto,3.0,0.0,17.0,0.01,114000000.0,"[22,22,35,4,22,18,43,4,4,22,66,100]",2025-08-27,"Local pack, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,834.4
pr companies toronto,4,4,140,46.0,5.96,https://www.designrush.com/agency/public-relations/ca/toronto,4.0,0.0,23.0,0.01,274000000.0,"[28,28,28,5,28,28,53,23,35,53,100,35]",2025-08-27,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,834.4
top tech pr firms,7,7,70,13.0,11.82,https://www.designrush.com/agency/public-relations/tech-pr-agencies,1.0,0.0,11.0,0.19,169000000.0,"[35,35,14,35,28,28,50,50,78,78,64,64]",2025-08-31,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic,0,false,true,04-10,agency,pr,827.4
public relations agency sydney,5,5,110,32.0,7.08,https://www.designrush.com/agency/public-relations/au/sydney,2.0,0.0,14.0,0.06,9680000.0,"[64,64,64,52,41,23,64,82,100,100,100,100]",2025-08-24,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,778.8
pr firms houston,9,9,170,34.0,3.85,https://www.designrush.com/agency/public-relations/texas/houston,2.0,0.0,7.0,0.37,81200000.0,"[43,35,100,35,22,29,43,14,29,22,54,22]",2025-09-02,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,654.5
boutique public relations agency,4,4,110,52.0,5.91,https://www.designrush.com/agency/public-relations/boutique,3.0,0.0,17.0,0.22,5560000.0,"[33,33,33,42,33,23,66,52,66,80,100,66]",2025-09-06,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,650.1
pr rfp,6,6,110,9.0,5.69,https://www.designrush.com/agency/public-relations/trends/public-relations-rfp,3.0,0.0,17.0,0.13,14000000.0,"[28,28,23,28,17,35,35,66,28,28,28,23]",2025-09-05,"Image pack, Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic,0,false,true,04-10,agency,pr,625.9000000000001
public relations request for proposal,7,7,110,0.0,5.69,https://www.designrush.com/agency/public-relations/trends/public-relations-rfp,2.0,0.0,11.0,0.13,48900000.0,"[64,64,52,64,64,82,64,64,64,64,64,52]",2025-08-25,"Image pack, Video Carousel, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,pr,625.9000000000001
pr request for proposal,5,5,110,5.0,5.69,https://www.designrush.com/agency/public-relations/trends/public-relations-rfp,2.0,0.0,11.0,0.13,21100000.0,"[65,53,34,42,26,53,34,65,15,34,80,53]",2025-09-07,"Image pack, Video Carousel, People also ask, Related searches","commercial, informational",Organic,0,false,true,04-10,agency,pr,625.9000000000001
public relations companies san diego,4,4,170,20.0,3.65,https://www.designrush.com/agency/public-relations/california/san-diego,5.0,0.0,18.0,0.29,35200000.0,"[19,12,23,29,12,23,15,19,9,29,44,23]",2025-09-10,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,620.5
top crisis management firms,4,4,140,14.0,4.31,https://www.designrush.com/agency/public-relations/crisis-communications,6.0,0.0,25.0,0.2,95900000.0,"[52,42,42,80,66,80,80,66,80,100,66,100]",2025-08-29,"Image pack, Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic,0,false,true,04-10,agency,pr,603.4
conference event planner,4,4,170,38.0,3.46,https://www.designrush.com/agency/public-relations/event-management/trends/event-planner-cost,2.0,0.0,6.0,0.22,123000000.0,"[12,100,23,35,35,17,35,43,53,100,28,53]",2025-08-15,"Knowledge panel, Image pack, Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask,0,false,true,04-10,agency,pr,588.2
pr crisis firm,7,7,90,16.0,6.27,https://www.designrush.com/agency/public-relations/crisis-communications,2.0,0.0,12.0,0.38,179000000.0,"[29,41,41,41,41,41,41,41,82,64,64,41]",2025-09-05,"Image pack, Sitelinks, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,pr,564.3
pr companies in nj,8,8,140,53.0,3.58,https://www.designrush.com/agency/public-relations/new-jersey,2.0,0.0,7.0,0.23,74100000.0,"[66,66,52,52,42,66,66,52,33,42,80,80]",2025-09-09,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,501.2
boutique pr firms,4,4,110,49.0,4.5,https://www.designrush.com/agency/public-relations/boutique,2.0,0.0,9.0,0.17,26600000.0,"[52,41,64,64,64,64,100,64,100,82,82,64]",2025-08-15,"Local pack, Image pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic,0,false,true,04-10,agency,pr,495.0
boutique pr firms nyc,7,7,110,41.0,4.02,https://www.designrush.com/agency/public-relations/boutique/new-york,2.0,0.0,8.0,0.53,12400000.0,"[64,64,82,64,64,52,64,82,100,64,82,52]",2025-08-20,"Local pack, Sitelinks, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,pr,442.19999999999993
san diego pr,4,11,70,37.0,6.21,https://www.designrush.com/agency/public-relations/california/san-diego,2.0,0.0,12.0,0.12,89100000.0,"[50,50,35,50,50,50,64,100,35,78,78,35]",2025-09-11,"Local pack, Image pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic,7,false,true,04-10,agency,pr,434.7
public relations firms san diego,8,8,110,19.0,3.65,https://www.designrush.com/agency/public-relations/california/san-diego,2.0,0.0,7.0,0.29,4440000.0,"[15,12,12,12,12,19,15,9,12,44,23,9]",2025-09-08,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,401.5
event planner fees,7,7,210,28.0,1.87,https://www.designrush.com/agency/public-relations/event-management/trends/event-planner-cost,4.0,0.0,7.0,0.25,128000000.0,"[43,81,81,65,65,53,100,65,65,65,53,53]",2025-08-24,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic,0,false,true,04-10,agency,pr,392.70000000000005
how much does a party planner cost,4,4,320,27.0,1.07,https://www.designrush.com/agency/public-relations/event-management/trends/event-planner-cost,7.0,0.0,7.0,0.2,199000000.0,"[82,100,100,100,53,53,82,53,66,66,82,66]",2025-09-01,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,pr,342.40000000000003
event planner cost,9,9,140,28.0,2.3,https://www.designrush.com/agency/public-relations/event-management/trends/event-planner-cost,1.0,0.0,2.0,0.27,181000000.0,"[26,53,53,42,65,53,42,42,53,53,42,42]",2025-09-06,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,pr,322.0
pr firms in cleveland,5,5,90,10.0,3.29,https://www.designrush.com/agency/public-relations/ohio/cleveland,2.0,0.0,6.0,0.25,7710000.0,"[33,33,52,33,52,23,66,100,52,42,23,33]",2025-09-09,"Local pack, Image pack, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,296.1
event planner charges,5,5,140,20.0,1.87,https://www.designrush.com/agency/public-relations/event-management/trends/event-planner-cost,3.0,0.0,5.0,0.25,55800000.0,"[34,28,28,65,21,34,34,53,53,81,81,53]",2025-08-16,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,pr,261.8
event management fees,4,4,140,10.0,1.87,https://www.designrush.com/agency/public-relations/event-management/trends/event-planner-cost,4.0,0.0,7.0,0.25,664000000.0,"[42,34,34,80,26,42,42,65,65,65,65,26]",2025-08-25,"Image pack, Video, People also ask, Related searches",informational,Organic,0,false,true,04-10,agency,pr,261.8
public relations firms in cleveland ohio,5,5,70,11.0,3.29,https://www.designrush.com/agency/public-relations/ohio/cleveland,1.0,0.0,3.0,0.25,11800000.0,"[41,41,41,29,41,29,52,100,52,41,41,41]",2025-09-04,"Local pack, Image pack, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,230.3
how much do event coordinators charge,4,4,210,28.0,1.07,https://www.designrush.com/agency/public-relations/event-management/trends/event-planner-cost,6.0,0.0,6.0,0.2,458000000.0,"[54,43,35,43,22,35,29,43,10,22,66,66]",2025-08-23,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic,0,false,true,04-10,agency,pr,224.70000000000002
public relations firms indianapolis,4,4,70,15.0,3.07,https://www.designrush.com/agency/public-relations/indiana/indianapolis,2.0,0.0,6.0,0.15,1670000.0,"[63,63,45,81,45,63,63,45,100,100,63,100]",2025-09-09,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,pr,214.89999999999998
