Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service,priority
top digital marketing agency,4,4,2400,50.0,8.77,https://www.designrush.com/agency/digital-marketing,52.0,0.06,456.0,0.17,707000000.0,"[29,29,29,36,29,54,81,43,100,81,81,81]",2025-09-08,"Local pack, Image pack, Sitelinks, Video, Ads bottom, Related searches, Discussions and forums, Ads middle",commercial,Organic,0,false,true,04-10,other,digital_marketing,21048.0
top digital marketing companies,7,7,2400,42.0,8.77,https://www.designrush.com/agency/digital-marketing,31.0,0.03,271.0,0.17,557000000.0,"[53,35,29,29,29,53,100,29,81,66,44,44]",2025-09-07,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, See results about, Ads middle, AI overview",commercial,Organic,0,false,true,04-10,other,digital_marketing,21048.0
digital advertising companies,8,5,1300,58.0,14.28,https://www.designrush.com/agency/digital-marketing,6.0,0.0,85.0,0.15,1720000000.0,"[41,41,54,54,41,36,41,54,66,54,54,66]",2025-09-11,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,-3,false,true,04-10,other,digital_marketing,18564.0
online advertising companies,8,8,1900,88.0,8.85,https://www.designrush.com/agency/digital-marketing,24.0,0.02,212.0,0.18,1710000000.0,"[20,16,20,5,29,65,54,54,54,100,100,54]",2025-09-08,"Image pack, Sitelinks, Video Carousel, People also ask, Related searches",commercial,Organic,0,false,true,04-10,other,digital_marketing,16815.0
digital ad agency,4,4,1300,91.0,12.25,https://www.designrush.com/agency/digital-marketing,3.0,0.0,36.0,0.17,635000000.0,"[30,30,30,36,30,36,54,100,66,79,100,41]",2025-09-10,"Local pack, Image pack, Sitelinks, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,other,digital_marketing,15925.0
mobile app marketing companies,6,6,170,20.0,81.0,https://www.designrush.com/agency/digital-marketing/app-marketing,5.0,0.0,405.0,0.16,487000000.0,"[34,21,100,53,21,100,34,34,43,43,100,81]",2025-09-01,"Sitelinks, Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,other,digital_marketing,13770.0
app marketing companies,6,6,170,32.0,81.0,https://www.designrush.com/agency/digital-marketing/app-marketing,5.0,0.0,405.0,0.16,1220000000.0,"[17,17,17,23,23,82,28,43,43,43,82,82]",2025-08-26,"Sitelinks, Video Carousel, Related searches, AI overview",commercial,Organic,0,false,true,04-10,other,digital_marketing,13770.0
mobile app marketing agency,10,10,480,37.0,27.69,https://www.designrush.com/agency/digital-marketing/app-marketing,2.0,0.0,55.0,0.2,514000000.0,"[20,16,16,20,55,100,45,30,24,30,45,45]",2025-09-02,"Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,Organic,0,false,true,04-10,other,digital_marketing,13291.2
digital marketing agencies near me,10,10,1600,49.0,7.99,https://www.designrush.com/agency/digital-marketing/georgia/atlanta,14.0,0.01,111.0,0.04,405000000.0,"[36,16,20,36,43,29,29,36,43,43,43,43]",2025-09-08,"Local pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle",transactional,Organic,0,false,true,04-10,geo,digital_marketing,12784.0
app marketing company,9,9,260,44.0,47.41,https://www.designrush.com/agency/digital-marketing/app-marketing,5.0,0.0,237.0,0.22,2130000000.0,"[28,35,43,53,66,66,53,35,100,82,100,53]",2025-08-20,"Knowledge panel, Local pack, Sitelinks, Video Carousel, Related searches, AI overview",informational,Organic,0,false,true,04-10,other,digital_marketing,12326.599999999999
digital advertising agencies,6,6,1000,69.0,10.63,https://www.designrush.com/agency/digital-marketing,9.0,0.01,95.0,0.09,261000000.0,"[24,24,30,36,30,24,54,54,100,54,54,41]",2025-09-10,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,0,false,true,04-10,other,digital_marketing,10630.0
digital marketing advertising agencies,8,8,1300,78.0,8.13,https://www.designrush.com/agency/digital-marketing,24.0,0.02,195.0,0.15,137000000.0,"[0,100,36,43,36,0,1,4,2,2,2,7]",2025-09-06,"Local pack, Sitelinks, Video Carousel, Related searches",commercial,Organic,0,false,true,04-10,other,digital_marketing,10569.000000000002
top online marketing companies,5,5,590,44.0,17.5,https://www.designrush.com/agency/digital-marketing,12.0,0.01,210.0,0.06,1250000000.0,"[55,45,30,45,45,45,45,24,45,55,45,30]",2025-09-10,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic,0,false,true,04-10,other,digital_marketing,10325.0
lead generation marketing agency,8,8,590,33.0,17.27,https://www.designrush.com/agency/digital-marketing/lead-generation,5.0,0.0,86.0,0.08,123000000.0,"[30,16,13,36,36,45,55,36,67,67,100,100]",2025-09-02,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic,0,false,true,04-10,other,digital_marketing,10189.3
marketing agency online,10,10,720,93.0,12.98,https://www.designrush.com/agency/digital-marketing,6.0,0.0,77.0,0.1,858000000.0,"[8,8,16,55,100,34,13,16,20,7,16,5]",2025-09-01,"Local pack, Sitelinks, Video, Related searches",informational,Organic,0,false,true,04-10,other,digital_marketing,9345.6
internet advertising companies,5,5,1000,98.0,8.85,https://www.designrush.com/agency/digital-marketing,3.0,0.0,26.0,0.18,1740000000.0,"[2,4,4,5,30,79,8,66,66,100,79,30]",2025-09-10,"Local pack, Image pack, Sitelinks, Video Carousel, People also ask, Related searches",commercial,Organic,0,false,true,04-10,other,digital_marketing,8850.0
local digital marketing,6,6,880,29.0,9.12,https://www.designrush.com/agency/digital-marketing/trends/local-online-marketing,7.0,0.0,63.0,0.11,1120000000.0,"[24,30,45,55,45,45,55,45,55,55,81,81]",2025-08-28,"Local pack, Video Carousel, People also ask, Related searches",commercial,Organic,0,false,true,04-10,trends,digital_marketing,8025.599999999999
top digital advertising agencies,5,5,880,43.0,8.77,https://www.designrush.com/agency/digital-marketing,21.0,0.02,184.0,0.17,166000000.0,"[16,7,7,30,100,41,24,30,41,30,66,24]",2025-08-29,"Local pack, Sitelinks, Video, Video Carousel, Related searches, See results about, Discussions and forums, AI overview","commercial, informational",Organic,0,false,true,04-10,other,digital_marketing,7717.599999999999
top digital ad agencies,6,6,880,44.0,8.77,https://www.designrush.com/agency/digital-marketing,16.0,0.01,140.0,0.17,400000000.0,"[41,5,100,16,13,41,24,66,30,30,41,36]",2025-09-03,"Sitelinks, Video, Video Carousel, People also ask, Related searches, See results about, Discussions and forums, AI overview","commercial, informational",Organic,0,false,true,04-10,other,digital_marketing,7717.599999999999
digital ad agencies,4,4,720,71.0,10.63,https://www.designrush.com/agency/digital-marketing,17.0,0.01,180.0,0.09,267000000.0,"[37,16,31,25,20,20,25,84,100,37,46,37]",2025-08-29,"Local pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic,0,false,true,04-10,other,digital_marketing,7653.6
marketing analytics agency,9,9,590,21.0,12.92,https://www.designrush.com/agency/digital-marketing/analytics,7.0,0.0,90.0,0.08,230000000.0,"[26,32,39,59,59,59,72,59,88,88,88,100]",2025-09-02,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,other,digital_marketing,7622.8
dental digital marketing agency,10,10,260,64.0,28.98,https://www.designrush.com/agency/digital-marketing/dental,2.0,0.0,57.0,0.1,20700000.0,"[18,23,28,35,28,44,44,44,66,81,100,81]",2025-08-31,"Local pack, Sitelinks, Video Carousel, Related searches",commercial,Organic,0,false,true,04-10,other,digital_marketing,7534.8
digital advertising company,5,11,480,87.0,14.28,https://www.designrush.com/agency/digital-marketing,6.0,0.0,85.0,0.15,2570000000.0,"[44,54,54,54,54,54,67,81,67,81,10,54]",2025-09-11,"Local pack, Sitelinks, Ads top, Video Carousel, People also ask, Related searches",commercial,Organic,6,false,true,04-10,other,digital_marketing,6854.4
digital ad companies,4,4,480,55.0,14.28,https://www.designrush.com/agency/digital-marketing,9.0,0.01,128.0,0.15,1120000000.0,"[17,59,72,59,11,17,72,39,48,48,39,32]",2025-09-03,"Local pack, Image pack, Sitelinks, Video Carousel, People also ask, Related searches",commercial,Organic,0,false,true,04-10,other,digital_marketing,6854.4
app marketing services,7,7,320,25.0,20.63,https://www.designrush.com/agency/digital-marketing/app-marketing,7.0,0.0,144.0,0.04,1830000000.0,"[18,28,23,35,23,35,54,66,100,100,66,66]",2025-09-06,"Sitelinks, Image, Related searches, AI overview",commercial,Organic,0,false,true,04-10,other,digital_marketing,6601.599999999999
manufacturing digital marketing,4,4,260,9.0,25.33,https://www.designrush.com/agency/digital-marketing/trends/digital-marketing-for-manufacturers,6.0,0.0,151.0,0.05,381000000.0,"[7,12,7,82,100,100,82,53,100,82,66,66]",2025-08-15,"Video Carousel, Related searches, AI overview",informational,Organic,0,false,true,04-10,trends,digital_marketing,6585.799999999999
marketing agency tools,5,5,390,25.0,16.77,https://www.designrush.com/agency/digital-marketing/trends/marketing-agency-tools,17.0,0.01,285.0,0.03,405000000.0,"[44,28,3,100,81,100,81,44,66,100,100,66]",2025-08-29,"Image pack, Sitelinks, Video, Related searches",,Organic,0,false,true,04-10,trends,digital_marketing,6540.3
nft marketing,4,4,1000,30.0,6.09,https://www.designrush.com/agency/digital-marketing/nft-marketing,7.0,0.0,42.0,0.11,113000000.0,"[80,100,44,10,8,10,10,16,20,13,13,3]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic,0,false,true,04-10,other,digital_marketing,6090.0
marketing digital agency,10,10,590,93.0,10.1,https://www.designrush.com/agency/digital-marketing,5.0,0.0,50.0,0.06,515000000.0,"[45,45,55,76,76,10,67,24,67,16,16,76]",2025-09-03,"Local pack, Sitelinks, Video Carousel, Related searches",commercial,Organic,0,false,true,04-10,other,digital_marketing,5959.0
online advertising agencies,4,4,320,79.0,18.37,https://www.designrush.com/agency/digital-marketing,14.0,0.01,257.0,0.09,329000000.0,"[2,21,32,4,4,32,21,59,100,59,21,9]",2025-08-29,"Image pack, Sitelinks, Video Carousel, Related searches, AI overview",informational,Organic,0,false,true,04-10,other,digital_marketing,5878.400000000001
app advertising agency,6,6,210,41.0,27.69,https://www.designrush.com/agency/digital-marketing/app-marketing,6.0,0.0,166.0,0.2,445000000.0,"[21,14,11,14,26,100,9,11,11,11,14,7]",2025-09-01,"Knowledge panel, Local pack, Sitelinks, Ads bottom, Related searches, Ads middle, AI overview",informational,Organic,0,false,true,04-10,other,digital_marketing,5814.900000000001
marketing agency mobile apps,10,10,210,39.0,27.69,https://www.designrush.com/agency/digital-marketing/app-marketing,3.0,0.0,83.0,0.2,62700000.0,"[16,10,16,6,20,100,2,2,3,3,0,0]",2025-08-22,"Carousel, Sitelinks, Video Carousel, Related searches",informational,Organic,0,false,true,04-10,other,digital_marketing,5814.900000000001
online marketing firm,8,8,390,86.0,14.55,https://www.designrush.com/agency/digital-marketing,3.0,0.0,43.0,0.05,383000000.0,"[16,16,16,20,16,16,45,67,45,55,30,20]",2025-08-16,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic,0,false,true,04-10,other,digital_marketing,5674.5
mobile app marketing services,10,10,260,17.0,20.63,https://www.designrush.com/agency/digital-marketing/app-marketing/california,4.0,0.0,82.0,0.04,1140000000.0,"[23,18,18,44,15,18,54,44,66,100,66,54]",2025-09-04,"Sitelinks, Image, Related searches, AI overview","commercial, informational",Organic,0,false,true,04-10,other,digital_marketing,5363.8
best app marketing agencies,5,5,70,20.0,74.63,https://www.designrush.com/agency/digital-marketing/app-marketing,2.0,0.0,149.0,0.11,132000000.0,"[5,5,5,5,5,5,5,10,17,28,17,100]",2025-08-30,"Sitelinks, Video, Ads bottom, Related searches, Discussions and forums, Ads middle, AI overview",commercial,Organic,0,false,true,04-10,other,digital_marketing,5224.099999999999
top rated internet marketing companies,5,5,140,36.0,35.85,https://www.designrush.com/agency/digital-marketing,4.0,0.0,143.0,0.06,2990000000.0,"[65,28,34,43,43,34,65,15,21,15,100,28]",2025-09-04,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic,0,false,true,04-10,other,digital_marketing,5019.0
online marketing co,5,5,320,61.0,15.12,https://www.designrush.com/agency/digital-marketing,7.0,0.0,105.0,0.16,2900000000.0,"[13,20,6,8,10,13,6,6,100,16,10,10]",2025-08-17,"Sitelinks, Video, People also ask, Related searches",,Organic,0,false,true,04-10,other,digital_marketing,4838.4
app marketing agencies,7,7,170,40.0,27.69,https://www.designrush.com/agency/digital-marketing/app-marketing,5.0,0.0,138.0,0.2,229000000.0,"[7,17,82,35,12,100,53,28,12,23,53,43]",2025-08-23,"Knowledge panel, Sitelinks, Video, Ads top, Ads bottom, Related searches",informational,Organic,0,false,true,04-10,other,digital_marketing,4707.3
best b2b lead generation companies,10,10,210,31.0,21.73,https://www.designrush.com/agency/digital-marketing/b2b-lead-generation-agencies,3.0,0.0,65.0,0.15,44800000.0,"[4,5,3,11,8,7,7,8,20,13,20,16]",2025-08-23,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic,0,false,true,04-10,other,digital_marketing,4563.3
top internet advertising companies,4,4,260,36.0,17.5,https://www.designrush.com/agency/digital-marketing,16.0,0.01,280.0,0.06,1640000000.0,"[14,14,9,39,14,39,39,32,26,59,26,17]",2025-08-22,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums","commercial, informational",Organic,0,false,true,04-10,other,digital_marketing,4550.0
