Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service,priority
web design company in houston texas,10,10,1600,60.0,15.3,https://www.designrush.com/agency/website-design-development/texas/houston,14.0,0.01,214.0,0.04,29100000.0,"[19,19,19,19,19,28,19,10,8,100,2,4]",2025-09-07,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,24480.0
website design houston,8,8,1600,63.0,15.3,https://www.designrush.com/agency/website-design-development/texas/houston,30.0,0.03,459.0,0.04,202000000.0,"[5,7,7,66,8,13,66,66,100,66,66,27]",2025-09-07,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,24480.0
web design agency near me,9,9,2400,62.0,9.76,https://www.designrush.com/agency/website-design-development/new-york/new-york-city,12.0,0.01,117.0,0.07,905000000.0,"[29,81,29,36,36,36,43,100,81,36,54,54]",2025-09-08,"Local pack, Video, Ads top, Ads bottom, People also ask, Related searches, Ads middle",transactional,Organic,0,false,true,04-10,agency,web_design,23424.0
website agency,9,9,2400,80.0,9.6,https://www.designrush.com/agency/website-design-development,31.0,0.03,297.0,0.19,1140000000.0,"[52,52,66,66,80,66,66,66,80,80,80,100]",2025-09-07,"Local pack, Image pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_design,23040.0
web and design services,10,10,1600,75.0,12.52,https://www.designrush.com/agency/website-design-development,11.0,0.01,137.0,0.05,4400000000.0,"[16,10,8,10,8,23,16,44,100,0,0,0]",2025-09-06,"Local pack, Sitelinks, Related searches, AI overview","commercial, informational",Organic,0,false,true,04-10,agency,web_design,20032.0
houston web page design,4,4,1300,60.0,15.3,https://www.designrush.com/agency/website-design-development/texas/houston,84.0,0.09,1285.0,0.04,85500000.0,"[5,2,3,2,2,3,4,7,1,100,43,43]",2025-09-07,"Local pack, Image pack, Sitelinks, Related searches, Discussions and forums",commercial,Organic,0,false,true,04-10,agency,web_design,19890.0
web design and development agency,5,5,1300,76.0,14.74,https://www.designrush.com/agency/website-design-development,31.0,0.03,456.0,0.01,488000000.0,"[30,30,30,41,30,36,41,41,66,79,79,100]",2025-09-10,"Local pack, Sitelinks, Video, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_design,19162.0
website developers for small business,5,5,1300,43.0,14.53,https://www.designrush.com/agency/website-design-development/small-business,31.0,0.03,450.0,0.11,527000000.0,"[66,36,54,20,41,41,79,79,66,30,100,41]",2025-09-05,"Sitelinks, Video, People also ask, Related searches",,Organic,0,false,true,04-10,agency,web_design,18889.0
b2b website design agency,9,9,590,29.0,31.21,https://www.designrush.com/agency/website-design-development/b2b,14.0,0.01,436.0,0.1,87200000.0,"[24,30,24,30,36,30,36,36,55,55,76,100]",2025-09-02,"Image pack, Sitelinks, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_design,18413.9
website designing company,5,5,1300,91.0,13.84,https://www.designrush.com/agency/website-design-development,31.0,0.03,429.0,0.09,3810000000.0,"[30,54,41,7,54,41,79,66,79,54,79,20]",2025-09-06,"Local pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_design,17992.0
web design agencies,5,5,1900,68.0,9.43,https://www.designrush.com/agency/website-design-development,45.0,0.05,424.0,0.11,360000000.0,"[55,55,65,65,55,65,65,82,100,82,82,82]",2025-09-05,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic,0,false,true,04-10,agency,web_design,17917.0
b2b website design,7,7,880,25.0,19.8,https://www.designrush.com/agency/website-design-development/b2b,26.0,0.03,514.0,0.14,269000000.0,"[30,30,55,67,55,55,55,45,100,76,100,100]",2025-09-09,"Image pack, Sitelinks, Video, Ads bottom, Related searches, Discussions and forums, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_design,17424.0
web design services for small business,7,7,1300,43.0,12.75,https://www.designrush.com/agency/website-design-development/small-business,31.0,0.03,395.0,0.04,437000000.0,"[24,24,41,41,41,41,54,66,100,54,54,79]",2025-09-07,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic,0,false,true,04-10,agency,web_design,16575.0
houston web design,7,7,1000,60.0,15.3,https://www.designrush.com/agency/website-design-development/texas/houston,22.0,0.02,336.0,0.04,373000000.0,"[100,79,30,79,20,20,20,20,66,30,30,79]",2025-09-05,"Local pack, Image pack, Sitelinks, Related searches, Discussions and forums",commercial,Organic,0,false,true,04-10,agency,web_design,15300.0
atlanta web design,8,9,1300,69.0,10.65,https://www.designrush.com/agency/website-design-development/georgia/atlanta,16.0,0.01,170.0,0.05,106000000.0,"[36,30,30,41,41,30,41,66,66,66,66,100]",2025-09-11,"Local pack, Sitelinks, Related searches, AI overview",commercial,Organic,1,false,true,04-10,agency,web_design,13845.0
web page designers for small business,9,9,720,50.0,19.03,https://www.designrush.com/agency/website-design-development/small-business,3.0,0.0,57.0,0.37,1350000000.0,"[67,55,36,20,67,67,55,76,100,76,55,30]",2025-08-31,"Local pack, Sitelinks, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic,0,false,true,04-10,agency,web_design,13701.6
web design dallas,8,8,1600,56.0,8.44,https://www.designrush.com/agency/website-design-development/texas/dallas,30.0,0.03,253.0,0.07,319000000.0,"[44,34,55,55,65,34,100,44,100,55,34,30]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,13504.0
website design & development company,10,10,880,84.0,14.74,https://www.designrush.com/agency/website-design-development,7.0,0.0,103.0,0.01,1880000000.0,"[30,45,36,45,45,45,62,81,100,81,81,62]",2025-09-10,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,12971.2
professional web design company,5,5,880,92.0,14.15,https://www.designrush.com/agency/website-design-development,21.0,0.02,297.0,0.02,924000000.0,"[25,16,11,13,52,25,68,84,100,100,46,16]",2025-09-04,"Local pack, Sitelinks, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_design,12452.0
web design business,8,8,1000,46.0,11.77,https://www.designrush.com/agency/website-design-development,3.0,0.0,35.0,0.14,1560000000.0,"[81,62,45,36,45,36,30,62,81,81,62,62]",2025-09-07,"Knowledge panel, Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic,0,false,true,04-10,agency,web_design,11770.0
top web design company websites,4,4,1000,46.0,11.09,https://www.designrush.com/agency/website-design-development,44.0,0.05,487.0,0.07,1870000000.0,"[24,24,13,13,7,13,5,44,44,100,65,55]",2025-09-07,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic,0,false,true,04-10,agency,web_design,11090.0
web design houston tx,9,9,720,60.0,15.3,https://www.designrush.com/agency/website-design-development/texas/houston,9.0,0.01,137.0,0.04,33800000.0,"[44,44,8,11,34,100,20,7,5,7,2,30]",2025-09-10,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,11016.0
website design and seo company,9,9,590,84.0,18.0,https://www.designrush.com/agency/website-design-development,2.0,0.0,36.0,0.02,117000000.0,"[8,36,20,10,10,30,10,81,36,100,81,55]",2025-09-02,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,10620.0
website design and development agency,5,5,720,76.0,14.74,https://www.designrush.com/agency/website-design-development,17.0,0.01,250.0,0.01,305000000.0,"[20,16,16,16,16,20,31,37,52,31,84,100]",2025-08-30,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,10612.8
b2b web design,6,6,590,29.0,17.91,https://www.designrush.com/agency/website-design-development/b2b,20.0,0.02,358.0,0.07,306000000.0,"[44,36,66,81,54,81,66,44,100,100,100,100]",2025-08-28,"Image pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic,0,false,true,04-10,agency,web_design,10566.9
web design new york,8,8,1300,50.0,8.1,https://www.designrush.com/agency/website-design-development/new-york/new-york-city,24.0,0.02,194.0,0.06,1410000000.0,"[20,11,55,30,24,44,30,82,100,34,44,82]",2025-09-10,"Local pack, Image pack, Sitelinks, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_design,10530.0
top rated website design,10,10,2900,41.0,3.57,https://www.designrush.com/agency/website-design-development,63.0,0.07,224.0,0.3,4540000000.0,"[3,2,1,2,3,10,2,54,100,100,29,36]",2025-09-09,"Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,10353.0
web site design agency,7,7,1000,87.0,9.43,https://www.designrush.com/agency/website-design-development,22.0,0.02,207.0,0.11,1050000000.0,"[13,20,20,13,16,13,30,100,79,54,66,54]",2025-09-04,"Local pack, Sitelinks, Ads top, Ads bottom, Video Carousel, Related searches, Discussions and forums, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_design,9430.0
las vegas web design company,8,8,260,50.0,35.19,https://www.designrush.com/agency/website-design-development/nevada/las-vegas,4.0,0.0,140.0,0.01,38900000.0,"[4,7,7,5,10,7,8,4,7,5,7,3]",2025-08-25,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,9149.4
small business web designer,6,6,480,47.0,19.03,https://www.designrush.com/agency/website-design-development/small-business,11.0,0.01,209.0,0.37,1330000000.0,"[26,39,32,39,9,88,100,32,39,39,72,39]",2025-09-01,"Local pack, Sitelinks, Video, Video Carousel, Related searches, Discussions and forums",commercial,Organic,0,false,true,04-10,agency,web_design,9134.400000000001
small business website designer,10,10,480,67.0,19.03,https://www.designrush.com/agency/website-design-development/small-business,3.0,0.0,57.0,0.37,1920000000.0,"[54,29,54,29,66,66,36,100,66,81,100,100]",2025-09-03,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic,0,false,true,04-10,agency,web_design,9134.400000000001
web designers in miami fl,4,4,480,51.0,18.41,https://www.designrush.com/agency/website-design-development/florida/miami,11.0,0.01,202.0,0.21,57600000.0,"[8,13,16,20,13,13,8,81,81,100,1,0]",2025-09-06,"Local pack, Sitelinks, Image, Related searches, AI overview",commercial,Organic,0,false,true,04-10,agency,web_design,8836.8
website design seo company,6,6,480,82.0,18.0,https://www.designrush.com/agency/website-design-development,11.0,0.01,198.0,0.02,139000000.0,"[13,0,5,5,5,3,3,3,8,8,100,30]",2025-09-04,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,8640.0
los angeles web design company,7,7,720,32.0,11.93,https://www.designrush.com/agency/website-design-development/california/los-angeles,15.0,0.01,178.0,0.04,225000000.0,"[30,24,16,20,20,24,81,81,81,100,81,24]",2025-09-07,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,8589.6
website developers dallas,4,4,1000,52.0,8.44,https://www.designrush.com/agency/website-design-development/texas/dallas,19.0,0.02,160.0,0.07,54200000.0,"[16,18,3,3,2,10,4,100,1,2,4,35]",2025-09-04,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,8440.0
website design dallas,10,10,1000,60.0,8.44,https://www.designrush.com/agency/website-design-development/texas/dallas,9.0,0.01,75.0,0.07,452000000.0,"[20,79,66,36,36,41,30,41,54,79,41,36]",2025-09-12,"Local pack, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_design,8440.0
professional website design company,4,4,590,95.0,14.15,https://www.designrush.com/agency/website-design-development,17.0,0.01,240.0,0.02,1340000000.0,"[20,20,24,16,30,36,36,67,100,100,36,20]",2025-09-02,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,8348.5
web design and construction,8,8,720,16.0,11.25,https://www.designrush.com/agency/website-design-development/construction,9.0,0.01,101.0,0.06,983000000.0,"[3,62,16,20,10,55,10,45,81,100,81,62]",2025-08-31,"Sitelinks, Video, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,8100.0
web design miami fl,6,6,880,56.0,9.2,https://www.designrush.com/agency/website-design-development/florida/miami,21.0,0.02,193.0,0.07,25800000.0,"[8,8,7,13,8,11,13,3,55,100,65,55]",2025-08-29,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,8095.999999999999
web design company in miami florida,6,6,880,55.0,9.2,https://www.designrush.com/agency/website-design-development/florida/miami,21.0,0.02,193.0,0.07,32300000.0,"[31,52,25,68,16,68,8,100,4,4,100,84]",2025-08-31,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,0,false,true,04-10,agency,web_design,8095.999999999999
