Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
web designer brisbane,4,13,210,45.0,0.0,https://www.designrush.com/agency/website-design-development/au/brisbane,6.0,0.0,0.0,0.19,12100000.0,"[0,28,28,5,35,35,82,53,100,82,100,82]",2025-09-11,"Local pack, Video, Related searches",commercial,Organic,9,false,true,04-10,agency,web_design
b2b web design company,4,13,110,25.0,33.55,https://www.designrush.com/agency/website-design-development/b2b,4.0,0.0,134.0,0.03,64200000.0,"[15,6,21,0,6,6,53,53,100,65,81,43]",2025-09-11,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Ads middle, AI overview",informational,Organic,9,false,true,04-10,agency,web_design
website seo perth,5,14,140,40.0,27.23,https://www.designrush.com/agency/search-engine-optimization/au/perth,3.0,0.0,81.0,0.05,2000000.0,"[0,0,0,42,3,42,80,65,100,100,100,100]",2025-09-11,"Local pack, People also ask, Related searches",informational,Organic,9,false,true,04-10,agency,seo
digital marketing and advertising agency,13,22,3600,91.0,8.13,https://www.designrush.com/agency/digital-marketing,2.0,0.0,16.0,0.15,312000000.0,"[0,66,0,100,15,54,29,15,23,15,10,13]",2025-09-11,"Local pack, Sitelinks, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle",commercial,Organic,9,false,false,11-20,other,digital_marketing
it companies in edmonton alberta,5,14,70,18.0,0.0,https://www.designrush.com/agency/it-services/ca/edmonton,1.0,0.0,0.0,0.0,18800000.0,"[6,6,6,6,6,34,34,6,6,34,100,34]",2025-09-12,"Local pack, Image pack, Sitelinks, People also ask, Related searches",commercial,Organic,9,false,true,04-10,agency,it_services
agency online marketing,5,13,90,83.0,0.0,https://www.designrush.com/agency/digital-marketing,3.0,0.0,0.0,0.0,688000000.0,"[9,3,6,6,3,34,34,100,34,34,43,21]",2025-09-11,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Ads middle, AI overview",informational,Organic,8,false,true,04-10,other,digital_marketing
website designer houston tx,7,15,110,54.0,14.79,https://www.designrush.com/agency/website-design-development/texas/houston,2.0,0.0,29.0,0.13,89600000.0,"[28,28,15,5,18,8,3,1,6,8,100,8]",2025-09-11,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,8,false,true,04-10,agency,web_design
websolutions.llc,53,61,22200,25.0,0.0,https://www.designrush.com/agency/profile/bighorn-web-solutions-llc,2.0,0.0,0.0,0.0,15000000.0,"[0,0,0,0,0,0,0,2,100,81,0,0]",2025-09-11,"Sitelinks, People also ask",informational,Organic,8,false,false,51+,agency,other
seo company in charlotte,16,24,880,17.0,12.62,https://www.designrush.com/agency/search-engine-optimization/north-carolina/charlotte,2.0,0.0,25.0,0.04,8500000.0,"[20,16,13,30,7,16,11,24,8,100,44,34]",2025-09-12,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic,8,false,false,11-20,agency,seo
advertising companies in orlando,12,20,590,67.0,4.75,https://www.designrush.com/agency/ad-agencies/florida/orlando,2.0,0.0,9.0,0.13,55000000.0,"[7,3,11,13,5,20,8,11,4,84,100,100]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,8,false,false,11-20,geo,advertising
software in malaysia,12,20,390,10.0,0.0,https://www.designrush.com/agency/software-development/my,1.0,0.0,0.0,0.0,792000000.0,"[29,23,36,67,36,100,19,29,12,54,67,100]",2025-09-12,"Video, People also ask, Related searches, AI overview",informational,Organic,8,false,false,11-20,agency,software_dev
local seo company,25,32,8100,45.0,25.01,https://www.designrush.com/agency/search-engine-optimization/local-seo,12.0,0.01,300.0,0.04,98100000.0,"[36,29,54,54,54,54,66,54,81,81,100,81]",2025-09-11,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,7,false,false,21-50,agency,seo
website design and seo companies,1,8,50,67.0,18.0,https://www.designrush.com/agency/website-design-development,6.0,0.0,108.0,0.02,50000000.0,"[4,0,29,0,0,22,8,6,14,18,14,14]",2025-09-11,"Local pack, Sitelinks, Ads bottom, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic,7,true,true,01-03,agency,web_design
orange county digital marketing agency,4,11,70,53.0,9.29,https://www.designrush.com/agency/digital-agencies/california/orange-county,2.0,0.0,18.0,0.13,6570000.0,"[0,35,28,0,50,50,78,64,100,100,100,78]",2025-09-11,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,7,false,true,04-10,geo,other
san diego pr,4,11,70,37.0,6.21,https://www.designrush.com/agency/public-relations/california/san-diego,2.0,0.0,12.0,0.12,89100000.0,"[50,50,35,50,50,50,64,100,35,78,78,35]",2025-09-11,"Local pack, Image pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic,7,false,true,04-10,agency,pr
small business ppc agency,2,8,170,21.0,0.0,https://www.designrush.com/agency/paid-media-pay-per-click,22.0,0.02,0.0,0.0,5830000.0,"[9,21,28,53,53,9,65,28,65,65,100,65]",2025-09-11,"Sitelinks, Video Carousel, Related searches","commercial, informational",Organic,6,true,true,01-03,other,ppc
real estate ppc agency,2,8,110,6.0,17.61,https://www.designrush.com/agency/paid-media-pay-per-click/real-estate,14.0,0.01,246.0,0.06,4190000.0,"[9,14,19,19,9,23,66,80,100,66,100,66]",2025-09-11,"Local pack, Video Carousel, Related searches",informational,Organic,6,true,true,01-03,other,ppc
web development company united kingdom,1,7,50,31.0,8.43,https://www.designrush.com/agency/web-development-companies/uk,12.0,0.01,101.0,0.04,2270000000.0,"[5,3,2,4,7,9,5,3,4,3,7,3]",2025-09-11,"Local pack, Image pack, Sitelinks, Ads bottom, Related searches, Ads middle",commercial,Organic,6,true,true,01-03,agency,web_dev
digital marketing company,7,13,22200,85.0,7.07,https://www.designrush.com/agency/digital-marketing,6.0,0.0,42.0,0.21,1830000000.0,"[44,67,67,54,54,54,67,67,81,81,100,100]",2025-09-11,"Local pack, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",commercial,Organic,6,false,true,04-10,other,digital_marketing
digital advertising company,5,11,480,87.0,14.28,https://www.designrush.com/agency/digital-marketing,6.0,0.0,85.0,0.15,2570000000.0,"[44,54,54,54,54,54,67,81,67,81,10,54]",2025-09-11,"Local pack, Sitelinks, Ads top, Video Carousel, People also ask, Related searches",commercial,Organic,6,false,true,04-10,other,digital_marketing
open source software,25,31,5400,94.0,4.37,https://www.designrush.com/agency/software-development/trends/open-source-software-examples,3.0,0.0,13.0,0.11,2910000000.0,"[44,44,66,54,44,44,54,44,36,44,44,29]",2025-09-11,"Image pack, Sitelinks, Video, People also ask, Related searches, Things to know",informational,Organic,6,false,false,21-50,agency,software_dev
phoenix web design,12,18,590,45.0,10.73,https://www.designrush.com/agency/website-design-development/arizona/phoenix,2.0,0.0,21.0,0.07,277000000.0,"[55,55,24,24,24,30,24,24,30,30,36,45]",2025-09-11,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic,6,false,false,11-20,agency,web_design
brand development service,10,16,110,15.0,6.57,https://www.designrush.com/agency/logo-branding/trends/branding-services,2.0,0.0,13.0,0.04,1320000000.0,"[14,14,19,33,42,33,66,100,100,66,52,42]",2025-09-12,"Local pack, Image pack, Related searches, AI overview",informational,Organic,6,false,true,04-10,agency,other
pr agency manchester,5,11,110,49.0,0.0,https://www.designrush.com/agency/public-relations/uk/manchester,2.0,0.0,0.0,0.05,255000000.0,"[19,23,42,33,33,42,42,42,80,80,100,80]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,6,false,true,04-10,agency,pr
digital marketing companies nj,7,13,70,62.0,7.55,https://www.designrush.com/agency/digital-marketing/new-jersey,1.0,0.0,7.0,0.06,49800000.0,"[7,0,28,35,50,50,50,35,64,78,100,100]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,6,false,true,04-10,geo,digital_marketing
web application development india,3,8,70,36.0,0.0,https://www.designrush.com/agency/web-development-companies/in,5.0,0.0,0.0,0.01,1250000000.0,"[14,14,14,14,14,100,78,78,100,78,50,64]",2025-09-11,Related searches,,Organic,5,true,true,01-03,agency,web_dev
charleston search engine optimization,9,14,210,6.0,0.0,https://www.designrush.com/agency/search-engine-optimization/south-carolina/charleston,4.0,0.0,0.0,0.0,553000.0,"[34,34,53,81,81,53,53,53,100,100,100,81]",2025-09-11,"Video, Related searches, AI overview","commercial, informational",Organic,5,false,true,04-10,agency,seo
china marketing agency,9,14,140,43.0,9.27,https://www.designrush.com/agency/digital-marketing/cn,3.0,0.0,27.0,0.06,253000000.0,"[34,26,42,53,42,42,53,42,65,53,65,100]",2025-09-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic,5,false,true,04-10,other,digital_marketing
seo consulting services india,6,11,90,48.0,0.0,https://www.designrush.com/agency/search-engine-optimization/in,2.0,0.0,0.0,0.0,7440000.0,"[5,11,29,17,17,41,82,64,100,82,100,64]",2025-09-11,"Sitelinks, Related searches, AI overview",commercial,Organic,5,false,true,04-10,agency,seo
seo agency for restaurants,7,12,90,10.0,8.4,https://www.designrush.com/agency/search-engine-optimization/restaurant,2.0,0.0,16.0,0.05,4680000.0,"[17,11,41,17,41,82,64,82,82,100,100,41]",2025-09-11,"Local pack, Video, Related searches, AI overview","commercial, informational",Organic,5,false,true,04-10,agency,seo
san antonio seo,8,12,720,25.0,21.12,https://www.designrush.com/agency/search-engine-optimization/texas/san-antonio,15.0,0.01,316.0,0.04,37000000.0,"[46,31,20,31,31,37,31,37,46,46,46,52]",2025-09-11,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,4,false,true,04-10,agency,seo
liverpool seo agency,8,12,170,26.0,0.0,https://www.designrush.com/agency/search-engine-optimization/uk/liverpool,4.0,0.0,0.0,0.0,869000.0,"[8,18,18,18,18,18,15,18,28,44,100,35]",2025-09-11,"Local pack, Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic,4,false,true,04-10,agency,seo
digital marketing agency in the philippines,5,9,170,52.0,17.26,https://www.designrush.com/agency/digital-marketing/ph,4.0,0.0,69.0,0.1,135000000.0,"[28,21,34,34,53,100,81,53,81,65,53,28]",2025-09-11,"Local pack, Sitelinks, Video, Image, Ads bottom, Related searches, Ads middle",commercial,Organic,4,false,true,04-10,other,digital_marketing
youtube seo,31,35,4400,67.0,2.75,https://www.designrush.com/agency/search-engine-optimization/trends/what-is-youtube-seo,3.0,0.0,8.0,0.16,866000000.0,"[10,10,10,10,10,10,13,13,13,13,19,16]",2025-09-11,"Sitelinks, Video, People also ask, Related searches",informational,Organic,4,false,false,21-50,agency,seo
chatgpt usage statistics 2025,16,20,1900,64.0,0.0,https://www.designrush.com/agency/ai-companies/trends/chatgpt-usage-statistics,2.0,0.0,0.0,0.0,69500000.0,"[100,0]",2025-09-12,"Image pack, Sitelinks, People also ask, Related searches, Datasets","commercial, informational",Organic,4,false,false,11-20,agency,ai
tulsa advertising agency,4,8,70,55.0,0.0,https://www.designrush.com/agency/ad-agencies/oklahoma/tulsa,2.0,0.0,0.0,0.08,4000000.0,"[14,7,14,50,78,50,64,100,78,64,78,78]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,4,false,true,04-10,geo,advertising
website design tn,7,11,90,57.0,0.0,https://www.designrush.com/agency/website-design-development/tennessee,1.0,0.0,0.0,0.0,420000000.0,"[66,42,19,33,42,19,33,23,14,42,100,66]",2025-09-11,"Local pack, Image, Related searches",commercial,Organic,4,false,true,04-10,agency,web_design
seo company near me,9,12,6600,54.0,23.74,https://www.designrush.com/agency/search-engine-optimization,85.0,0.09,2017.0,0.03,664000000.0,"[23,36,36,29,44,81,36,36,66,44,54,100]",2025-09-11,"Local pack, Sitelinks, Video, Ads bottom, Related searches, Ads middle",transactional,Organic,3,false,true,04-10,agency,seo
web development services,14,17,9900,50.0,13.68,https://www.designrush.com/agency/web-development-companies,49.0,0.05,670.0,0.06,2590000000.0,"[29,29,44,44,44,44,44,36,54,66,100,66]",2025-09-11,"Knowledge panel, Image pack, Sitelinks, Ads top, Ads bottom, Video Carousel, Related searches, Ads middle",commercial,Organic,3,false,false,11-20,agency,web_dev
google ads agency,20,23,9900,35.0,33.78,https://www.designrush.com/agency/paid-media-pay-per-click/google-adwords,29.0,0.03,979.0,0.17,546000000.0,"[16,16,24,29,29,29,29,29,44,100,54,54]",2025-09-11,"Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic,3,false,false,11-20,other,ppc
website design company in india,1,4,210,75.0,0.0,https://www.designrush.com/agency/website-design-development/in,13.0,0.01,0.0,0.0,2000000000.0,"[82,10,35,53,28,28,43,66,66,82,82,100]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,3,true,true,01-03,agency,web_design
bpo meaning,22,25,8100,69.0,2.52,https://www.designrush.com/agency/bpo/trends/what-is-bpo,12.0,0.01,30.0,0.0,42200000.0,"[66,66,66,81,66,54,66,66,66,66,66,66]",2025-09-11,"Image pack, Video, Featured snippet, People also ask, Related searches",informational,Organic,3,false,false,21-50,trends,other
web design statistics,5,8,170,50.0,0.0,https://www.designrush.com/agency/website-design-development/trends/web-design-statistics,7.0,0.0,0.0,0.01,935000000.0,"[43,28,53,34,28,34,53,53,100,100,65,53]",2025-09-11,"Image pack, Sitelinks, Video, Related searches, Datasets","commercial, informational",Organic,3,false,true,04-10,agency,web_design
email marketing company in delhi,2,5,50,9.0,0.0,https://www.designrush.com/agency/email-marketing/in/delhi,2.0,0.0,0.0,0.0,82200000.0,"[9,9,9,4,9,9,14,9,23,66,100,52]",2025-09-12,"Local pack, Related searches",commercial,Organic,3,true,true,01-03,agency,email
atlanta cpa firm,5,8,90,43.0,6.64,https://www.designrush.com/agency/accounting/georgia/atlanta,2.0,0.0,13.0,0.34,1130000.0,"[11,29,23,29,29,17,41,29,82,100,100,100]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,3,false,true,04-10,geo,other
animis,18,21,880,24.0,0.0,https://www.designrush.com/agency/profile/animis-global,2.0,0.0,0.0,0.0,93.0,"[13,24,13,16,29,16,16,10,10,10,8,16]",2025-09-11,"Sitelinks, People also ask",informational,Organic,3,false,false,11-20,agency,other
what is the most used app in 2024,2,5,40,42.0,0.0,https://www.designrush.com/agency/mobile-app-design-development/trends/most-downloaded-mobile-apps,1.0,0.0,0.0,0.0,4060000000.0,"[55,44,77,44,77,100,22,22,22,22,22,22]",2025-09-12,"Sitelinks, Video Carousel, People also ask, Related searches, Datasets, AI overview",informational,Organic,3,true,true,01-03,agency,mobile_app
seo agency near me,7,9,12100,60.0,19.76,https://www.designrush.com/agency/search-engine-optimization,266.0,0.3,5256.0,0.02,195000000.0,"[13,54,29,24,16,66,54,54,100,54,54,44]",2025-09-11,"Local pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle",transactional,Organic,2,false,true,04-10,agency,seo
seo and web design company,1,3,390,88.0,18.0,https://www.designrush.com/agency/website-design-development,51.0,0.05,918.0,0.02,84700000.0,"[20,2,7,3,5,4,3,13,20,100,25,20]",2025-09-11,"Local pack, Sitelinks, Related searches, AI overview",commercial,Organic,2,true,true,01-03,agency,web_design
random website,13,15,5400,34.0,0.0,https://www.designrush.com/agency/website-design-development/trends/pointless-websites,48.0,0.05,0.0,0.0,1700000000.0,"[13,29,29,29,29,29,24,29,44,54,54,16]",2025-09-11,"Sitelinks, Video, Related searches",commercial,Organic,2,false,false,11-20,agency,web_design
advertising agencies near me,16,18,5400,75.0,6.01,https://www.designrush.com/agency/ad-agencies/ohio,16.0,0.01,96.0,0.09,307000000.0,"[23,44,81,19,44,66,54,36,44,29,54,19]",2025-09-11,"Local pack, Sitelinks, Video, Related searches",transactional,Organic,2,false,false,11-20,geo,advertising
seo company san diego ca,8,10,720,36.0,15.33,https://www.designrush.com/agency/search-engine-optimization/california/san-diego,13.0,0.01,199.0,0.04,4630000.0,"[36,45,36,45,45,55,30,55,100,67,55,36]",2025-09-11,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,2,false,true,04-10,agency,seo
pay per click services in mumbai,1,3,70,8.0,0.0,https://www.designrush.com/agency/paid-media-pay-per-click/in/mumbai,9.0,0.01,0.0,0.0,81600000.0,"[36,27,45,45,0,0,63,100,100,100,81,63]",2025-09-11,"Related searches, Discussions and forums, AI overview",informational,Organic,2,true,true,01-03,other,ppc
utah pay per click marketing,2,4,70,0.0,0.0,https://www.designrush.com/agency/paid-media-pay-per-click/utah,9.0,0.01,0.0,0.0,37300000.0,"[11,11,52,100,64,82,29,11,29,41,52,41]",2025-09-11,Related searches,,Organic,2,true,true,01-03,geo,ppc
multilingual seo company,3,5,320,5.0,0.0,https://www.designrush.com/agency/search-engine-optimization/multilingual,9.0,0.01,0.0,0.0,1960000.0,"[2,3,2,9,17,5,26,32,48,59,100,59]",2025-09-11,"Sitelinks, People also ask","commercial, informational",Organic,2,true,true,01-03,agency,seo
prototype manufacturers,4,6,260,36.0,13.09,https://www.designrush.com/agency/product-design/prototype,7.0,0.0,91.0,0.12,119000000.0,"[54,6,11,28,23,66,44,66,18,100,44,100]",2025-09-11,"Local pack, Image pack, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,2,false,true,04-10,agency,other
web design agency michigan,4,6,170,59.0,8.6,https://www.designrush.com/agency/website-design-development/michigan,5.0,0.0,43.0,0.03,13400000.0,"[17,17,35,28,23,17,43,43,100,100,66,66]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,2,false,true,04-10,agency,web_design
mckinney seo,3,5,50,1.0,0.0,https://www.designrush.com/agency/search-engine-optimization/texas/mckinney,4.0,0.0,0.0,0.0,1540000.0,"[4,3,7,4,5,3,7,4,10,7,10,7]",2025-09-11,"Image pack, Related searches",commercial,Organic,2,true,true,01-03,agency,seo
best seo company,27,29,6600,49.0,29.46,https://www.designrush.com/agency/search-engine-optimization/us,4.0,0.0,117.0,0.1,593000000.0,"[44,44,54,54,54,54,66,54,100,81,100,100]",2025-09-11,"Local pack, Sitelinks, Video, Video Carousel, Related searches, Discussions and forums",commercial,Organic,2,false,false,21-50,agency,seo
web design agency in india,1,3,50,73.0,8.1,https://www.designrush.com/agency/website-design-development/in,3.0,0.0,24.0,0.05,150000000.0,"[22,11,11,100,11,44,100,44,55,100,100,77]",2025-09-11,"Local pack, Sitelinks, Related searches, Discussions and forums",commercial,Organic,2,true,true,01-03,agency,web_design
digital marketing car dealerships,3,5,50,46.0,19.56,https://www.designrush.com/agency/digital-marketing/trends/digital-marketing-for-car-dealerships,3.0,0.0,58.0,0.11,66000000.0,"[3,3,3,3,100,7,7,11,19,19,53,15]",2025-09-11,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic,2,true,true,01-03,trends,digital_marketing
branding services for small businesses,7,9,140,27.0,7.29,https://www.designrush.com/agency/logo-branding/small-business,3.0,0.0,21.0,0.09,1280000000.0,"[3,1,15,5,1,5,15,18,44,35,81,44]",2025-09-11,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic,2,false,true,04-10,agency,other
colorado springs search engine optimizer,22,24,2400,30.0,14.11,https://www.designrush.com/agency/search-engine-optimization/colorado/colorado-springs,3.0,0.0,42.0,0.0,1790000.0,"[12,12,8,29,4,23,2,35,81,1,3,100]",2025-09-12,"Related searches, AI overview",informational,Organic,2,false,false,21-50,agency,seo
web development cape town,4,6,110,39.0,7.46,https://www.designrush.com/agency/web-development-companies/za/cape-town,3.0,0.0,22.0,0.07,23100000.0,"[29,29,64,64,29,64,41,52,100,64,64,82]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,2,false,true,04-10,agency,web_dev
brand research,15,17,880,34.0,5.25,https://www.designrush.com/agency/logo-branding/trends/research-on-branding,2.0,0.0,10.0,0.24,2460000000.0,"[24,24,36,55,45,55,67,55,76,100,100,100]",2025-09-11,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches, Ads middle",informational,Organic,2,false,false,11-20,agency,other
web design panama city,3,5,70,24.0,0.0,https://www.designrush.com/agency/website-design-development/florida/panama-city,2.0,0.0,0.0,0.01,50900000.0,"[14,14,14,78,78,14,28,78,50,64,100,78]",2025-09-11,"Local pack, Image pack, Related searches",commercial,Organic,2,true,true,01-03,agency,web_design
massachusetts digital marketing agency,2,4,50,25.0,5.09,https://www.designrush.com/agency/digital-marketing/massachusetts,2.0,0.0,10.0,0.1,8420000.0,"[100,55,22,77,44,77,44,33,44,44,33,44]",2025-09-11,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,2,true,true,01-03,geo,digital_marketing
website design agency bangkok,3,5,40,23.0,0.0,https://www.designrush.com/agency/website-design-development/th,1.0,0.0,0.0,0.11,5910000.0,"[28,28,28,71,71,100,100,57,42,28,57,57]",2025-09-11,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,2,true,true,01-03,agency,web_design
website design company,3,4,14800,83.0,13.79,https://www.designrush.com/agency/website-design-development,1213.0,1.4,16727.0,0.12,3700000000.0,"[81,81,81,100,81,81,100,81,100,100,100,100]",2025-09-12,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,1,true,true,01-03,agency,web_design
website design agency,6,7,8100,91.0,9.43,https://www.designrush.com/agency/website-design-development,283.0,0.32,2668.0,0.11,1100000000.0,"[44,44,54,54,66,66,66,54,66,81,100,100]",2025-09-12,"Local pack, Sitelinks, Ads top, Ads bottom, Video Carousel, Related searches, Discussions and forums, Ads middle",commercial,Organic,1,false,true,04-10,agency,web_design
alias agency,4,5,6600,35.0,0.0,https://www.designrush.com/agency/profile/alias-creative,231.0,0.26,0.0,0.0,10500000.0,"[0,0,0,0,0,7,1,100,100,100,66,81]",2025-09-11,"Local pack, Image pack, Sitelinks, Video",commercial,Organic,1,false,true,04-10,agency,other
streaming sites,3,4,9900,60.0,2.54,https://www.designrush.com/agency/video-marketing/trends/best-streaming-websites,108.0,0.12,274.0,0.08,2530000000.0,"[44,54,66,100,100,66,81,81,100,66,66,54]",2025-09-11,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Ads middle",commercial,People also ask,1,true,true,01-03,agency,video
useless websites,7,8,12100,36.0,0.0,https://www.designrush.com/agency/website-design-development/trends/pointless-websites,96.0,0.11,0.0,0.0,135000000.0,"[13,13,20,24,20,16,24,20,13,20,16,5]",2025-09-11,"Image pack, Sitelinks, Video, Related searches",navigational,Organic,1,false,true,04-10,agency,web_design
advertising strategies,3,4,1300,54.0,6.2,https://www.designrush.com/agency/ad-agencies/trends/types-of-advertising-strategies,84.0,0.09,520.0,0.11,926000000.0,"[46,68,46,52,68,68,52,68,68,84,68,52]",2025-09-11,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic,1,true,true,01-03,trends,advertising
seo marketing india,5,6,590,76.0,10.34,https://www.designrush.com/agency/search-engine-optimization/in,25.0,0.02,258.0,0.05,34100000.0,"[10,10,13,24,16,24,30,81,45,100,81,30]",2025-09-11,"Sitelinks, Video Carousel, People also ask, Related searches",commercial,Organic,1,false,true,04-10,agency,seo
web design services,15,16,12100,68.0,12.52,https://www.designrush.com/agency/website-design-development,18.0,0.02,225.0,0.05,2900000000.0,"[44,44,54,66,66,66,66,54,100,100,100,100]",2025-09-12,"Knowledge panel, Sitelinks, Video, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,1,false,false,11-20,agency,web_design
atlanta web design,8,9,1300,69.0,10.65,https://www.designrush.com/agency/website-design-development/georgia/atlanta,16.0,0.01,170.0,0.05,106000000.0,"[36,30,30,41,41,30,41,66,66,66,66,100]",2025-09-11,"Local pack, Sitelinks, Related searches, AI overview",commercial,Organic,1,false,true,04-10,agency,web_design
digital marketing for automotive dealers,3,4,110,39.0,19.56,https://www.designrush.com/agency/digital-marketing/trends/digital-marketing-for-car-dealerships,9.0,0.01,176.0,0.11,17500000.0,"[0,0,19,53,53,100,19,15,15,100,53,42]",2025-09-11,"Sitelinks, Video, People also ask, Related searches",informational,Organic,1,true,true,01-03,trends,digital_marketing
