Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
web site design firm,5,1,140,78.0,13.79,https://www.designrush.com/agency/website-design-development,2.0,0.0,27.0,0.12,546000000.0,"[10,17,2,0,5,10,66,100,82,82,35,28]",2025-09-11,"Local pack, Sitelinks, Video Carousel, Related searches, Discussions and forums",commercial,Organic,-4,false,true,04-10,agency,web_design
best ppc company in india,6,2,90,18.0,0.0,https://www.designrush.com/agency/paid-media-pay-per-click/in,1.0,0.0,0.0,0.01,5120000.0,"[23,23,11,23,52,41,82,82,100,52,64,52]",2025-09-11,"Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic,-4,false,true,04-10,other,ppc
b2c digital marketing agency,4,1,210,10.0,0.0,https://www.designrush.com/agency/digital-marketing/b2c,13.0,0.01,0.0,0.0,5520000.0,"[11,8,8,18,3,35,35,54,66,54,54,100]",2025-09-11,"Video Carousel, People also ask, Related searches",informational,Organic,-3,false,true,04-10,other,digital_marketing
adam4,36,33,49500,65.0,0.0,https://www.designrush.com/agency/profile/adam-4-artists,6.0,0.0,0.0,0.0,845000.0,"[66,66,54,66,44,100,54,81,66,66,44,66]",2025-09-11,"Sitelinks, Related searches",navigational,Organic,-3,false,false,21-50,agency,other
digital advertising companies,8,5,1300,58.0,14.28,https://www.designrush.com/agency/digital-marketing,6.0,0.0,85.0,0.15,1720000000.0,"[41,41,54,54,41,36,41,54,66,54,54,66]",2025-09-11,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,-3,false,true,04-10,other,digital_marketing
sites to watch tv shows for free,33,30,5400,47.0,1.48,https://www.designrush.com/agency/video-marketing/trends/best-streaming-websites,3.0,0.0,4.0,0.02,2580000000.0,"[54,36,54,44,19,54,54,44,100,13,54,66]",2025-09-11,"Sitelinks, Video, People also ask, Related searches",commercial,Organic,-3,false,false,21-50,agency,video
it outsourcing firm,5,2,170,27.0,38.2,https://www.designrush.com/agency/it-services/outsourcing,3.0,0.0,114.0,0.02,31100000.0,"[1,6,0,1,11,18,28,44,35,66,100,44]",2025-09-11,"Local pack, Ads bottom, People also ask, Related searches, Ads middle, AI overview",informational,Organic,-3,false,true,04-10,agency,it_services
wedding internet sites,45,42,9900,44.0,3.08,https://www.designrush.com/agency/website-design-development/trends/best-free-wedding-websites,2.0,0.0,6.0,0.51,817000000.0,"[0,7,0,0,0,0,0,81,81,100,54,44]",2025-09-11,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic,-3,false,false,21-50,agency,web_design
web development companies in toronto,5,2,70,49.0,11.18,https://www.designrush.com/agency/web-development-companies/ca/toronto,1.0,0.0,11.0,0.02,30500000.0,"[17,17,5,0,41,41,82,52,100,64,64,64]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,-3,false,true,04-10,agency,web_dev
website developers,10,8,6600,74.0,9.59,https://www.designrush.com/agency/web-development-companies,145.0,0.16,1390.0,0.32,553000000.0,"[66,29,66,44,81,54,100,54,44,44,54,54]",2025-09-11,"Sitelinks, Video, Ads top, Related searches, See results about",informational,Organic,-2,false,true,04-10,agency,web_dev
online marketing agency,9,7,9900,96.0,12.98,https://www.designrush.com/agency/digital-marketing,128.0,0.14,1661.0,0.1,889000000.0,"[29,29,36,44,44,36,54,66,100,81,100,81]",2025-09-11,"Local pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic,-2,false,true,04-10,other,digital_marketing
seo agencies,11,9,5400,48.0,21.86,https://www.designrush.com/agency/search-engine-optimization,70.0,0.08,1530.0,0.05,95000000.0,"[43,66,66,81,81,81,66,54,81,81,100,100]",2025-09-11,"Local pack, Image pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic,-2,false,false,11-20,agency,seo
seo lewes,3,1,170,0.0,0.0,https://www.designrush.com/agency/search-engine-optimization/delaware/lewes,13.0,0.01,0.0,0.0,267000.0,"[5,28,28,53,53,53,43,23,43,66,100,28]",2025-09-11,"Image pack, Video, Related searches",informational,Organic,-2,true,true,01-03,agency,seo
nft marketing services,3,1,140,12.0,0.0,https://www.designrush.com/agency/digital-marketing/nft-marketing,11.0,0.01,0.0,0.0,10900000.0,"[17,5,17,7,28,28,35,35,53,53,100,66]",2025-09-11,"Sitelinks, Image, Video Carousel, Related searches","commercial, informational",Organic,-2,true,true,01-03,other,digital_marketing
los angeles seo services,14,12,590,54.0,6.74,https://www.designrush.com/agency/search-engine-optimization/california/los-angeles,2.0,0.0,13.0,0.02,14100000.0,"[29,36,54,44,67,81,100,81,67,67,44,67]",2025-09-12,"Local pack, Sitelinks, Related searches",commercial,Organic,-2,false,false,11-20,agency,seo
digital marketing websites,19,17,880,61.0,6.3,https://www.designrush.com/agency/digital-marketing,2.0,0.0,12.0,0.2,1100000000.0,"[55,36,81,100,36,36,62,36,55,36,45,45]",2025-09-12,"Sitelinks, Ads top, Ads bottom, Video Carousel, Related searches, Ads middle, AI overview",commercial,Organic,-2,false,false,11-20,other,digital_marketing
canopy management,25,23,9900,49.0,9.56,https://www.designrush.com/agency/profile/canopy-management,2.0,0.0,19.0,0.15,86100000.0,"[0,7,54,67,100,81,36,3,13,4,0,1]",2025-09-12,"Local pack, Image pack, Sitelinks, Video, Ads top, Related searches","commercial, navigational",Organic,-2,false,false,21-50,agency,other
software development companies in dubai,4,2,70,44.0,9.57,https://www.designrush.com/agency/software-development/ae,2.0,0.0,19.0,0.09,127000000.0,"[7,7,7,7,11,11,42,53,53,42,42,42]",2025-09-11,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,-2,false,true,04-10,agency,software_dev
graphic design companies dallas,4,2,70,18.0,2.42,https://www.designrush.com/agency/graphic-design/texas/dallas,2.0,0.0,4.0,0.23,9940000.0,"[4,4,14,52,52,66,33,19,42,23,33,23]",2025-09-12,"Local pack, Image pack, Image, Related searches",commercial,Organic,-2,false,true,04-10,geo,other
san jose public relations,20,19,27100,24.0,0.78,https://www.designrush.com/agency/public-relations/california/san-jose,40.0,0.04,31.0,0.11,28500000.0,"[0,0,0,0,0,0,0,13,100,55,55,67]",2025-09-11,"Local pack, Image pack, Video, Related searches",commercial,Organic,-1,false,false,11-20,agency,pr
website company,3,2,2900,100.0,14.66,https://www.designrush.com/agency/website-design-development,26.0,0.03,381.0,0.24,8240000000.0,"[43,43,54,65,54,65,81,65,100,54,81,100]",2025-09-11,"Local pack, Sitelinks, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle",commercial,Organic,-1,true,true,01-03,agency,web_design
the useless web,9,8,14800,41.0,0.0,https://www.designrush.com/agency/website-design-development/trends/pointless-websites,26.0,0.03,0.0,0.0,133000000.0,"[36,29,36,54,36,44,36,36,36,44,54,24]",2025-09-11,"Sitelinks, Video, People also ask, Related searches",navigational,Organic,-1,false,true,04-10,agency,web_design
google advertising,2,1,5400,100.0,34.25,https://www.designrush.com/agency/paid-media-pay-per-click/google-adwords/trends/google-ads-costs,21.0,0.02,719.0,0.43,9450000000.0,"[24,36,29,100,29,16,54,19,44,19,44,24]",2025-09-11,"Knowledge panel, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Things to know, Ads middle","navigational, transactional",People also ask,-1,true,true,01-03,trends,ppc
unresponsive website examples,4,3,140,30.0,0.0,https://www.designrush.com/agency/website-design-development/trends/bad-websites,9.0,0.01,0.0,0.0,14800000.0,"[6,6,21,65,34,65,53,34,100,65,34,6]",2025-09-11,"Image pack, Sitelinks, Video, Related searches",informational,Organic,-1,false,true,04-10,agency,web_design
construction web design agency,4,3,110,7.0,11.25,https://www.designrush.com/agency/website-design-development/construction,7.0,0.0,78.0,0.06,281000000.0,"[12,12,12,2,23,12,53,23,35,100,35,28]",2025-09-11,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic,-1,false,true,04-10,agency,web_design
web development company dallas,4,3,170,58.0,8.25,https://www.designrush.com/agency/website-design-development/texas/dallas,5.0,0.0,41.0,0.03,28900000.0,"[18,14,18,29,18,29,35,81,100,66,29,14]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,-1,false,true,04-10,agency,web_design
custom software development,27,26,8100,55.0,22.66,https://www.designrush.com/agency/software-development,5.0,0.0,113.0,0.07,434000000.0,"[36,36,54,66,66,81,81,54,81,81,100,81]",2025-09-11,"Local pack, Image pack, Sitelinks, Ads top, Ads bottom, Video Carousel, Related searches, Ads middle, AI overview",commercial,Organic,-1,false,false,21-50,agency,software_dev
indian magento developers,3,2,70,30.0,21.96,https://www.designrush.com/agency/ecommerce/magento/in,4.0,0.0,87.0,0.07,5350000.0,"[14,14,14,100,0,78,78,78,35,21,78,28]",2025-09-11,"Local pack, Sitelinks, Related searches, AI overview",commercial,Organic,-1,true,true,01-03,agency,ecommerce
wordpress companies,2,1,50,49.0,14.65,https://www.designrush.com/agency/web-development-companies/wordpress,4.0,0.0,58.0,0.21,204000000.0,"[7,7,28,100,28,14,28,35,28,35,14,100]",2025-09-11,"Image, Ads bottom, People also ask, Related searches, Ads middle, AI overview",informational,Organic,-1,true,true,01-03,agency,web_dev
seo agency texas,2,1,110,33.0,10.73,https://www.designrush.com/agency/search-engine-optimization/texas,4.0,0.0,42.0,0.09,4910000.0,"[23,23,33,9,52,80,80,66,100,52,52,66]",2025-09-11,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,-1,true,true,01-03,agency,seo
chatgpt number of users 2025,11,10,2900,67.0,0.0,https://www.designrush.com/agency/ai-companies/trends/chatgpt-usage-statistics,4.0,0.0,0.0,0.0,317000000.0,"[100,36]",2025-09-11,"Image pack, Sitelinks, Video, People also ask, Related searches, Datasets, AI overview","commercial, informational",Organic,-1,false,false,11-20,agency,ai
arkansas web design,5,4,140,51.0,0.0,https://www.designrush.com/agency/website-design-development/arkansas,3.0,0.0,0.0,0.01,25900000.0,"[11,11,28,23,23,23,28,18,28,23,44,28]",2025-09-11,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,-1,false,true,04-10,agency,web_design
web development company in canada,2,1,70,22.0,0.0,https://www.designrush.com/agency/web-development-companies/ca,3.0,0.0,0.0,0.08,1070000000.0,"[63,45,18,27,18,27,81,45,100,100,100,100]",2025-09-11,"Local pack, Sitelinks, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic,-1,true,true,01-03,agency,web_dev
netreputation,17,16,12100,52.0,13.94,https://www.designrush.com/agency/profile/netreputation,3.0,0.0,41.0,0.51,73.0,"[0,0,13,54,100,54,8,2,5,3,2,1]",2025-09-11,"Knowledge panel, Image pack, Sitelinks, Video, Ads top, People also ask, Related searches",navigational,Organic,-1,false,false,11-20,agency,other
digital marketing services,27,26,27100,73.0,8.4,https://www.designrush.com/agency/digital-marketing,2.0,0.0,16.0,0.08,1590000000.0,"[44,44,44,54,54,44,54,54,81,81,100,81]",2025-09-11,"Local pack, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,-1,false,false,21-50,other,digital_marketing
ecommerce development agencies,3,2,90,46.0,76.0,https://www.designrush.com/agency/ecommerce,2.0,0.0,152.0,0.06,41000000.0,"[28,6,3,15,12,43,34,15,100,12,34,28]",2025-09-12,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,-1,true,true,01-03,agency,ecommerce
specialty answering service reviews,7,6,70,18.0,47.71,https://www.designrush.com/agency/profile/specialty-answering-service,2.0,0.0,95.0,0.32,8840000.0,"[19,26,42,42,19,19,19,26,26,26,19,19]",2025-09-11,"Knowledge panel, Sitelinks, Video, Related searches",commercial,Organic,-1,false,true,04-10,agency,other
web design firm dubai,2,1,50,68.0,7.35,https://www.designrush.com/agency/website-design-development/ae,2.0,0.0,14.0,0.05,28100000.0,"[18,100,18,18,100,18,63,27,63,36,18,18]",2025-09-11,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,-1,true,true,01-03,agency,web_design
best website design agency india,2,1,50,53.0,0.0,https://www.designrush.com/agency/website-design-development/in,2.0,0.0,0.0,0.03,146000000.0,"[18,18,18,18,100,45,18,100,36,81,63,63]",2025-09-11,"Local pack, Image pack, Sitelinks, Related searches, Discussions and forums",commercial,Organic,-1,true,true,01-03,agency,web_design
digital marketing company hyderabad,3,2,70,62.0,5.36,https://www.designrush.com/agency/digital-marketing/in/hyderabad,2.0,0.0,10.0,0.1,131000000.0,"[41,29,41,41,29,100,29,41,52,41,52,41]",2025-09-11,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,-1,true,true,01-03,other,digital_marketing
top search engine marketing companies,11,10,170,15.0,0.0,https://www.designrush.com/agency/search-engine-optimization,2.0,0.0,0.0,0.07,150000000.0,"[4,4,6,43,22,29,29,54,54,43,43,66]",2025-09-11,"Sitelinks, Related searches, Discussions and forums, AI overview","commercial, informational",Organic,-1,false,false,11-20,agency,seo
open source software examples,5,4,880,53.0,4.81,https://www.designrush.com/agency/software-development/trends/open-source-software-examples,1.0,0.0,4.0,0.01,452000000.0,"[36,55,100,100,67,45,76,67,67,76,45,55]",2025-09-11,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic,-1,false,true,04-10,agency,software_dev
digitad,3,3,27100,29.0,0.0,https://www.designrush.com/agency/profile/digitad,2222.0,2.56,0.0,0.01,59.0,"[24,16,0,0,0,0,0,0,0,0,0,0]",2025-09-11,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic,0,true,true,01-03,agency,other
web development agency,2,2,8100,80.0,12.89,https://www.designrush.com/agency/web-development-companies,1069.0,1.23,13779.0,0.19,6970000000.0,"[36,36,54,54,54,54,54,54,81,81,100,100]",2025-09-10,"Local pack, Image pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, See results about, Ads middle",commercial,Organic,0,true,true,01-03,agency,web_dev
web design company,3,3,22200,91.0,13.79,https://www.designrush.com/agency/website-design-development,777.0,0.89,10714.0,0.12,2930000000.0,"[44,54,54,54,54,54,54,54,67,67,100,81]",2025-09-11,"Local pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic,0,true,true,01-03,agency,web_design
user interface design chicago,4,4,9900,11.0,3.74,https://www.designrush.com/agency/ui-ux-design/illinois/chicago,643.0,0.74,2404.0,0.05,24200000.0,"[3,0,0,3,0,2,0,100,20,24,20,16]",2025-09-11,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,other
web design agency,7,7,18100,87.0,9.43,https://www.designrush.com/agency/website-design-development,543.0,0.62,5120.0,0.11,1040000000.0,"[66,66,81,81,81,81,81,66,100,100,100,100]",2025-09-10,"Local pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Discussions and forums, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_design
best web design company,1,1,1900,71.0,13.42,https://www.designrush.com/agency/website-design-development,471.0,0.54,6320.0,0.06,3150000000.0,"[34,44,44,55,34,44,55,65,100,65,82,100]",2025-09-06,"Local pack, Image pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Discussions and forums, Ads middle, AI overview",commercial,Organic,0,true,true,01-03,agency,web_design
web development company,7,7,12100,72.0,14.89,https://www.designrush.com/agency/web-development-companies,363.0,0.41,5405.0,0.1,2370000000.0,"[54,66,66,66,54,66,66,54,66,81,100,81]",2025-09-11,"Knowledge panel, Sitelinks, Ads top, Ads bottom, Video Carousel, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_dev
web design companies,2,2,4400,82.0,13.79,https://www.designrush.com/agency/website-design-development,360.0,0.41,4964.0,0.12,1400000000.0,"[29,29,29,36,36,36,36,36,44,66,54,54]",2025-09-09,"Local pack, Image pack, Sitelinks, Video, Related searches, See results about, Discussions and forums, AI overview",commercial,Organic,0,true,true,01-03,agency,web_design
it outsourcing company,1,1,1300,32.0,25.24,https://www.designrush.com/agency/it-services/outsourcing,322.0,0.37,8127.0,0.05,62900000.0,"[37,37,68,46,46,52,52,52,84,84,84,84]",2025-09-07,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,0,true,true,01-03,agency,it_services
best website contractors in texas,1,1,1900,16.0,0.0,https://www.designrush.com/agency/website-design-development/texas,250.0,0.28,0.0,0.0,61700000.0,[100],2025-09-10,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic,0,true,true,01-03,agency,web_design
website development companies,1,1,1000,55.0,13.69,https://www.designrush.com/agency/web-development-companies,248.0,0.28,3395.0,0.1,1650000000.0,"[55,67,67,76,67,55,76,67,76,76,100,100]",2025-09-10,"Local pack, Image pack, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,0,true,true,01-03,agency,web_dev
web dev companies,1,1,1000,45.0,14.89,https://www.designrush.com/agency/web-development-companies,248.0,0.28,3692.0,0.1,1610000000.0,"[0,0,1,2,0,0,0,100,66,0,44,2]",2025-09-09,"Image pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,0,true,true,01-03,agency,web_dev
top web design companies,1,1,1000,34.0,11.09,https://www.designrush.com/agency/website-design-development,248.0,0.28,2750.0,0.07,1550000000.0,"[81,55,45,62,55,55,62,62,81,81,81,100]",2025-09-08,"Local pack, Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",commercial,Organic,0,true,true,01-03,agency,web_design
best website development company,1,1,1000,38.0,12.14,https://www.designrush.com/agency/web-development-companies,248.0,0.28,3010.0,0.07,2870000000.0,"[45,45,55,55,55,45,45,62,81,81,100,62]",2025-09-07,"Image pack, Sitelinks, Video, Ads bottom, Related searches, Ads middle",commercial,Organic,0,true,true,01-03,agency,web_dev
best web development company,1,1,1000,39.0,15.13,https://www.designrush.com/agency/web-development-companies,248.0,0.28,3752.0,0.04,2440000000.0,"[36,55,62,62,81,55,81,45,100,62,81,10]",2025-09-10,"Local pack, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",commercial,Organic,0,true,true,01-03,agency,web_dev
website design firms,1,1,3600,72.0,13.79,https://www.designrush.com/agency/website-design-development,234.0,0.27,3226.0,0.12,230000000.0,"[3,36,66,3,44,54,100,4,29,5,7,23]",2025-09-08,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,0,true,true,01-03,agency,web_design
best digital marketing services,1,1,880,58.0,8.47,https://www.designrush.com/agency/digital-marketing,218.0,0.25,1846.0,0.1,1560000000.0,"[13,76,67,76,76,100,100,20,76,100,30,30]",2025-08-28,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic,0,true,true,01-03,other,digital_marketing
top website design companies,1,1,880,39.0,11.09,https://www.designrush.com/agency/website-design-development,218.0,0.25,2417.0,0.07,1540000000.0,"[36,20,36,16,13,24,8,36,66,54,100,54]",2025-09-02,"Local pack, Image pack, Sitelinks, Video, Ads top, People also ask, Related searches, Discussions and forums",commercial,Organic,0,true,true,01-03,agency,web_design
digital strategy agency,1,1,1600,71.0,8.95,https://www.designrush.com/agency/digital-strategy-agencies,211.0,0.24,1888.0,0.06,491000000.0,"[20,20,24,36,24,27,44,44,66,44,66,66]",2025-09-08,"Sitelinks, Related searches, Discussions and forums, AI overview",informational,Organic,0,true,true,01-03,other,other
aquare,1,1,2400,33.0,8.35,https://www.designrush.com/agency/profile/aquare,198.0,0.22,1653.0,0.6,60.0,"[22,29,54,43,100,43,54,54,43,65,54,54]",2025-09-10,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Image pack,0,true,true,01-03,agency,other
website redesign houston,3,3,2400,60.0,15.3,https://www.designrush.com/agency/website-design-development/texas/houston,196.0,0.22,2998.0,0.04,8800000.0,"[19,19,7,10,5,24,3,81,100,100,43,43]",2025-09-10,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,true,true,01-03,agency,web_design
pure media,1,1,720,25.0,2.45,https://www.designrush.com/agency/profile/pure-media,191.0,0.22,467.0,0.0,1500000000.0,"[100,55,67,67,55,55,36,36,100,20,45,30]",2025-09-05,"Knowledge panel, Image pack, Video",informational,Image pack,0,true,true,01-03,agency,other
medl,1,1,720,35.0,9.27,https://www.designrush.com/agency/profile/medl-mobile,191.0,0.22,1770.0,0.06,1370000.0,"[55,100,55,45,45,45,36,45,55,45,30,45]",2025-09-04,"Image pack, Sitelinks, Video, Related searches",informational,Image pack,0,true,true,01-03,agency,other
services for it,1,1,4400,20.0,16.64,https://www.designrush.com/agency/it-services/trends/it-services-for-business,180.0,0.2,2995.0,0.1,8180000000.0,"[0,0,0,2,1,3,3,0,1,100,100,54]",2025-09-08,"Image pack, People also ask, AI overview",informational,People also ask,0,true,true,01-03,agency,it_services
digital marketing cyprus,1,1,720,41.0,0.0,https://www.designrush.com/agency/digital-marketing/cy,178.0,0.2,0.0,0.0,134000000.0,"[4,3,4,5,5,7,13,54,30,66,100,79]",2025-09-04,"Image pack, Sitelinks, People also ask, Related searches, AI overview","commercial, informational",Organic,0,true,true,01-03,other,digital_marketing
web design firms,2,2,3600,61.0,13.79,https://www.designrush.com/agency/website-design-development,158.0,0.18,2178.0,0.12,230000000.0,"[66,36,8,2,19,100,36,10,13,13,19,15]",2025-09-10,"Local pack, Image pack, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Discussions and forums, Ads middle",commercial,Organic,0,true,true,01-03,agency,web_design
digital marketing firm,2,2,3600,88.0,7.07,https://www.designrush.com/agency/digital-marketing,158.0,0.18,1117.0,0.21,371000000.0,"[28,54,36,43,66,43,36,54,81,54,66,66]",2025-09-05,"Local pack, Sitelinks, Video, Ads bottom, Related searches, Ads middle",commercial,Organic,0,true,true,01-03,other,digital_marketing
ensync,1,1,590,41.0,0.0,https://www.designrush.com/agency/profile/ensync-corporation,157.0,0.18,0.0,0.0,65.0,"[36,36,30,30,30,24,30,30,36,55,36,30]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Tweet, Video, People also ask, Related searches",navigational,Image pack,0,true,true,01-03,agency,other
website design companies,1,1,2400,67.0,13.79,https://www.designrush.com/agency/website-design-development,156.0,0.18,2151.0,0.12,1620000000.0,"[52,44,52,66,52,52,52,80,100,80,80,80]",2025-09-05,"Local pack, Image pack, Sitelinks, Video, Ads top, Related searches",commercial,Organic,0,true,true,01-03,agency,web_design
web development companies,2,2,1900,42.0,18.41,https://www.designrush.com/agency/web-development-companies,155.0,0.17,2853.0,0.06,1420000000.0,"[44,44,52,66,52,52,52,52,80,66,100,52]",2025-09-06,"Local pack, Image pack, Sitelinks, Video, Ads bottom, Related searches, Ads middle, AI overview",commercial,Organic,0,true,true,01-03,agency,web_dev
text to cad,3,3,1900,18.0,1.14,https://www.designrush.com/agency/ai-companies/trends/text-to-cad-ai,155.0,0.17,176.0,0.22,724000000.0,"[2,1,1,1,1,1,23,100,23,23,15,8]",2025-09-10,"Image pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle","informational, transactional",Organic,0,true,true,01-03,agency,ai
largest web design companies,1,1,590,34.0,11.09,https://www.designrush.com/agency/website-design-development,146.0,0.16,1619.0,0.07,262000000.0,"[20,16,11,8,7,8,13,68,100,31,68,20]",2025-09-10,"Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic,0,true,true,01-03,agency,web_design
web dev firm,1,1,590,39.0,18.41,https://www.designrush.com/agency/web-development-companies,146.0,0.16,2687.0,0.06,316000000.0,"[7,7,3,5,4,10,8,3,13,66,100,66]",2025-09-03,"Sitelinks, Related searches",commercial,Organic,0,true,true,01-03,agency,web_dev
best website developers,1,1,590,50.0,19.94,https://www.designrush.com/agency/web-development-companies,146.0,0.16,2911.0,0.19,523000000.0,"[44,36,81,67,54,54,54,54,100,81,100,100]",2025-09-01,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic,0,true,true,01-03,agency,web_dev
best website design firms,1,1,590,53.0,11.09,https://www.designrush.com/agency/website-design-development,146.0,0.16,1619.0,0.07,147000000.0,"[37,31,11,11,20,3,25,20,37,84,100,37]",2025-09-05,"Local pack, Image pack, Sitelinks, Video, Ads bottom, Related searches, Discussions and forums, Ads middle, AI overview",commercial,Organic,0,true,true,01-03,agency,web_design
