Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service,priority
cyber security chicago,10,10,320,22.0,9.68,https://www.designrush.com/agency/cybersecurity/illinois/chicago,6.0,0.0,58.0,0.06,34100000.0,"[54,44,36,29,44,44,29,36,19,36,81,100]",2025-09-02,"Related searches, AI overview",commercial,Organic,0,false,true,04-10,geo,cybersecurity,3097.6
pay per click company portland,7,7,210,7.0,13.6,https://www.designrush.com/agency/paid-media-pay-per-click/oregon/portland,5.0,0.0,68.0,0.15,31500000.0,"[35,35,35,43,35,35,28,82,66,82,100,66]",2025-08-27,"Local pack, Image pack, AI overview",commercial,Organic,0,false,true,04-10,geo,ppc,2856.0
graphic design firms,10,10,880,42.0,3.15,https://www.designrush.com/agency/graphic-design/california/los-angeles,6.0,0.0,18.0,0.2,95900000.0,"[55,45,45,55,55,45,55,67,100,100,67,67]",2025-09-02,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,geo,other,2772.0
cyber security companies in denver,4,4,210,20.0,11.94,https://www.designrush.com/agency/cybersecurity/colorado/denver,6.0,0.0,71.0,0.24,960000.0,"[34,53,100,100,100,65,53,28,65,65,53,43]",2025-08-26,"Local pack, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity,2507.4
digital marketing companies in new jersey,10,10,320,46.0,7.55,https://www.designrush.com/agency/digital-marketing/new-jersey,2.0,0.0,15.0,0.06,44400000.0,"[5,3,1,2,2,2,3,3,100,4,5,5]",2025-08-20,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,2416.0
it security companies chicago,6,6,260,25.0,8.59,https://www.designrush.com/agency/cybersecurity/illinois/chicago,2.0,0.0,17.0,0.06,207000000.0,"[17,17,11,11,9,17,14,17,4,14,59,100]",2025-08-17,"Local pack, People also ask, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity,2233.4
digital marketing michigan,10,10,210,19.0,9.46,https://www.designrush.com/agency/digital-marketing/michigan,4.0,0.0,37.0,0.03,72800000.0,"[81,100,100,43,15,21,43,34,53,65,100,81]",2025-08-15,"Image pack, Related searches","commercial, informational",Organic,0,false,true,04-10,geo,digital_marketing,1986.6000000000001
digital marketing agency new jersey,5,5,260,64.0,7.55,https://www.designrush.com/agency/digital-marketing/new-jersey,6.0,0.0,45.0,0.06,105000000.0,"[15,15,19,19,29,15,23,100,23,100,29,29]",2025-08-15,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,1963.0
digital marketing agency california,10,10,320,32.0,6.07,https://www.designrush.com/agency/digital-marketing/california,2.0,0.0,12.0,0.04,267000000.0,"[44,19,44,29,44,29,36,66,100,29,44,44]",2025-08-23,"Local pack, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,1942.4
digital marketing agency ct,9,9,170,43.0,11.13,https://www.designrush.com/agency/digital-agencies/connecticut,2.0,0.0,22.0,0.06,10100000.0,"[65,53,53,65,53,65,65,34,81,53,53,53]",2025-08-19,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1892.1000000000001
accounting companies in los angeles,9,9,320,36.0,5.81,https://www.designrush.com/agency/accounting/california/los-angeles,4.0,0.0,23.0,0.48,25000000.0,"[100,54,28,54,35,100,28,44,18,23,54,54]",2025-09-06,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1859.1999999999998
marketing companies in florida,10,10,320,25.0,5.8,https://www.designrush.com/agency/digital-marketing/florida,2.0,0.0,11.0,0.16,413000000.0,"[54,44,28,44,44,35,35,66,100,54,44,44]",2025-09-04,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,1856.0
cyber security companies chicago,7,7,210,23.0,8.59,https://www.designrush.com/agency/cybersecurity/illinois/chicago,4.0,0.0,34.0,0.06,10500000.0,"[28,28,23,18,28,23,6,18,15,54,54,100]",2025-09-03,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity,1803.8999999999999
accounting firms in charlotte nc,5,5,390,43.0,4.62,https://www.designrush.com/agency/accounting/north-carolina/charlotte,9.0,0.01,41.0,0.28,6320000.0,"[81,66,100,100,100,100,100,81,54,66,54,66]",2025-08-16,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1801.8
cyber security companies nyc,5,5,210,13.0,8.58,https://www.designrush.com/agency/cybersecurity/new-york,6.0,0.0,51.0,0.14,46500000.0,"[43,43,12,43,53,66,82,53,35,82,100,82]",2025-09-07,"Local pack, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity,1801.8
cyber security companies in new york,6,6,210,32.0,8.58,https://www.designrush.com/agency/cybersecurity/new-york,5.0,0.0,42.0,0.14,286000000.0,"[18,15,15,15,11,23,18,44,18,100,81,54]",2025-08-31,"Local pack, Image pack, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity,1801.8
florida advertising,6,6,140,30.0,12.81,https://www.designrush.com/agency/ad-agencies/florida,4.0,0.0,51.0,0.04,761000000.0,"[15,43,100,43,81,15,21,15,21,34,34,43]",2025-08-27,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,geo,advertising,1793.4
utah digital marketing company,10,10,260,32.0,6.88,https://www.designrush.com/agency/digital-marketing/utah,2.0,0.0,13.0,0.08,47900000.0,"[35,81,29,43,29,35,43,81,100,66,54,29]",2025-08-25,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,1788.8
houston advertising,7,7,140,32.0,12.15,https://www.designrush.com/agency/ad-agencies/texas/houston,3.0,0.0,36.0,0.08,656000000.0,"[53,53,43,35,17,23,23,35,23,66,28,35]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1701.0
direct marketing firm,5,5,170,17.0,9.66,https://www.designrush.com/agency/direct-marketing/illinois/chicago,5.0,0.0,48.0,0.07,183000000.0,"[43,43,65,34,43,43,53,53,100,65,53,81]",2025-08-25,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,geo,other,1642.2
advertising agencies in new jersey,4,4,390,51.0,4.08,https://www.designrush.com/agency/ad-agencies/new-jersey,11.0,0.01,44.0,0.14,86400000.0,"[100,81,35,28,23,15,66,81,100,81,35,66]",2025-08-27,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1591.2
accounting firms in nj,5,5,260,55.0,6.1,https://www.designrush.com/agency/accounting/new-jersey,6.0,0.0,36.0,0.28,37900000.0,"[54,54,66,81,81,66,54,11,15,35,35,28]",2025-09-01,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1586.0
graphic designer los angeles,5,5,260,25.0,5.98,https://www.designrush.com/agency/graphic-design/california/los-angeles,6.0,0.0,35.0,0.39,125000000.0,"[66,82,66,82,53,66,43,100,53,82,53,35]",2025-08-22,"Local pack, Image pack, Video, Jobs search, Related searches, Discussions and forums",commercial,Organic,0,false,true,04-10,geo,other,1554.8000000000002
chattanooga accountants,10,10,210,36.0,7.25,https://www.designrush.com/agency/accounting/tennessee/chattanooga,2.0,0.0,14.0,0.39,132000.0,"[53,53,43,53,43,65,81,100,100,100,43,43]",2025-09-08,Local pack,commercial,Organic,0,false,true,04-10,geo,other,1522.5
cyber security dallas texas,7,7,140,24.0,10.8,https://www.designrush.com/agency/cybersecurity/texas/dallas,3.0,0.0,32.0,0.03,6720000.0,"[53,80,42,65,34,65,53,53,19,80,19,100]",2025-09-08,"Local pack, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity,1512.0
maine digital marketing,4,4,260,56.0,5.7,https://www.designrush.com/agency/digital-marketing/maine,7.0,0.0,39.0,0.16,23100000.0,"[26,100,48,5,14,72,11,4,7,5,9,11]",2025-09-05,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,1482.0
accounting companies denver,5,5,210,40.0,7.05,https://www.designrush.com/agency/accounting/colorado/denver,5.0,0.0,35.0,0.38,15700000.0,"[53,35,43,43,28,35,10,35,100,82,66,43]",2025-08-24,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1480.5
denver cpa firms,8,8,210,47.0,7.05,https://www.designrush.com/agency/accounting/colorado/denver,3.0,0.0,21.0,0.38,1170000.0,"[100,82,66,100,35,82,28,100,17,23,12,53]",2025-09-02,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1480.5
it security companies new york,6,6,170,26.0,8.58,https://www.designrush.com/agency/cybersecurity/new-york,4.0,0.0,34.0,0.14,872000000.0,"[43,43,34,34,28,43,53,53,12,34,100,100]",2025-09-05,"Local pack, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity,1458.6
tampa ad agencies,5,5,390,58.0,3.71,https://www.designrush.com/agency/ad-agencies/florida/tampa,9.0,0.01,33.0,0.37,59500000.0,"[81,81,54,44,19,23,54,66,66,54,66,36]",2025-08-25,"Local pack, Image pack, Sitelinks, Video, Image, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1446.9
melbourne digital marketing agency,6,6,110,55.0,12.98,https://www.designrush.com/agency/digital-marketing/florida/melbourne-fl,2.0,0.0,25.0,0.1,59600000.0,"[19,3,7,7,26,19,53,53,80,80,100,80]",2025-09-07,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,1427.8
best creative agencies,9,9,390,19.0,3.62,https://www.designrush.com/agency/creative-agencies/new-york/new-york-city,9.0,0.01,32.0,0.3,192000000.0,"[44,54,54,66,54,66,66,54,81,81,100,100]",2025-09-06,"Image pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1411.8
graphic designer new york,10,10,260,29.0,5.19,https://www.designrush.com/agency/graphic-design/new-york/new-york-city,2.0,0.0,10.0,0.32,467000000.0,"[66,100,66,66,66,35,35,82,82,82,82,43]",2025-08-18,"Local pack, Image pack, Video, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1349.4
graphic designer nyc,8,8,260,34.0,5.19,https://www.designrush.com/agency/graphic-design/new-york/new-york-city,4.0,0.0,20.0,0.32,118000000.0,"[81,29,54,54,54,81,29,100,43,81,43,43]",2025-09-09,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1349.4
top new york marketing agencies,10,10,480,31.0,2.81,https://www.designrush.com/agency/digital-marketing/new-york,3.0,0.0,8.0,0.36,61000000.0,"[1,1,0,0,0,0,3,8,16,100,16,10]",2025-09-04,"Local pack, Sitelinks, Related searches, Discussions and forums, AI overview",commercial,Organic,0,false,true,04-10,geo,digital_marketing,1348.8
digital marketing agency in melbourne,7,7,210,11.0,6.34,https://www.designrush.com/agency/digital-marketing/florida/melbourne-fl,4.0,0.0,25.0,0.06,7160000.0,"[23,35,2,0,53,28,53,53,82,100,82,66]",2025-09-02,"Local pack, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,geo,digital_marketing,1331.3999999999999
houston advertising company,9,9,210,46.0,6.26,https://www.designrush.com/agency/ad-agencies/texas/houston,2.0,0.0,12.0,0.42,398000000.0,"[0,0,0,0,0,1,1,1,1,100,62,1]",2025-09-08,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1314.6
cyber security companies denver,6,6,110,36.0,11.94,https://www.designrush.com/agency/cybersecurity/colorado/denver,2.0,0.0,23.0,0.24,1030000.0,"[42,80,66,66,100,52,80,33,52,42,42,33]",2025-09-01,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity,1313.3999999999999
advertising agencies in utah,4,4,210,39.0,5.99,https://www.designrush.com/agency/ad-agencies/utah,6.0,0.0,35.0,0.18,65000000.0,"[36,36,2,6,9,15,36,44,66,54,54,15]",2025-09-11,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1257.9
advertising companies minneapolis,10,10,320,45.0,3.75,https://www.designrush.com/agency/ad-agencies/minnesota/minneapolis,2.0,0.0,7.0,0.31,51400000.0,"[15,19,15,19,15,19,23,23,100,54,81,19]",2025-08-17,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1200.0
advertising firms minneapolis,9,9,320,50.0,3.75,https://www.designrush.com/agency/ad-agencies/minnesota/minneapolis,4.0,0.0,15.0,0.31,6240000.0,"[19,23,54,81,19,23,44,19,36,66,81,66]",2025-08-27,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1200.0
digital marketing maine,7,7,210,56.0,5.7,https://www.designrush.com/agency/digital-marketing/maine,4.0,0.0,22.0,0.16,23100000.0,"[26,100,17,5,7,48,11,4,7,7,11,14]",2025-09-06,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,1197.0
advertising firms tampa,5,5,320,59.0,3.71,https://www.designrush.com/agency/ad-agencies/florida/tampa,7.0,0.0,25.0,0.37,15100000.0,"[67,54,29,19,23,19,19,100,23,44,67,2]",2025-09-10,"Local pack, Image pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1187.2
advertising agency tampa,8,8,320,58.0,3.71,https://www.designrush.com/agency/ad-agencies/florida/tampa,6.0,0.0,22.0,0.37,91200000.0,"[81,81,23,54,15,66,18,66,100,44,66,23]",2025-08-26,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1187.2
ad agency tulsa,9,9,210,31.0,5.63,https://www.designrush.com/agency/ad-agencies/oklahoma/tulsa,2.0,0.0,11.0,0.18,4920000.0,"[35,53,28,66,66,66,66,82,28,28,100,53]",2025-08-19,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1182.3
accounting firms in pittsburgh,10,10,260,20.0,4.37,https://www.designrush.com/agency/accounting/pennsylvania/pittsburgh,2.0,0.0,8.0,0.36,5520000.0,"[100,100,100,81,81,81,100,100,100,100,81,53]",2025-08-16,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1136.2
call centers in las vegas,5,5,260,15.0,4.31,https://www.designrush.com/agency/call-centers/nevada/las-vegas,6.0,0.0,25.0,0.21,322000000.0,"[22,81,66,66,66,54,81,35,8,22,43,81]",2025-08-26,"Local pack, Image pack, Image, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1120.6
marketing firm orange county,10,10,170,53.0,6.42,https://www.designrush.com/agency/digital-agencies/california/orange-county,1.0,0.0,6.0,0.32,10300000.0,"[43,43,34,34,53,53,100,53,28,53,65,28]",2025-09-04,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1091.4
advertising agencies in nashville tn,7,7,320,23.0,3.4,https://www.designrush.com/agency/ad-agencies/tennessee/nashville,7.0,0.0,23.0,0.36,2050000.0,"[23,66,66,66,54,81,81,44,15,29,36,23]",2025-08-17,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1088.0
tampa ppc,5,5,90,0.0,12.06,https://www.designrush.com/agency/paid-media-pay-per-click/florida/tampa,3.0,0.0,36.0,0.04,315000.0,"[11,7,11,7,7,7,26,80,80,42,100,42]",2025-08-22,Image pack,commercial,Organic,0,false,true,04-10,geo,ppc,1085.4
digital marketing companies in michigan,4,4,140,49.0,7.59,https://www.designrush.com/agency/digital-marketing/michigan,4.0,0.0,30.0,0.07,25600000.0,"[42,34,42,42,34,42,65,34,53,53,100,53]",2025-08-26,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,1062.6
ad agencies orange county ca,8,8,210,57.0,5.05,https://www.designrush.com/agency/digital-agencies/california/orange-county,2.0,0.0,10.0,0.37,549000000.0,"[53,43,28,43,28,35,35,66,53,100,100,28]",2025-09-06,"Local pack, Image pack, Sitelinks, Related searches, AI overview",commercial,Organic,0,false,true,04-10,geo,other,1060.5
orange county advertising firms,8,8,210,58.0,5.05,https://www.designrush.com/agency/digital-agencies/california/orange-county,3.0,0.0,15.0,0.37,144000000.0,"[53,43,28,43,28,35,35,66,53,100,82,35]",2025-08-24,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1060.5
advertising agencies in dc,10,10,320,12.0,3.27,https://www.designrush.com/agency/ad-agencies/washington-dc,2.0,0.0,6.0,0.38,153000000.0,"[36,36,19,54,36,36,44,44,66,44,44,29]",2025-08-18,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1046.4
accounting firms in boston ma,7,7,210,27.0,4.97,https://www.designrush.com/agency/accounting/massachusetts/boston,4.0,0.0,19.0,0.33,28900000.0,"[65,81,100,81,34,53,65,53,65,65,34,65]",2025-09-09,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1043.7
cpa firms in new jersey,5,5,170,50.0,6.1,https://www.designrush.com/agency/accounting/new-jersey,4.0,0.0,24.0,0.28,2270000.0,"[53,28,28,81,43,53,53,100,81,100,15,3]",2025-09-05,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1037.0
it security companies atlanta,6,6,110,15.0,9.39,https://www.designrush.com/agency/cybersecurity/georgia/atlanta,2.0,0.0,18.0,0.12,55700000.0,"[21,21,28,21,21,28,21,21,9,28,65,100]",2025-09-05,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity,1032.9
cyber security companies in atlanta,8,8,110,14.0,9.39,https://www.designrush.com/agency/cybersecurity/georgia/atlanta,2.0,0.0,18.0,0.12,3690000.0,"[11,26,42,19,53,26,34,42,34,65,100,26]",2025-08-29,"Local pack, Image pack, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity,1032.9
digital marketing companies in california,5,5,170,35.0,6.07,https://www.designrush.com/agency/digital-marketing/california,2.0,0.0,12.0,0.04,362000000.0,"[44,23,44,35,18,23,44,54,11,11,11,8]",2025-09-03,"Local pack, People also ask, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,1031.9
advertising firms sacramento,7,7,210,38.0,4.84,https://www.designrush.com/agency/ad-agencies/california/sacramento,4.0,0.0,19.0,0.11,28400000.0,"[28,18,15,54,15,35,23,15,11,15,100,81]",2025-08-24,"Local pack, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,1016.4
accounting firms atlanta,4,4,170,24.0,5.95,https://www.designrush.com/agency/accounting/georgia/atlanta,5.0,0.0,29.0,0.4,22100000.0,"[15,15,15,15,15,19,100,19,19,19,23,19]",2025-08-15,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,false,true,04-10,geo,other,1011.5
digital marketing hawaii,7,7,140,51.0,7.19,https://www.designrush.com/agency/digital-marketing/hawaii,3.0,0.0,21.0,0.12,33800000.0,"[52,52,52,82,82,82,100,64,100,82,100,100]",2025-08-26,"Local pack, Video, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,1006.6
ad agency orlando,9,9,210,66.0,4.75,https://www.designrush.com/agency/ad-agencies/florida/orlando,2.0,0.0,9.0,0.13,18900000.0,"[43,28,5,28,43,100,35,43,100,100,43,43]",2025-09-05,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,997.5
advertising agency orlando,6,6,210,65.0,4.75,https://www.designrush.com/agency/ad-agencies/florida/orlando,5.0,0.0,23.0,0.13,79800000.0,"[6,6,5,6,6,3,36,6,10,36,10,13]",2025-08-15,"Local pack, Image pack, Sitelinks, Image, Related searches",commercial,Organic,0,false,true,04-10,geo,advertising,997.5
accounting firms in la,8,8,170,27.0,5.81,https://www.designrush.com/agency/accounting/california/los-angeles,3.0,0.0,17.0,0.48,37000000.0,"[43,28,53,66,28,53,28,23,23,35,100,17]",2025-08-27,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,987.6999999999999
advertising companies in michigan,6,6,210,34.0,4.65,https://www.designrush.com/agency/digital-marketing/michigan,5.0,0.0,23.0,0.2,128000000.0,"[65,53,43,53,43,34,53,100,100,43,65,53]",2025-08-23,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,976.5000000000001
charlotte cpa firms,8,8,210,48.0,4.62,https://www.designrush.com/agency/accounting/north-carolina/charlotte,3.0,0.0,13.0,0.28,1200000.0,"[29,19,29,36,19,23,23,66,15,6,54,19]",2025-08-27,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,970.2
digital marketing agency utah county,8,8,140,32.0,6.88,https://www.designrush.com/agency/digital-marketing/utah/provo,2.0,0.0,13.0,0.08,6020000.0,"[0,0,6,12,12,6,43,65,65,100,100,100]",2025-08-25,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,963.1999999999999
milwaukee digital marketing agency,9,9,170,61.0,5.66,https://www.designrush.com/agency/digital-marketing/wisconsin/milwaukee,2.0,0.0,11.0,0.05,2450000.0,"[65,53,53,53,42,53,100,80,100,65,65,34]",2025-09-01,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,962.2
top graphic design firms,8,8,320,28.0,2.99,https://www.designrush.com/agency/graphic-design/illinois,2.0,0.0,5.0,0.14,92800000.0,"[66,54,54,54,81,54,54,100,54,54,81,35]",2025-09-05,"Local pack, Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Ads middle, AI overview",commercial,Organic,0,false,true,04-10,geo,other,956.8000000000001
cpa firms atlanta,5,5,140,44.0,6.64,https://www.designrush.com/agency/accounting/georgia/atlanta,3.0,0.0,19.0,0.34,1550000.0,"[11,42,19,26,34,42,100,80,42,53,65,53]",2025-08-22,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,geo,other,929.5999999999999
accounting firms in cleveland ohio,4,4,170,33.0,5.45,https://www.designrush.com/agency/accounting/ohio/cleveland,5.0,0.0,27.0,0.27,1530000.0,"[100,65,65,80,53,53,65,80,65,53,80,53]",2025-09-08,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,926.5
advertising companies in pittsburgh,10,10,320,41.0,2.89,https://www.designrush.com/agency/digital-marketing/pennsylvania/pittsburgh,2.0,0.0,5.0,0.22,44200000.0,"[36,36,36,36,23,29,29,36,54,36,54,29]",2025-08-21,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,924.8000000000001
marketing companies ri,9,9,210,49.0,4.31,https://www.designrush.com/agency/digital-marketing/rhode-island,2.0,0.0,8.0,0.47,43800000.0,"[66,66,66,23,66,28,66,43,100,82,43,28]",2025-09-06,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,digital_marketing,905.0999999999999
nyc cybersecurity companies,5,5,70,14.0,12.87,https://www.designrush.com/agency/cybersecurity/new-york,2.0,0.0,25.0,0.04,84900000.0,"[23,9,23,33,23,9,33,33,33,52,80,100]",2025-08-27,"Local pack, Image pack, Related searches",commercial,Organic,0,false,true,04-10,geo,cybersecurity,900.9
accounting firms columbus ohio,5,5,170,34.0,5.12,https://www.designrush.com/agency/accounting/ohio/columbus,4.0,0.0,20.0,0.39,1660000.0,"[80,65,65,65,80,100,80,53,53,42,42,42]",2025-08-20,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,geo,other,870.4
