Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service,priority
ppc firm,6,6,590,34.0,99.11,https://www.designrush.com/agency/paid-media-pay-per-click,17.0,0.01,1684.0,0.03,11000000.0,"[100,59,3,14,14,17,48,48,100,88,59,72]",2025-09-02,"Image pack, Sitelinks, Ads bottom, Video Carousel, Related searches, Ads middle, AI overview",informational,Organic,0,false,true,04-10,other,ppc,58474.9
the streameast,4,4,18100,31.0,3.18,https://www.designrush.com/agency/video-marketing/trends/best-streaming-websites,81.0,0.09,257.0,0.0,2830000.0,"[29,54,100,81,100,67,54,36,29,44,54,44]",2025-09-10,"Top stories, Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,People also ask,0,false,true,04-10,agency,video,57558.0
adwords agency,8,8,880,41.0,64.94,https://www.designrush.com/agency/paid-media-pay-per-click/google-adwords,19.0,0.02,1233.0,0.1,4850000.0,"[20,0,1,3,2,7,24,30,34,82,55,100]",2025-09-06,"Local pack, Image pack, Sitelinks, Ads top, Ads bottom, Video Carousel, Related searches, Ads middle, AI overview",commercial,Organic,0,false,true,04-10,other,ppc,57147.2
seo companies near me,9,9,2400,64.0,23.74,https://www.designrush.com/agency/search-engine-optimization,31.0,0.03,735.0,0.03,226000000.0,"[36,24,43,28,43,54,28,28,36,36,43,54]",2025-09-06,"Local pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle",transactional,Organic,0,false,true,04-10,agency,seo,56975.99999999999
online marketing company,4,4,3600,78.0,15.12,https://www.designrush.com/agency/digital-marketing,46.0,0.05,695.0,0.16,3030000000.0,"[36,24,43,36,43,54,66,43,54,81,100,81]",2025-09-05,"Local pack, Sitelinks, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic,0,false,true,04-10,other,digital_marketing,54432.0
pay per click advertising company,10,10,1600,33.0,32.98,https://www.designrush.com/agency/paid-media-pay-per-click,35.0,0.04,1154.0,0.11,1040000000.0,"[16,7,5,16,18,1,4,66,100,53,29,24]",2025-09-08,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums",commercial,Organic,0,false,true,04-10,other,ppc,52767.99999999999
software dev companies,10,10,1300,29.0,39.46,https://www.designrush.com/agency/software-development/missouri,24.0,0.02,947.0,0.14,787000000.0,"[65,13,7,43,54,100,54,10,7,4,4,10]",2025-09-05,"Sitelinks, Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,software_dev,51298.0
app making company,8,8,1600,78.0,31.84,https://www.designrush.com/agency/mobile-app-design-development,30.0,0.03,955.0,0.12,3600000000.0,"[36,36,36,100,27,27,80,100,66,20,13,13]",2025-09-08,"Local pack, Sitelinks, Ads bottom, Video Carousel, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,mobile_app,50944.0
video production company,4,4,6600,79.0,7.07,https://www.designrush.com/agency/video-production,125.0,0.14,883.0,0.08,6600000000.0,"[29,44,54,66,66,66,66,54,81,81,81,100]",2025-09-11,"Local pack, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,video,46662.0
shopify store,5,5,12100,67.0,3.79,https://www.designrush.com/agency/ecommerce/trends/how-much-does-it-cost-to-build-a-shopify-website,6.0,0.0,22.0,0.41,344000000.0,"[81,66,66,100,81,44,100,54,100,44,54,44]",2025-09-10,"Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, See results about, Ads middle",navigational,People also ask,0,false,true,04-10,agency,ecommerce,45859.0
google advertising agency,6,6,1000,43.0,45.15,https://www.designrush.com/agency/paid-media-pay-per-click/google-adwords,24.0,0.02,1083.0,0.32,837000000.0,"[25,37,37,52,46,46,52,52,68,84,100,100]",2025-09-06,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,other,ppc,45150.0
google ds,5,5,1300,100.0,34.25,https://www.designrush.com/agency/paid-media-pay-per-click/google-adwords/trends/google-ads-costs,3.0,0.0,102.0,0.43,1870000000.0,"[7,8,29,100,13,13,18,13,16,35,10,3]",2025-09-11,"Knowledge panel, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Ads middle",navigational,People also ask,0,false,true,04-10,trends,ppc,44525.0
search engine optimization companies in houston,10,10,1600,37.0,27.0,https://www.designrush.com/agency/search-engine-optimization/texas/houston,14.0,0.01,378.0,0.05,8850000.0,"[16,22,13,22,7,29,5,81,81,100,43,36]",2025-09-09,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,seo,43200.0
web agency,8,8,4400,68.0,9.6,https://www.designrush.com/agency/website-design-development,83.0,0.09,796.0,0.19,1100000000.0,"[43,36,43,66,43,54,54,54,81,81,100,81]",2025-09-07,"Local pack, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_design,42240.0
enterprise seo services,10,10,1900,36.0,21.84,https://www.designrush.com/agency/search-engine-optimization/enterprise-seo,41.0,0.04,895.0,0.07,31600000.0,"[44,34,55,65,65,82,82,82,82,82,100,100]",2025-09-05,Related searches,commercial,Organic,0,false,true,04-10,agency,seo,41496.0
ecommerce ppc agency,7,7,1000,19.0,41.04,https://www.designrush.com/agency/paid-media-pay-per-click/ecommerce,30.0,0.03,1231.0,0.22,4650000.0,"[5,7,10,13,2,24,18,13,24,24,29,44]",2025-09-08,"Image pack, Ads top, Ads bottom, Video Carousel, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,other,ppc,41040.0
web design firm,4,4,2900,94.0,13.79,https://www.designrush.com/agency/website-design-development,87.0,0.1,1199.0,0.12,382000000.0,"[16,13,100,36,44,19,44,24,24,29,13,5]",2025-09-07,"Local pack, Sitelinks, Ads top, Ads bottom, Video Carousel, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_design,39991.0
website creation company,6,6,2900,100.0,13.79,https://www.designrush.com/agency/website-design-development,101.0,0.11,1392.0,0.12,755000000.0,"[15,54,3,3,23,100,23,4,23,4,1,10]",2025-09-07,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Ads middle",,Organic,0,false,true,04-10,agency,web_design,39991.0
it services company,4,4,2400,96.0,16.36,https://www.designrush.com/agency/it-services,72.0,0.08,1177.0,0.09,6070000000.0,"[52,36,44,52,52,52,52,52,80,80,100,100]",2025-09-07,"Local pack, Sitelinks, Video, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,it_services,39264.0
digital marketing companies,4,4,5400,60.0,7.07,https://www.designrush.com/agency/digital-marketing,8.0,0.0,56.0,0.21,1080000000.0,"[24,24,24,29,29,29,36,36,44,44,54,44]",2025-09-11,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,0,false,true,04-10,other,digital_marketing,38178.0
seo firms near me,7,7,1900,74.0,19.76,https://www.designrush.com/agency/search-engine-optimization,41.0,0.04,810.0,0.02,38100000.0,"[53,100,100,44,100,13,18,5,16,4,10,8]",2025-09-07,"Local pack, Sitelinks, Video, Related searches",transactional,Organic,0,false,true,04-10,agency,seo,37544.0
mobile app development vendors,9,9,1000,56.0,37.5,https://www.designrush.com/agency/mobile-app-design-development,22.0,0.02,825.0,0.07,208000000.0,"[55,62,36,45,20,81,10,81,100,100,81,100]",2025-09-08,"Sitelinks, Ads bottom, Related searches, Ads middle, AI overview",informational,Organic,0,false,true,04-10,agency,mobile_app,37500.0
mobile app creation company,7,7,1000,62.0,37.5,https://www.designrush.com/agency/mobile-app-design-development,24.0,0.02,900.0,0.07,288000000.0,"[55,62,36,45,6,16,10,81,100,100,81,100]",2025-09-08,"Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,mobile_app,37500.0
it provider,10,10,1900,42.0,19.71,https://www.designrush.com/agency/managed-service-providers,36.0,0.04,709.0,0.11,708000000.0,"[16,20,10,13,4,2,36,54,81,100,100,100]",2025-09-07,"Knowledge panel, Image pack, Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,other,other,37449.0
ppc agencies,7,7,1300,49.0,28.79,https://www.designrush.com/agency/paid-media-pay-per-click,3.0,0.0,86.0,0.07,13600000.0,"[52,52,52,52,37,52,68,68,100,100,100,100]",2025-09-10,"Local pack, Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle, AI overview",commercial,Organic,0,false,true,04-10,other,ppc,37427.0
website development agency,4,4,2900,77.0,12.89,https://www.designrush.com/agency/web-development-companies,87.0,0.1,1121.0,0.19,1140000000.0,"[43,36,65,65,65,65,65,54,100,81,100,100]",2025-09-08,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,agency,web_dev,37381.0
user interface design chicago,4,4,9900,11.0,3.74,https://www.designrush.com/agency/ui-ux-design/illinois/chicago,643.0,0.74,2404.0,0.05,24200000.0,"[3,0,0,3,0,2,0,100,20,24,20,16]",2025-09-11,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,other,37026.0
contact center companies,7,7,1300,37.0,28.27,https://www.designrush.com/agency/call-centers/us,9.0,0.01,254.0,0.26,1710000000.0,"[43,65,54,54,54,0,29,1,2,3,0,1]",2025-09-04,"Local pack, Image pack, Video, People also ask, FAQ, Related searches",commercial,Organic,0,false,true,04-10,other,other,36751.0
marketing companies near me,10,10,3600,66.0,10.09,https://www.designrush.com/agency/digital-marketing/pennsylvania,32.0,0.03,322.0,0.24,1650000000.0,"[53,100,81,44,35,44,53,66,100,100,53,66]",2025-09-08,"Local pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches, Ads middle",transactional,Organic,0,false,true,04-10,geo,digital_marketing,36324.0
web design company near me,10,10,2900,51.0,12.47,https://www.designrush.com/agency/website-design-development/new-york/new-york-city,26.0,0.03,324.0,0.06,1210000000.0,"[16,19,16,35,23,66,23,54,100,35,35,29]",2025-09-06,"Local pack, Video, Ads bottom, Related searches, Ads middle",transactional,Organic,0,false,true,04-10,agency,web_design,36163.0
google adas,6,6,1000,100.0,34.25,https://www.designrush.com/agency/paid-media-pay-per-click/google-adwords/trends/google-ads-costs,3.0,0.0,102.0,0.43,2020000000.0,"[30,11,20,100,44,24,34,24,24,65,24,34]",2025-09-10,"Knowledge panel, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Ads middle",navigational,People also ask,0,false,true,04-10,trends,ppc,34250.0
dental seo expert,4,4,1000,23.0,33.78,https://www.designrush.com/agency/search-engine-optimization/dental/trends/dental-seo-cost,11.0,0.01,371.0,0.05,5490000.0,"[31,37,46,46,68,46,52,84,100,68,68,37]",2025-09-09,"Local pack, Sitelinks, Ads top, Ads bottom, People also ask, Related searches, Ads middle","commercial, informational",People also ask,0,false,true,04-10,agency,seo,33780.0
seo providers,4,4,880,54.0,37.6,https://www.designrush.com/agency/search-engine-optimization,21.0,0.02,789.0,0.01,113000000.0,"[11,31,37,16,3,52,52,52,100,52,100,52]",2025-09-03,"Image pack, Sitelinks, Image, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic,0,false,true,04-10,agency,seo,33088.0
mobile company app development,8,8,880,62.0,37.5,https://www.designrush.com/agency/mobile-app-design-development,21.0,0.02,787.0,0.07,865000000.0,"[45,36,36,62,30,62,36,55,100,100,55,24]",2025-09-02,"Sitelinks, Video Carousel, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,mobile_app,33000.0
wordpress development company,9,9,1900,45.0,17.32,https://www.designrush.com/agency/web-development-companies/wordpress,24.0,0.02,415.0,0.08,240000000.0,"[44,44,55,82,65,55,65,65,100,100,100,82]",2025-09-08,"Local pack, Sitelinks, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,web_dev,32908.0
mobile application development companies,10,10,1000,55.0,31.84,https://www.designrush.com/agency/mobile-app-design-development/texas,9.0,0.01,286.0,0.12,1710000000.0,"[24,16,79,66,100,16,24,54,66,13,30,20]",2025-09-04,"Local pack, Sitelinks, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,mobile_app,31840.0
seo agencies near me,10,10,1600,66.0,19.76,https://www.designrush.com/agency/search-engine-optimization,14.0,0.01,276.0,0.02,54000000.0,"[10,44,18,35,24,8,13,100,24,24,18,16]",2025-09-07,"Local pack, Sitelinks, Video, Related searches",transactional,Organic,0,false,true,04-10,agency,seo,31616.000000000004
seo in austin texas,10,10,1300,23.0,24.23,https://www.designrush.com/agency/search-engine-optimization/texas/austin,3.0,0.0,72.0,0.02,8860000.0,"[2,1,3,2,1,5,3,2,2,100,100,53]",2025-09-10,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,seo,31499.0
ignite visibility,8,8,1900,47.0,16.18,https://www.designrush.com/agency/profile/ignite-visibility,4.0,0.0,64.0,0.26,8200000.0,"[44,44,55,100,65,65,82,65,65,65,65,65]",2025-09-07,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic,0,false,true,04-10,agency,other,30742.0
ppc service provider,5,5,140,45.0,217.6,https://www.designrush.com/agency/paid-media-pay-per-click/amazon,3.0,0.0,652.0,0.03,32800000.0,"[19,11,0,80,65,7,65,80,100,80,80,100]",2025-09-08,"Local pack, Video, People also ask, Related searches",informational,Organic,0,false,true,04-10,other,ppc,30464.0
